time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,p18wx,p18wy,p18wz,p18wHatx,p18wHaty,p18wHatz,converged18,p19wx,p19wy,p19wz,p19wHatx,p19wHaty,p19wHatz,converged19,p20wx,p20wy,p20wz,p20wHatx,p20wHaty,p20wHatz,converged20,p21wx,p21wy,p21wz,p21wHatx,p21wHaty,p21wHatz,converged21,p22wx,p22wy,p22wz,p22wHatx,p22wHaty,p22wHatz,converged22,p23wx,p23wy,p23wz,p23wHatx,p23wHaty,p23wHatz,converged23,p24wx,p24wy,p24wz,p24wHatx,p24wHaty,p24wHatz,converged24,p25wx,p25wy,p25wz,p25wHatx,p25wHaty,p25wHatz,converged25,p26wx,p26wy,p26wz,p26wHatx,p26wHaty,p26wHatz,converged26,p27wx,p27wy,p27wz,p27wHatx,p27wHaty,p27wHatz,converged27,p28wx,p28wy,p28wz,p28wHatx,p28wHaty,p28wHatz,converged28,p29wx,p29wy,p29wz,p29wHatx,p29wHaty,p29wHatz,converged29,p30wx,p30wy,p30wz,p30wHatx,p30wHaty,p30wHatz,converged30,p31wx,p31wy,p31wz,p31wHatx,p31wHaty,p31wHatz,converged31,p32wx,p32wy,p32wz,p32wHatx,p32wHaty,p32wHatz,converged32,p33wx,p33wy,p33wz,p33wHatx,p33wHaty,p33wHatz,converged33,p34wx,p34wy,p34wz,p34wHatx,p34wHaty,p34wHatz,converged34,p35wx,p35wy,p35wz,p35wHatx,p35wHaty,p35wHatz,converged35,p36wx,p36wy,p36wz,p36wHatx,p36wHaty,p36wHatz,converged36,p37wx,p37wy,p37wz,p37wHatx,p37wHaty,p37wHatz,converged37,p38wx,p38wy,p38wz,p38wHatx,p38wHaty,p38wHatz,converged38,p39wx,p39wy,p39wz,p39wHatx,p39wHaty,p39wHatz,converged39,p40wx,p40wy,p40wz,p40wHatx,p40wHaty,p40wHatz,converged40,p41wx,p41wy,p41wz,p41wHatx,p41wHaty,p41wHatz,converged41,p42wx,p42wy,p42wz,p42wHatx,p42wHaty,p42wHatz,converged42,p43wx,p43wy,p43wz,p43wHatx,p43wHaty,p43wHatz,converged43,p44wx,p44wy,p44wz,p44wHatx,p44wHaty,p44wHatz,converged44,p45wx,p45wy,p45wz,p45wHatx,p45wHaty,p45wHatz,converged45,p46wx,p46wy,p46wz,p46wHatx,p46wHaty,p46wHatz,converged46,p47wx,p47wy,p47wz,p47wHatx,p47wHaty,p47wHatz,converged47,p48wx,p48wy,p48wz,p48wHatx,p48wHaty,p48wHatz,converged48,p49wx,p49wy,p49wz,p49wHatx,p49wHaty,p49wHatz,converged49,p50wx,p50wy,p50wz,p50wHatx,p50wHaty,p50wHatz,converged50,p51wx,p51wy,p51wz,p51wHatx,p51wHaty,p51wHatz,converged51,p52wx,p52wy,p52wz,p52wHatx,p52wHaty,p52wHatz,converged52,p53wx,p53wy,p53wz,p53wHatx,p53wHaty,p53wHatz,converged53,p54wx,p54wy,p54wz,p54wHatx,p54wHaty,p54wHatz,converged54,p55wx,p55wy,p55wz,p55wHatx,p55wHaty,p55wHatz,converged55,p56wx,p56wy,p56wz,p56wHatx,p56wHaty,p56wHatz,converged56,p57wx,p57wy,p57wz,p57wHatx,p57wHaty,p57wHatz,converged57,p58wx,p58wy,p58wz,p58wHatx,p58wHaty,p58wHatz,converged58,p59wx,p59wy,p59wz,p59wHatx,p59wHaty,p59wHatz,converged59,p60wx,p60wy,p60wz,p60wHatx,p60wHaty,p60wHatz,converged60,p61wx,p61wy,p61wz,p61wHatx,p61wHaty,p61wHatz,converged61,p62wx,p62wy,p62wz,p62wHatx,p62wHaty,p62wHatz,converged62,p63wx,p63wy,p63wz,p63wHatx,p63wHaty,p63wHatz,converged63,p64wx,p64wy,p64wz,p64wHatx,p64wHaty,p64wHatz,converged64,p65wx,p65wy,p65wz,p65wHatx,p65wHaty,p65wHatz,converged65,p66wx,p66wy,p66wz,p66wHatx,p66wHaty,p66wHatz,converged66,p67wx,p67wy,p67wz,p67wHatx,p67wHaty,p67wHatz,converged67,
0,-2.89089,-3.39517,0.289115,-2.15647,-3.6615,0.232614,-3.15395,-1.86,0.823387,-2.56675,-1.26723,1.06587,0,-3.09075,-1.86,0.713805,-2.47417,-1.22121,0.907697,0,-3.05102,-1.86,0.800772,-2.41424,-1.19027,1.05625,0,-3.15096,-1.86,0.369766,-2.59756,-1.05787,0.369398,0,-3.24398,-1.86,0.639076,-2.71662,-1.2261,0.787794,0,-2.55419,-1.86,0.759572,-1.63122,-1.26664,0.966528,0,-2.90173,-1.86,0.535732,-2.17419,-1.15234,0.635699,0,-2.86021,-1.86,0.474828,-2.10606,-1.1386,0.537816,0,-3.24982,-1.86,0.355616,-2.74198,-1.15725,0.341094,0,-3.02355,-1.86,0.665409,-2.36659,-1.23004,0.828605,0,-3.1374,-1.86,0.752874,-2.5447,-1.24379,0.96298,0,-3.3357,-1.86,0.682813,-2.86343,-1.22156,0.858344,0,-2.45066,-1.86,0.331679,-1.45409,-1.21215,0.300525,0,-2.45016,-1.86,0.396107,-1.43652,-1.15369,0.407393,0,-2.32024,-1.86,0.590423,-1.25312,-1.23129,0.709593,0,-3.15962,-1.86,0.693606,-2.58573,-1.20929,0.87873,0,-3.14938,-1.86,0.619441,-2.57098,-1.19978,0.762309,0,-2.93666,-1.86,0.57295,-2.22824,-1.25465,0.677613,0,-3.18477,-1.86,0.568947,-2.6229,-1.22499,0.676744,0,-2.82658,-1.86,0.605711,-2.05335,-1.19985,0.740277,0,-2.46283,-1.86,0.470109,-1.47072,-1.20213,0.52257,0,-3.2982,-1.86,0.809884,-2.78485,-1.29314,1.03602,0,-2.774,-1.86,0.777854,-1.96792,-1.18523,1.02096,0,-3.02956,-1.86,0.293078,-2.38702,-1.10922,0.239203,0,-2.31539,-1.86,0.344803,-1.20782,-1.13093,0.324411,0,-3.19395,-1.86,0.417402,-2.65194,-1.15173,0.442344,0,-2.65112,-1.86,0.723238,-1.77326,-1.20789,0.926459,0,-3.38571,-1.86,0.377682,-2.94838,-1.20467,0.374355,0,-2.4611,-1.86,0.52409,-1.47211,-1.217,0.606773,0,-2.88029,-1.86,0.683415,-2.13956,-1.21316,0.861459,0,-3.06314,-1.86,0.548479,-2.43861,-1.147,0.657435,0,-3.02549,-1.86,0.483073,-2.37255,-1.19716,0.543967,0,-3.23248,-1.86,0.825681,-2.66428,-1.3793,1.03028,0,-2.97227,-1.86,0.717842,-2.2883,-1.17475,0.927089,0,-2.4497,-1.86,0.23594,-1.42865,-1.12893,0.144891,0,-3.21508,-1.86,0.50542,-2.6824,-1.17104,0.58352,0,-3.33374,-1.86,0.756741,-2.86078,-1.21996,0.976328,0,-2.3805,-1.86,0.488605,-1.34033,-1.20669,0.55161,0,-2.52968,-1.86,0.218581,-1.59282,-1.26594,0.12255,0,-2.45169,-1.86,0.14645,-1.44682,-1.18097,0.00209534,0,-3.43807,-1.86,0.690852,-3.01607,-1.24982,0.863726,0,-2.8655,-1.86,0.760054,-2.11553,-1.18541,0.992198,0,-3.09945,-1.86,0.201022,-2.49518,-1.1684,0.0895527,0,-2.72005,-1.86,0.727934,-1.88418,-1.21467,0.932026,0,-2.64985,-1.86,0.42064,-1.7596,-1.13387,0.449168,0,-3.22863,-1.86,0.742376,-2.7018,-1.18274,0.964473,0,-3.03657,-1.86,0.20564,-2.39549,-1.14279,0.0956598,0,-2.58438,-1.86,0.450141,-1.65102,-1.12994,0.498153,0,-2.56018,-1.86,0.664006,-1.62047,-1.17336,0.840224,0,-3.02883,-1.86,0.411155,-2.38503,-1.1179,0.434822,0,-2.76998,-1.86,0.215545,-1.95203,-1.06574,0.108218,0,-2.91762,-1.86,0.36352,-2.20044,-1.13656,0.354991,0,-2.68764,-1.86,0.638016,-1.8272,-1.17442,0.797857,0,-3.12058,-1.86,0.426159,-2.53411,-1.13756,0.457925,0,-2.86074,-1.86,0.211459,-2.10564,-1.0734,0.101696,0,-3.39437,-1.86,0.617024,-2.96262,-1.20346,0.757648,0,-2.40632,-1.86,0.561773,-1.37967,-1.20053,0.669702,0,-2.39654,-1.86,0.438323,-1.36011,-1.18846,0.472977,0,-3.34142,-1.86,0.49653,-2.90197,-1.12126,0.575825,0,-2.2841,-1.86,0.500477,-1.20351,-1.2505,0.56456,0,-2.38414,-1.86,0.631052,-1.35714,-1.23997,0.771976,0,-3.43284,-1.86,0.249683,-3.01801,-1.22104,0.169929,0,-2.59202,-1.86,0.172345,-1.66129,-1.11794,0.0391437,0,-2.95,-1.86,0.492685,-2.25011,-1.22969,0.555083,0,-2.39264,-1.86,0.35671,-1.35499,-1.19203,0.341347,0,-2.79677,-1.86,0.725989,-2.00592,-1.20589,0.931427,0,-2.38956,-1.86,0.185736,-1.34478,-1.17593,0.0652341,0,-2.54473,-1.86,0.533833,-1.59112,-1.1542,0.632298,0,
0.0333341,-2.89089,-3.39517,0.289115,-2.12887,-3.65981,0.232073,-3.15395,-1.86,0.823387,-2.54785,-1.34051,1.03658,0,-3.09075,-1.86,0.713805,-2.45737,-1.31004,0.882949,0,-3.05102,-1.86,0.800772,-2.40078,-1.26997,1.03072,0,-3.15096,-1.86,0.369766,-2.5781,-1.16026,0.364882,0,-3.24398,-1.86,0.639076,-2.69218,-1.30975,0.770315,0,-2.55419,-1.86,0.759572,-1.649,-1.36538,0.936053,0,-2.90173,-1.86,0.535732,-2.16984,-1.26485,0.617514,0,-2.86021,-1.86,0.474828,-2.1047,-1.24638,0.526423,0,-3.24982,-1.86,0.355616,-2.71543,-1.25266,0.339507,0,-3.02355,-1.86,0.665409,-2.35278,-1.34511,0.800268,0,-3.1374,-1.86,0.752874,-2.52441,-1.34688,0.931716,0,-3.3357,-1.86,0.682813,-2.83368,-1.30942,0.836575,0,-2.45066,-1.86,0.331679,-1.47684,-1.3017,0.297694,0,-2.45016,-1.86,0.396107,-1.46117,-1.24275,0.399727,0,-2.32024,-1.86,0.590423,-1.26584,-1.28075,0.698791,0,-3.15962,-1.86,0.693606,-2.56472,-1.30886,0.854124,0,-3.14938,-1.86,0.619441,-2.55138,-1.28569,0.743672,0,-2.93666,-1.86,0.57295,-2.22025,-1.35419,0.660845,0,-3.18477,-1.86,0.568947,-2.59937,-1.32433,0.659372,0,-2.82658,-1.86,0.605711,-2.05279,-1.30446,0.720585,0,-2.46283,-1.86,0.470109,-1.48648,-1.27658,0.515181,0,-3.2982,-1.86,0.809884,-2.76025,-1.36149,1.01248,0,-2.774,-1.86,0.777854,-1.96978,-1.26435,0.994702,0,-3.02956,-1.86,0.293078,-2.37459,-1.21493,0.238596,0,-2.31539,-1.86,0.344803,-1.23411,-1.20357,0.322189,0,-3.19395,-1.86,0.417402,-2.62878,-1.24784,0.433335,0,-2.65112,-1.86,0.723238,-1.78199,-1.2988,0.902076,0,-3.38571,-1.86,0.377682,-2.91386,-1.30096,0.370458,0,-2.4611,-1.86,0.52409,-1.48807,-1.28927,0.59603,0,-2.88029,-1.86,0.683415,-2.14076,-1.36388,0.825623,0,-3.06314,-1.86,0.548479,-2.42359,-1.24329,0.641931,0,-3.02549,-1.86,0.483073,-2.35847,-1.3103,0.533499,0,-3.23248,-1.86,0.825681,-2.64229,-1.43877,1.01072,0,-2.97227,-1.86,0.717842,-2.27929,-1.27849,0.897986,0,-2.4497,-1.86,0.23594,-1.44514,-1.20027,0.148176,0,-3.21508,-1.86,0.50542,-2.65247,-1.3115,0.564811,0,-3.33374,-1.86,0.756741,-2.84088,-1.25334,0.966846,0,-2.3805,-1.86,0.488605,-1.36077,-1.28098,0.542646,0,-2.52968,-1.86,0.218581,-1.60979,-1.35793,0.1259,0,-2.45169,-1.86,0.14645,-1.46043,-1.24618,0.010726,0,-3.43807,-1.86,0.690852,-2.98069,-1.33923,0.841986,0,-2.8655,-1.86,0.760054,-2.1145,-1.28266,0.961375,0,-3.09945,-1.86,0.201022,-2.47381,-1.32878,0.0986289,0,-2.72005,-1.86,0.727934,-1.88792,-1.29714,0.90988,0,-2.64985,-1.86,0.42064,-1.77149,-1.23116,0.440737,0,-3.22863,-1.86,0.742376,-2.67906,-1.2794,0.937258,0,-3.03657,-1.86,0.20564,-2.38102,-1.22924,0.0996061,0,-2.58438,-1.86,0.450141,-1.66562,-1.21947,0.488658,0,-2.56018,-1.86,0.664006,-1.63109,-1.24456,0.819075,0,-3.02883,-1.86,0.411155,-2.37197,-1.2168,0.427745,0,-2.76998,-1.86,0.215545,-1.95936,-1.18274,0.115322,0,-2.91762,-1.86,0.36352,-2.19202,-1.20644,0.351733,0,-2.68764,-1.86,0.638016,-1.83691,-1.27439,0.774986,0,-3.12058,-1.86,0.426159,-2.51551,-1.21508,0.450211,0,-2.86074,-1.86,0.211459,-2.10432,-1.16217,0.106142,0,-3.39437,-1.86,0.617024,-2.93185,-1.28723,0.741447,0,-2.40632,-1.86,0.561773,-1.40081,-1.27832,0.655729,0,-2.39654,-1.86,0.438323,-1.37699,-1.25625,0.466235,0,-3.34142,-1.86,0.49653,-2.87727,-1.19247,0.568846,0,-2.2841,-1.86,0.500477,-1.24134,-1.34695,0.548799,0,-2.38414,-1.86,0.631052,-1.37315,-1.30377,0.757529,0,-3.43284,-1.86,0.249683,-2.98315,-1.31,0.172138,0,-2.59202,-1.86,0.172345,-1.67532,-1.2069,0.0458837,0,-2.95,-1.86,0.492685,-2.2412,-1.32458,0.541739,0,-2.39264,-1.86,0.35671,-1.37277,-1.26062,0.334998,0,-2.79677,-1.86,0.725989,-2.00929,-1.31527,0.899902,0,-2.38956,-1.86,0.185736,-1.36625,-1.25199,0.0703332,0,-2.54473,-1.86,0.533833,-1.60714,-1.24002,0.618486,0,
0.0666681,-2.86445,-3.39459,0.289122,-2.11354,-3.65886,0.231772,-3.15395,-1.86,0.823387,-2.54133,-1.41514,1.01014,0,-3.09075,-1.86,0.713805,-2.45282,-1.39206,0.861312,0,-3.05102,-1.86,0.800772,-2.39894,-1.35529,1.00252,0,-3.15096,-1.86,0.369766,-2.5686,-1.2585,0.359847,0,-3.24398,-1.86,0.639076,-2.68016,-1.3894,0.749789,0,-2.55419,-1.86,0.759572,-1.67611,-1.45745,0.908904,0,-2.90173,-1.86,0.535732,-2.17514,-1.35692,0.601941,0,-2.86021,-1.86,0.474828,-2.1121,-1.33344,0.511636,0,-3.24982,-1.86,0.355616,-2.69946,-1.35394,0.33265,0,-3.02355,-1.86,0.665409,-2.35074,-1.43542,0.777513,0,-3.1374,-1.86,0.752874,-2.51666,-1.43188,0.907082,0,-3.3357,-1.86,0.682813,-2.81582,-1.3953,0.813078,0,-2.45066,-1.86,0.331679,-1.50891,-1.38896,0.296099,0,-2.45016,-1.86,0.396107,-1.48248,-1.30224,0.396664,0,-2.32024,-1.86,0.590423,-1.30417,-1.36244,0.688792,0,-3.15962,-1.86,0.693606,-2.55592,-1.3937,0.832755,0,-3.14938,-1.86,0.619441,-2.54336,-1.36563,0.731655,0,-2.93666,-1.86,0.57295,-2.22131,-1.40588,0.650177,0,-3.18477,-1.86,0.568947,-2.58914,-1.40934,0.6432,0,-2.82658,-1.86,0.605711,-2.06038,-1.37668,0.70543,0,-2.46283,-1.86,0.470109,-1.50832,-1.33786,0.510788,0,-3.2982,-1.86,0.809884,-2.74781,-1.43227,0.987885,0,-2.774,-1.86,0.777854,-1.97928,-1.32686,0.975694,0,-3.02956,-1.86,0.293078,-2.37218,-1.32659,0.237816,0,-2.31539,-1.86,0.344803,-1.2771,-1.29416,0.320027,0,-3.19395,-1.86,0.417402,-2.61616,-1.35044,0.425828,0,-2.65112,-1.86,0.723238,-1.81207,-1.42594,0.864408,0,-3.38571,-1.86,0.377682,-2.89294,-1.38489,0.360199,0,-2.4611,-1.86,0.52409,-1.52061,-1.3777,0.584507,0,-2.88029,-1.86,0.683415,-2.1471,-1.46719,0.796676,0,-3.06314,-1.86,0.548479,-2.41948,-1.34727,0.625394,0,-3.02549,-1.86,0.483073,-2.35658,-1.39413,0.519268,0,-3.23248,-1.86,0.825681,-2.63424,-1.49891,0.990786,0,-2.97227,-1.86,0.717842,-2.28095,-1.37363,0.87166,0,-2.4497,-1.86,0.23594,-1.47877,-1.28832,0.150326,0,-3.21508,-1.86,0.50542,-2.63646,-1.41723,0.550041,0,-3.33374,-1.86,0.756741,-2.8287,-1.32538,0.94432,0,-2.3805,-1.86,0.488605,-1.39574,-1.36249,0.531009,0,-2.52968,-1.86,0.218581,-1.63134,-1.42824,0.12924,0,-2.45169,-1.86,0.14645,-1.47183,-1.2792,0.0148078,0,-3.43807,-1.86,0.690852,-2.962,-1.40541,0.820665,0,-2.8655,-1.86,0.760054,-2.12051,-1.35368,0.938867,0,-3.09945,-1.86,0.201022,-2.46534,-1.42547,0.104258,0,-2.72005,-1.86,0.727934,-1.90249,-1.37309,0.887513,0,-2.64985,-1.86,0.42064,-1.79452,-1.33103,0.433199,0,-3.22863,-1.86,0.742376,-2.66483,-1.37859,0.905132,0,-3.03657,-1.86,0.20564,-2.37824,-1.36458,0.108264,0,-2.58438,-1.86,0.450141,-1.68973,-1.30611,0.47975,0,-2.56018,-1.86,0.664006,-1.65694,-1.32894,0.798019,0,-3.02883,-1.86,0.411155,-2.37013,-1.31441,0.420119,0,-2.76998,-1.86,0.215545,-1.97916,-1.31825,0.12188,0,-2.91762,-1.86,0.36352,-2.19769,-1.29401,0.347641,0,-2.68764,-1.86,0.638016,-1.86267,-1.40115,0.749248,0,-3.12058,-1.86,0.426159,-2.50933,-1.30485,0.4424,0,-2.86074,-1.86,0.211459,-2.11758,-1.30492,0.11595,0,-3.39437,-1.86,0.617024,-2.90959,-1.3795,0.720153,0,-2.40632,-1.86,0.561773,-1.42922,-1.34955,0.645737,0,-2.39654,-1.86,0.438323,-1.4043,-1.32186,0.460849,0,-3.34142,-1.86,0.49653,-2.86206,-1.26784,0.555594,0,-2.2841,-1.86,0.500477,-1.2746,-1.41699,0.540186,0,-2.38414,-1.86,0.631052,-1.40294,-1.37367,0.743825,0,-3.43284,-1.86,0.249683,-2.96057,-1.39328,0.173044,0,-2.59202,-1.86,0.172345,-1.69901,-1.29352,0.0525756,0,-2.95,-1.86,0.492685,-2.24448,-1.43102,0.528538,0,-2.39264,-1.86,0.35671,-1.4122,-1.35423,0.330595,0,-2.79677,-1.86,0.725989,-2.01971,-1.39718,0.875507,0,-2.38956,-1.86,0.185736,-1.3942,-1.31914,0.075909,0,-2.54473,-1.86,0.533833,-1.63055,-1.31689,0.607252,0,
0.100002,-2.86445,-3.39459,0.289122,-2.10157,-3.65814,0.231537,-3.15395,-1.86,0.823387,-2.53969,-1.44657,0.997362,0,-3.09075,-1.86,0.713805,-2.45134,-1.45664,0.841232,0,-3.05102,-1.86,0.800772,-2.39891,-1.43372,0.973657,0,-3.15096,-1.86,0.369766,-2.5591,-1.37318,0.349667,0,-3.24398,-1.86,0.639076,-2.67581,-1.4274,0.739986,0,-2.55419,-1.86,0.759572,-1.68375,-1.48177,0.897091,0,-2.90173,-1.86,0.535732,-2.18208,-1.43607,0.587937,0,-2.86021,-1.86,0.474828,-2.11759,-1.38391,0.500615,0,-3.24982,-1.86,0.355616,-2.68981,-1.42439,0.328931,0,-3.02355,-1.86,0.665409,-2.35127,-1.4878,0.760774,0,-3.1374,-1.86,0.752874,-2.51267,-1.50273,0.884327,0,-3.3357,-1.86,0.682813,-2.80503,-1.45435,0.794882,0,-2.45066,-1.86,0.331679,-1.52486,-1.42935,0.294557,0,-2.45016,-1.86,0.396107,-1.5087,-1.36484,0.39022,0,-2.32024,-1.86,0.590423,-1.33007,-1.41346,0.676518,0,-3.15962,-1.86,0.693606,-2.55146,-1.45858,0.813385,0,-3.14938,-1.86,0.619441,-2.5395,-1.43446,0.715302,0,-2.93666,-1.86,0.57295,-2.22633,-1.45531,0.63962,0,-3.18477,-1.86,0.568947,-2.58271,-1.48057,0.627509,0,-2.82658,-1.86,0.605711,-2.07062,-1.44405,0.689573,0,-2.46283,-1.86,0.470109,-1.53734,-1.40908,0.500386,0,-3.2982,-1.86,0.809884,-2.73279,-1.52344,0.95075,0,-2.774,-1.86,0.777854,-1.99737,-1.42406,0.943771,0,-3.02956,-1.86,0.293078,-2.37161,-1.42017,0.237614,0,-2.31539,-1.86,0.344803,-1.3013,-1.34355,0.317427,0,-3.19395,-1.86,0.417402,-2.60706,-1.43687,0.417985,0,-2.65112,-1.86,0.723238,-1.82629,-1.48542,0.845836,0,-3.38571,-1.86,0.377682,-2.87773,-1.45312,0.351755,0,-2.4611,-1.86,0.52409,-1.54303,-1.43486,0.572584,0,-2.88029,-1.86,0.683415,-2.15389,-1.54006,0.774955,0,-3.06314,-1.86,0.548479,-2.41846,-1.40531,0.614883,0,-3.02549,-1.86,0.483073,-2.35747,-1.45715,0.510426,0,-3.23248,-1.86,0.825681,-2.63053,-1.53841,0.972149,0,-2.97227,-1.86,0.717842,-2.28427,-1.44922,0.849196,0,-2.4497,-1.86,0.23594,-1.51607,-1.38386,0.152536,0,-3.21508,-1.86,0.50542,-2.62978,-1.47194,0.538973,0,-3.33374,-1.86,0.756741,-2.81787,-1.38869,0.920597,0,-2.3805,-1.86,0.488605,-1.42277,-1.42247,0.52241,0,-2.52968,-1.86,0.218581,-1.64664,-1.4713,0.129541,0,-2.45169,-1.86,0.14645,-1.49629,-1.33412,0.0163317,0,-3.43807,-1.86,0.690852,-2.95166,-1.45102,0.806493,0,-2.8655,-1.86,0.760054,-2.12842,-1.41324,0.920361,0,-3.09945,-1.86,0.201022,-2.46285,-1.48283,0.105281,0,-2.72005,-1.86,0.727934,-1.91613,-1.4334,0.8681,0,-2.64985,-1.86,0.42064,-1.81194,-1.3998,0.426643,0,-3.22863,-1.86,0.742376,-2.65717,-1.44275,0.886027,0,-3.03657,-1.86,0.20564,-2.37659,-1.45211,0.110423,0,-2.58438,-1.86,0.450141,-1.70937,-1.3702,0.470758,0,-2.56018,-1.86,0.664006,-1.67063,-1.37088,0.784391,0,-3.02883,-1.86,0.411155,-2.37052,-1.38606,0.413737,0,-2.76998,-1.86,0.215545,-1.99455,-1.41947,0.123113,0,-2.91762,-1.86,0.36352,-2.20679,-1.43263,0.337736,0,-2.68764,-1.86,0.638016,-1.87729,-1.4684,0.730914,0,-3.12058,-1.86,0.426159,-2.50501,-1.38755,0.432195,0,-2.86074,-1.86,0.211459,-2.12476,-1.38124,0.118193,0,-3.39437,-1.86,0.617024,-2.89107,-1.46078,0.699047,0,-2.40632,-1.86,0.561773,-1.45603,-1.41075,0.636176,0,-2.39654,-1.86,0.438323,-1.43053,-1.37949,0.453819,0,-3.34142,-1.86,0.49653,-2.85401,-1.31575,0.550147,0,-2.2841,-1.86,0.500477,-1.29332,-1.45226,0.533304,0,-2.38414,-1.86,0.631052,-1.42689,-1.42534,0.731739,0,-3.43284,-1.86,0.249683,-2.93434,-1.49758,0.173493,0,-2.59202,-1.86,0.172345,-1.71612,-1.35009,0.0573158,0,-2.95,-1.86,0.492685,-2.2477,-1.49495,0.518388,0,-2.39264,-1.86,0.35671,-1.43381,-1.40489,0.331385,0,-2.79677,-1.86,0.725989,-2.03536,-1.49735,0.843924,0,-2.38956,-1.86,0.185736,-1.40392,-1.34089,0.0788764,0,-2.54473,-1.86,0.533833,-1.65082,-1.37593,0.595586,0,
