time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,p18wx,p18wy,p18wz,p18wHatx,p18wHaty,p18wHatz,converged18,p19wx,p19wy,p19wz,p19wHatx,p19wHaty,p19wHatz,converged19,p20wx,p20wy,p20wz,p20wHatx,p20wHaty,p20wHatz,converged20,p21wx,p21wy,p21wz,p21wHatx,p21wHaty,p21wHatz,converged21,p22wx,p22wy,p22wz,p22wHatx,p22wHaty,p22wHatz,converged22,p23wx,p23wy,p23wz,p23wHatx,p23wHaty,p23wHatz,converged23,p24wx,p24wy,p24wz,p24wHatx,p24wHaty,p24wHatz,converged24,p25wx,p25wy,p25wz,p25wHatx,p25wHaty,p25wHatz,converged25,p26wx,p26wy,p26wz,p26wHatx,p26wHaty,p26wHatz,converged26,p27wx,p27wy,p27wz,p27wHatx,p27wHaty,p27wHatz,converged27,p28wx,p28wy,p28wz,p28wHatx,p28wHaty,p28wHatz,converged28,p29wx,p29wy,p29wz,p29wHatx,p29wHaty,p29wHatz,converged29,p30wx,p30wy,p30wz,p30wHatx,p30wHaty,p30wHatz,converged30,p31wx,p31wy,p31wz,p31wHatx,p31wHaty,p31wHatz,converged31,p32wx,p32wy,p32wz,p32wHatx,p32wHaty,p32wHatz,converged32,p33wx,p33wy,p33wz,p33wHatx,p33wHaty,p33wHatz,converged33,p34wx,p34wy,p34wz,p34wHatx,p34wHaty,p34wHatz,converged34,p35wx,p35wy,p35wz,p35wHatx,p35wHaty,p35wHatz,converged35,
0,2.6057,-3.46157,0.25005,3.14051,-3.70149,0.239017,2.28974,-1.86,0.461455,2.62038,-1.065,0.587029,0,2.98155,-1.86,0.525653,3.7589,-1.06636,0.692477,0,2.95986,-1.86,0.699963,3.71194,-1.1174,0.964938,0,2.72963,-1.86,0.668975,3.33525,-1.18481,0.897306,0,2.54964,-1.86,0.778225,3.05031,-1.12446,1.08888,0,3.36238,-1.86,0.685925,4.30708,-1.23236,0.911001,0,2.53152,-1.86,0.502276,3.01762,-1.04842,0.656839,0,2.44742,-1.86,0.60949,2.87495,-1.01439,0.84208,0,2.9337,-1.86,0.123727,3.67562,-1.08864,0.0329292,0,2.81391,-1.86,0.755597,3.47258,-1.14715,1.04531,0,2.7313,-1.86,0.352307,3.33708,-1.19506,0.399046,0,3.30702,-1.86,0.106669,4.24487,-1.17949,0.013235,0,3.03307,-1.86,0.189011,3.81028,-1.19151,0.143357,0,2.61044,-1.86,0.245904,3.14834,-1.05291,0.23216,0,2.51522,-1.86,0.153053,2.99775,-1.17457,0.0859769,0,3.18114,-1.86,0.600278,4.04741,-1.17741,0.790977,0,2.30813,-1.86,0.26491,2.64176,-1.01714,0.263924,0,2.81653,-1.86,0.241995,3.47339,-1.17276,0.226298,0,3.2052,-1.86,0.473068,4.05932,-1.24685,0.580823,0,2.52309,-1.86,0.389741,3.0054,-1.08197,0.467495,0,2.61573,-1.86,0.654223,3.15706,-1.05967,0.905705,0,3.16358,-1.86,0.126843,3.99356,-1.25255,0.0506226,0,3.09262,-1.86,0.413273,3.90969,-1.17149,0.496859,0,2.70172,-1.86,0.139826,3.30317,-0.988482,0.0523017,0,3.35364,-1.86,0.524786,4.32523,-1.16464,0.674192,0,2.65078,-1.86,0.525472,3.21464,-1.068,0.691898,0,3.19417,-1.86,0.251075,4.06029,-1.1982,0.24062,0,2.40461,-1.86,0.196026,2.79735,-0.968407,0.146825,0,2.24513,-1.86,0.152668,2.55239,-1.08916,0.0801772,0,2.39911,-1.86,0.463122,2.81324,-1.16432,0.576559,0,2.87083,-1.86,0.607848,3.58337,-1.0263,0.836664,0,3.35137,-1.86,0.22158,4.3354,-1.13504,0.193394,0,2.86111,-1.86,0.399971,3.55356,-1.11136,0.481474,0,2.81827,-1.86,0.10658,3.48914,-1.07476,0.00371332,0,2.41629,-1.86,0.31301,2.81423,-0.942665,0.347469,0,2.32603,-1.86,0.590173,2.70119,-1.18562,0.773306,0,
0.033334,2.6311,-3.46037,0.249647,3.15576,-3.70157,0.238445,2.28974,-1.86,0.461455,2.62576,-1.12778,0.578998,0,2.98155,-1.86,0.525653,3.72506,-1.17071,0.676229,0,2.95986,-1.86,0.699963,3.69222,-1.17971,0.948565,0,2.72963,-1.86,0.668975,3.31401,-1.31133,0.86023,0,2.54964,-1.86,0.778225,3.04477,-1.23121,1.05339,0,3.36238,-1.86,0.685925,4.27515,-1.28411,0.898065,0,2.53152,-1.86,0.502276,3.01608,-1.11315,0.649453,0,2.44742,-1.86,0.60949,2.87445,-1.08148,0.82728,0,2.9337,-1.86,0.123727,3.65806,-1.15015,0.038398,0,2.81391,-1.86,0.755597,3.46346,-1.19095,1.02893,0,2.7313,-1.86,0.352307,3.32184,-1.28797,0.398194,0,3.30702,-1.86,0.106669,4.22268,-1.21944,0.0185115,0,3.03307,-1.86,0.189011,3.7889,-1.25095,0.14702,0,2.61044,-1.86,0.245904,3.14041,-1.1455,0.233608,0,2.51522,-1.86,0.153053,2.99645,-1.25219,0.0900134,0,3.18114,-1.86,0.600278,4.03228,-1.21136,0.783173,0,2.30813,-1.86,0.26491,2.6489,-1.08371,0.263502,0,2.81653,-1.86,0.241995,3.464,-1.22294,0.226716,0,3.2052,-1.86,0.473068,4.03766,-1.29161,0.57477,0,2.52309,-1.86,0.389741,3.00348,-1.17455,0.459667,0,2.61573,-1.86,0.654223,3.15182,-1.11648,0.889778,0,3.16358,-1.86,0.126843,3.96112,-1.32633,0.0528171,0,3.09262,-1.86,0.413273,3.87613,-1.25723,0.492059,0,2.70172,-1.86,0.139826,3.29102,-1.07386,0.0584443,0,3.35364,-1.86,0.524786,4.29381,-1.21748,0.667179,0,2.65078,-1.86,0.525472,3.20819,-1.12923,0.683125,0,3.19417,-1.86,0.251075,4.03568,-1.25302,0.244389,0,2.40461,-1.86,0.196026,2.80186,-1.06704,0.151397,0,2.24513,-1.86,0.152668,2.55985,-1.13744,0.0818601,0,2.39911,-1.86,0.463122,2.81774,-1.25249,0.561711,0,2.87083,-1.86,0.607848,3.56997,-1.07903,0.826964,0,3.35137,-1.86,0.22158,4.31385,-1.1703,0.196045,0,2.86111,-1.86,0.399971,3.54095,-1.16772,0.479116,0,2.81827,-1.86,0.10658,3.47372,-1.14624,0.0112614,0,2.41629,-1.86,0.31301,2.81615,-1.02007,0.344696,0,2.32603,-1.86,0.590173,2.7081,-1.25305,0.759163,0,
0.0666681,2.64202,-3.45983,0.249046,3.16662,-3.70155,0.238039,2.28974,-1.86,0.461455,2.63255,-1.23211,0.563956,0,2.98155,-1.86,0.525653,3.68484,-1.28564,0.656854,0,2.95986,-1.86,0.699963,3.65691,-1.27771,0.923225,0,2.72963,-1.86,0.668975,3.2948,-1.41823,0.832848,0,2.54964,-1.86,0.778225,3.03599,-1.34845,1.01522,0,3.36238,-1.86,0.685925,4.22844,-1.35594,0.881461,0,2.53152,-1.86,0.502276,3.00683,-1.23474,0.630233,0,2.44742,-1.86,0.60949,2.87205,-1.22913,0.794385,0,2.9337,-1.86,0.123727,3.62654,-1.2413,0.0465837,0,2.81391,-1.86,0.755597,3.43597,-1.28999,0.997966,0,2.7313,-1.86,0.352307,3.29974,-1.40667,0.388799,0,3.30702,-1.86,0.106669,4.16853,-1.30721,0.0278619,0,3.03307,-1.86,0.189011,3.75962,-1.32032,0.150822,0,2.61044,-1.86,0.245904,3.13095,-1.21935,0.231667,0,2.51522,-1.86,0.153053,2.99006,-1.35601,0.0976454,0,3.18114,-1.86,0.600278,3.98929,-1.29049,0.765791,0,2.30813,-1.86,0.26491,2.65337,-1.17502,0.261304,0,2.81653,-1.86,0.241995,3.43916,-1.31421,0.226795,0,3.2052,-1.86,0.473068,3.99796,-1.36375,0.564704,0,2.52309,-1.86,0.389741,2.99647,-1.29455,0.449689,0,2.61573,-1.86,0.654223,3.13643,-1.22797,0.861344,0,3.16358,-1.86,0.126843,3.93151,-1.38456,0.0578828,0,3.09262,-1.86,0.413273,3.82624,-1.37503,0.482688,0,2.70172,-1.86,0.139826,3.27024,-1.19182,0.0670863,0,3.35364,-1.86,0.524786,4.23744,-1.30486,0.649939,0,2.65078,-1.86,0.525472,3.1914,-1.23577,0.665237,0,3.19417,-1.86,0.251075,3.99477,-1.33038,0.246747,0,2.40461,-1.86,0.196026,2.80252,-1.1638,0.152321,0,2.24513,-1.86,0.152668,2.56568,-1.2191,0.0873237,0,2.39911,-1.86,0.463122,2.81951,-1.36237,0.544995,0,2.87083,-1.86,0.607848,3.53739,-1.18505,0.802812,0,3.35137,-1.86,0.22158,4.28401,-1.21252,0.198229,0,2.86111,-1.86,0.399971,3.51311,-1.26094,0.471643,0,2.81827,-1.86,0.10658,3.45312,-1.22216,0.0202019,0,2.41629,-1.86,0.31301,2.81548,-1.12645,0.341937,0,2.32603,-1.86,0.590173,2.71245,-1.35002,0.73648,0,
0.100002,2.64202,-3.45983,0.249046,3.17711,-3.70157,0.237646,2.28974,-1.86,0.461455,2.63904,-1.3146,0.554339,0,2.98155,-1.86,0.525653,3.65517,-1.37245,0.64519,0,2.95986,-1.86,0.699963,3.62881,-1.36185,0.904131,0,2.72963,-1.86,0.668975,3.28047,-1.49601,0.816165,0,2.54964,-1.86,0.778225,3.03034,-1.4242,0.992813,0,3.36238,-1.86,0.685925,4.18804,-1.42106,0.868216,0,2.53152,-1.86,0.502276,3.00071,-1.35932,0.611364,0,2.44742,-1.86,0.60949,2.87496,-1.39234,0.760677,0,2.9337,-1.86,0.123727,3.60589,-1.30306,0.0552175,0,2.81391,-1.86,0.755597,3.41401,-1.38019,0.973372,0,2.7313,-1.86,0.352307,3.28662,-1.48118,0.38874,0,3.30702,-1.86,0.106669,4.129,-1.37533,0.0384303,0,3.03307,-1.86,0.189011,3.71855,-1.426,0.157771,0,2.61044,-1.86,0.245904,3.1206,-1.29637,0.233161,0,2.51522,-1.86,0.153053,2.98579,-1.43432,0.104348,0,3.18114,-1.86,0.600278,3.95354,-1.36274,0.754675,0,2.30813,-1.86,0.26491,2.66215,-1.29073,0.264014,0,2.81653,-1.86,0.241995,3.42002,-1.39147,0.231665,0,3.2052,-1.86,0.473068,3.94996,-1.46221,0.559306,0,2.52309,-1.86,0.389741,2.99173,-1.39449,0.443003,0,2.61573,-1.86,0.654223,3.12557,-1.32469,0.840864,0,3.16358,-1.86,0.126843,3.90346,-1.43871,0.0657236,0,3.09262,-1.86,0.413273,3.80014,-1.43657,0.476822,0,2.70172,-1.86,0.139826,3.24989,-1.33714,0.0864287,0,3.35364,-1.86,0.524786,4.18108,-1.39939,0.639108,0,2.65078,-1.86,0.525472,3.17837,-1.33086,0.650206,0,3.19417,-1.86,0.251075,3.95899,-1.40144,0.25105,0,2.40461,-1.86,0.196026,2.80306,-1.24893,0.157256,0,2.24513,-1.86,0.152668,2.57449,-1.30891,0.0942275,0,2.39911,-1.86,0.463122,2.82118,-1.44689,0.536742,0,2.87083,-1.86,0.607848,3.49828,-1.33549,0.773317,0,3.35137,-1.86,0.22158,4.2435,-1.27338,0.202325,0,2.86111,-1.86,0.399971,3.48423,-1.36965,0.465116,0,2.81827,-1.86,0.10658,3.4361,-1.28489,0.0286822,0,2.41629,-1.86,0.31301,2.81855,-1.2592,0.34212,0,2.32603,-1.86,0.590173,2.71614,-1.42191,0.724902,0,
0.133336,2.66871,-3.45862,0.248594,3.20422,-3.7017,0.236631,2.28974,-1.86,0.461455,2.65883,-1.37523,0.548604,0,2.98155,-1.86,0.525653,3.65122,-1.42921,0.639605,0,2.95986,-1.86,0.699963,3.62337,-1.42263,0.889057,0,2.72963,-1.86,0.668975,3.28225,-1.57249,0.799776,0,2.54964,-1.86,0.778225,3.03949,-1.49928,0.967636,0,3.36238,-1.86,0.685925,4.1698,-1.47481,0.856347,0,2.53152,-1.86,0.502276,3.0136,-1.41302,0.60561,0,2.44742,-1.86,0.60949,2.89423,-1.51059,0.738356,0,2.9337,-1.86,0.123727,3.58863,-1.40476,0.0635991,0,2.81391,-1.86,0.755597,3.41309,-1.44839,0.9548,0,2.7313,-1.86,0.352307,3.28606,-1.57088,0.384517,0,3.30702,-1.86,0.106669,4.11382,-1.42636,0.0450734,0,3.03307,-1.86,0.189011,3.70693,-1.49954,0.163311,0,2.61044,-1.86,0.245904,3.12823,-1.35888,0.235578,0,2.51522,-1.86,0.153053,2.99763,-1.48897,0.108874,0,3.18114,-1.86,0.600278,3.93986,-1.42166,0.744968,0,2.30813,-1.86,0.26491,2.68323,-1.36088,0.263859,0,2.81653,-1.86,0.241995,3.41423,-1.48571,0.237496,0,3.2052,-1.86,0.473068,3.93436,-1.52677,0.553711,0,2.52309,-1.86,0.389741,3.00373,-1.46335,0.439062,0,2.61573,-1.86,0.654223,3.1326,-1.39774,0.823803,0,3.16358,-1.86,0.126843,3.88122,-1.51608,0.073714,0,3.09262,-1.86,0.413273,3.7869,-1.50311,0.47358,0,2.70172,-1.86,0.139826,3.25131,-1.44695,0.0985963,0,3.35364,-1.86,0.524786,4.14676,-1.48758,0.63065,0,2.65078,-1.86,0.525472,3.18381,-1.40464,0.638832,0,3.19417,-1.86,0.251075,3.96397,-1.41932,0.247765,0,2.40461,-1.86,0.196026,2.81958,-1.32803,0.162236,0,2.24513,-1.86,0.152668,2.59541,-1.36516,0.0984198,0,2.39911,-1.86,0.463122,2.8366,-1.48949,0.532378,0,2.87083,-1.86,0.607848,3.49209,-1.42718,0.757845,0,3.35137,-1.86,0.22158,4.23561,-1.31191,0.209727,0,2.86111,-1.86,0.399971,3.48487,-1.42444,0.460299,0,2.81827,-1.86,0.10658,3.43309,-1.35537,0.0371409,0,2.41629,-1.86,0.31301,2.83697,-1.35319,0.340468,0,2.32603,-1.86,0.590173,2.73587,-1.50116,0.706046,0,
0.16667,2.69572,-3.45738,0.248102,3.21929,-3.70176,0.236066,2.28974,-1.86,0.461455,2.66778,-1.43543,0.544816,0,2.98155,-1.86,0.525653,3.64076,-1.46966,0.636295,0,2.95986,-1.86,0.699963,3.60021,-1.51029,0.870606,0,2.72963,-1.86,0.668975,3.27524,-1.6391,0.786076,0,2.54964,-1.86,0.778225,3.04045,-1.57338,0.95158,0,3.36238,-1.86,0.685925,4.1283,-1.55476,0.842177,0,2.53152,-1.86,0.502276,3.01337,-1.52927,0.592497,0,2.44742,-1.86,0.60949,2.89951,-1.56427,0.728897,0,2.9337,-1.86,0.123727,3.57589,-1.46574,0.0752624,0,2.81391,-1.86,0.755597,3.39892,-1.53477,0.934603,0,2.7313,-1.86,0.352307,3.28179,-1.61945,0.383546,0,3.30702,-1.86,0.106669,4.07716,-1.50051,0.0595107,0,3.03307,-1.86,0.189011,3.68722,-1.56674,0.171777,0,2.61044,-1.86,0.245904,3.12547,-1.43423,0.242756,0,2.51522,-1.86,0.153053,3.00006,-1.58512,0.123138,0,3.18114,-1.86,0.600278,3.91712,-1.48055,0.738904,0,2.30813,-1.86,0.26491,2.69495,-1.44299,0.268839,0,2.81653,-1.86,0.241995,3.41055,-1.52244,0.241597,0,3.2052,-1.86,0.473068,3.90972,-1.59363,0.553763,0,2.52309,-1.86,0.389741,3.00513,-1.52468,0.438386,0,2.61573,-1.86,0.654223,3.1292,-1.47281,0.80974,0,3.16358,-1.86,0.126843,3.86127,-1.57292,0.0863661,0,3.09262,-1.86,0.413273,3.7631,-1.57277,0.471179,0,2.70172,-1.86,0.139826,3.24252,-1.54345,0.107098,0,3.35364,-1.86,0.524786,4.10109,-1.57587,0.61915,0,2.65078,-1.86,0.525472,3.17891,-1.48758,0.631342,0,3.19417,-1.86,0.251075,3.93928,-1.47398,0.254983,0,2.40461,-1.86,0.196026,2.82595,-1.41384,0.165344,0,2.24513,-1.86,0.152668,2.60542,-1.41995,0.107257,0,2.39911,-1.86,0.463122,2.84424,-1.57156,0.530435,0,2.87083,-1.86,0.607848,3.47031,-1.5399,0.739359,0,3.35137,-1.86,0.22158,4.20921,-1.36085,0.216394,0,2.86111,-1.86,0.399971,3.46701,-1.51252,0.458245,0,2.81827,-1.86,0.10658,3.42431,-1.40856,0.0459198,0,2.41629,-1.86,0.31301,2.84521,-1.45262,0.341078,0,2.32603,-1.86,0.590173,2.74863,-1.59694,0.69211,0,
0.200004,2.69572,-3.45738,0.248102,3.23148,-3.70191,0.235607,2.28974,-1.86,0.461455,2.67377,-1.47891,0.545464,0,2.98155,-1.86,0.525653,3.6328,-1.49532,0.636652,0,2.95986,-1.86,0.699963,3.59048,-1.54891,0.864296,0,2.72963,-1.86,0.668975,3.2721,-1.6682,0.783593,0,2.54964,-1.86,0.778225,3.03973,-1.62065,0.941383,0,3.36238,-1.86,0.685925,4.11226,-1.5857,0.836763,0,2.53152,-1.86,0.502276,3.015,-1.58164,0.59027,0,2.44742,-1.86,0.60949,2.90144,-1.59979,0.727473,0,2.9337,-1.86,0.123727,3.56061,-1.52092,0.0842548,0,2.81391,-1.86,0.755597,3.39274,-1.5725,0.92724,0,2.7313,-1.86,0.352307,3.27478,-1.66669,0.385198,0,3.30702,-1.86,0.106669,4.05868,-1.5364,0.0656445,0,3.03307,-1.86,0.189011,3.67806,-1.59363,0.175131,0,2.61044,-1.86,0.245904,3.12181,-1.49365,0.247583,0,2.51522,-1.86,0.153053,3.00241,-1.66447,0.13497,0,3.18114,-1.86,0.600278,3.89531,-1.52814,0.731145,0,2.30813,-1.86,0.26491,2.70124,-1.48651,0.273933,0,2.81653,-1.86,0.241995,3.40295,-1.55641,0.246324,0,3.2052,-1.86,0.473068,3.89539,-1.62685,0.553058,0,2.52309,-1.86,0.389741,3.0051,-1.56321,0.440349,0,2.61573,-1.86,0.654223,3.12691,-1.5377,0.802284,0,3.16358,-1.86,0.126843,3.84548,-1.60773,0.0912521,0,3.09262,-1.86,0.413273,3.75495,-1.59525,0.471104,0,2.70172,-1.86,0.139826,3.23548,-1.62323,0.11964,0,3.35364,-1.86,0.524786,4.08984,-1.59915,0.617272,0,2.65078,-1.86,0.525472,3.17831,-1.51066,0.6319,0,3.19417,-1.86,0.251075,3.9241,-1.50669,0.258051,0,2.40461,-1.86,0.196026,2.83219,-1.47255,0.177246,0,2.24513,-1.86,0.152668,2.61259,-1.46364,0.116342,0,2.39911,-1.86,0.463122,2.84869,-1.62018,0.529673,0,2.87083,-1.86,0.607848,3.46211,-1.58479,0.733667,0,3.35137,-1.86,0.22158,4.19049,-1.39211,0.219362,0,2.86111,-1.86,0.399971,3.45688,-1.5623,0.458017,0,2.81827,-1.86,0.10658,3.41615,-1.44736,0.0541646,0,2.41629,-1.86,0.31301,2.85085,-1.52225,0.344329,0,2.32603,-1.86,0.590173,2.75485,-1.63782,0.689427,0,
0.233338,2.7224,-3.45629,0.247632,3.24666,-3.70203,0.235038,2.28974,-1.86,0.461455,2.67565,-1.47895,0.539771,0,2.98155,-1.86,0.525653,3.62877,-1.51551,0.620292,0,2.95986,-1.86,0.699963,3.59043,-1.55622,0.851169,0,2.72963,-1.86,0.668975,3.27536,-1.66687,0.77273,0,2.54964,-1.86,0.778225,3.04494,-1.59938,0.942215,0,3.36238,-1.86,0.685925,4.107,-1.59885,0.820225,0,2.53152,-1.86,0.502276,3.01644,-1.59023,0.58193,0,2.44742,-1.86,0.60949,2.90316,-1.58813,0.726239,0,2.9337,-1.86,0.123727,3.54852,-1.57114,0.0802446,0,2.81391,-1.86,0.755597,3.39589,-1.56702,0.921137,0,2.7313,-1.86,0.352307,3.27607,-1.68196,0.373292,0,3.30702,-1.86,0.106669,4.05452,-1.54839,0.0590177,0,3.03307,-1.86,0.189011,3.6513,-1.69105,0.161878,0,2.61044,-1.86,0.245904,3.12309,-1.50228,0.242738,0,2.51522,-1.86,0.153053,3.00403,-1.67936,0.131347,0,3.18114,-1.86,0.600278,3.88778,-1.55515,0.710406,0,2.30813,-1.86,0.26491,2.70346,-1.49604,0.270596,0,2.81653,-1.86,0.241995,3.39924,-1.58171,0.237087,0,3.2052,-1.86,0.473068,3.88919,-1.64722,0.535754,0,2.52309,-1.86,0.389741,3.00631,-1.56914,0.439241,0,2.61573,-1.86,0.654223,3.13075,-1.52566,0.80053,0,3.16358,-1.86,0.126843,3.82971,-1.6534,0.0819469,0,3.09262,-1.86,0.413273,3.75819,-1.5959,0.460984,0,2.70172,-1.86,0.139826,3.23246,-1.67222,0.112267,0,3.35364,-1.86,0.524786,4.08895,-1.60312,0.609151,0,2.65078,-1.86,0.525472,3.18305,-1.49378,0.627561,0,3.19417,-1.86,0.251075,3.92055,-1.51852,0.250265,0,2.40461,-1.86,0.196026,2.8344,-1.49429,0.175068,0,2.24513,-1.86,0.152668,2.6159,-1.48138,0.114161,0,2.39911,-1.86,0.463122,2.85462,-1.65489,0.510535,0,2.87083,-1.86,0.607848,3.45575,-1.62689,0.708737,0,3.35137,-1.86,0.22158,4.16007,-1.46246,0.199673,0,2.86111,-1.86,0.399971,3.46142,-1.55495,0.452326,0,2.81827,-1.86,0.10658,3.40819,-1.49565,0.0478945,0,2.41629,-1.86,0.31301,2.85423,-1.50707,0.341698,0,2.32603,-1.86,0.590173,2.75657,-1.63591,0.689019,0,
0.266672,2.7224,-3.45629,0.247632,3.2589,-3.70224,0.234576,2.28974,-1.86,0.461455,2.6802,-1.51998,0.524096,0,2.98155,-1.86,0.525653,3.61097,-1.57097,0.603103,0,2.95986,-1.86,0.699963,3.57651,-1.59719,0.831958,0,2.72963,-1.86,0.668975,3.26839,-1.70229,0.756336,0,2.54964,-1.86,0.778225,3.04078,-1.63345,0.921197,0,3.36238,-1.86,0.685925,4.08255,-1.63576,0.805856,0,2.53152,-1.86,0.502276,3.016,-1.6099,0.570298,0,2.44742,-1.86,0.60949,2.90194,-1.62155,0.709629,0,2.9337,-1.86,0.123727,3.53826,-1.60829,0.0786014,0,2.81391,-1.86,0.755597,3.38529,-1.61062,0.897549,0,2.7313,-1.86,0.352307,3.27054,-1.71875,0.363797,0,3.30702,-1.86,0.106669,4.04438,-1.56213,0.0587574,0,3.03307,-1.86,0.189011,3.64407,-1.71338,0.161949,0,2.61044,-1.86,0.245904,3.12157,-1.51373,0.235465,0,2.51522,-1.86,0.153053,3.00514,-1.7468,0.123334,0,3.18114,-1.86,0.600278,3.86761,-1.59823,0.694292,0,2.30813,-1.86,0.26491,2.70814,-1.54713,0.26104,0,2.81653,-1.86,0.241995,3.38386,-1.66797,0.227874,0,3.2052,-1.86,0.473068,3.86992,-1.68403,0.526547,0,2.52309,-1.86,0.389741,3.00501,-1.60415,0.425471,0,2.61573,-1.86,0.654223,3.1237,-1.588,0.774703,0,3.16358,-1.86,0.126843,3.81081,-1.70022,0.0791459,0,3.09262,-1.86,0.413273,3.74597,-1.6192,0.454217,0,2.70172,-1.86,0.139826,3.22847,-1.70666,0.109489,0,3.35364,-1.86,0.524786,4.06812,-1.63355,0.600337,0,2.65078,-1.86,0.525472,3.17603,-1.53904,0.610406,0,3.19417,-1.86,0.251075,3.91535,-1.52406,0.250357,0,2.40461,-1.86,0.196026,2.8381,-1.54601,0.165087,0,2.24513,-1.86,0.152668,2.6213,-1.51352,0.105085,0,2.39911,-1.86,0.463122,2.8581,-1.69437,0.497925,0,2.87083,-1.86,0.607848,3.44698,-1.65782,0.699669,0,3.35137,-1.86,0.22158,4.14985,-1.47736,0.20086,0,2.86111,-1.86,0.399971,3.45046,-1.59044,0.442138,0,2.81827,-1.86,0.10658,3.4021,-1.52915,0.0446181,0,2.41629,-1.86,0.31301,2.85261,-1.48449,0.339506,0,2.32603,-1.86,0.590173,2.75631,-1.64314,0.678316,0,
0.300007,2.74879,-3.45512,0.247181,3.27412,-3.70245,0.234003,2.28974,-1.86,0.461455,2.68497,-1.52679,0.518372,0,2.98155,-1.86,0.525653,3.61246,-1.58451,0.593871,0,2.95986,-1.86,0.699963,3.57211,-1.62581,0.816268,0,2.72963,-1.86,0.668975,3.27322,-1.69914,0.751885,0,2.54964,-1.86,0.778225,3.04385,-1.6441,0.912065,0,3.36238,-1.86,0.685925,4.07963,-1.65609,0.788563,0,2.53152,-1.86,0.502276,3.01948,-1.60844,0.56534,0,2.44742,-1.86,0.60949,2.90818,-1.63515,0.698057,0,2.9337,-1.86,0.123727,3.53658,-1.62595,0.0746629,0,2.81391,-1.86,0.755597,3.38751,-1.62085,0.888133,0,2.7313,-1.86,0.352307,3.27239,-1.72133,0.360899,0,3.30702,-1.86,0.106669,4.04313,-1.57122,0.0525105,0,3.03307,-1.86,0.189011,3.64337,-1.72432,0.156625,0,2.61044,-1.86,0.245904,3.1222,-1.51729,0.232738,0,2.51522,-1.86,0.153053,3.00835,-1.74565,0.121479,0,3.18114,-1.86,0.600278,3.86174,-1.62288,0.680898,0,2.30813,-1.86,0.26491,2.71196,-1.55049,0.257794,0,2.81653,-1.86,0.241995,3.385,-1.68455,0.224211,0,3.2052,-1.86,0.473068,3.86781,-1.70342,0.514241,0,2.52309,-1.86,0.389741,3.00834,-1.61424,0.419198,0,2.61573,-1.86,0.654223,3.12658,-1.61066,0.762782,0,3.16358,-1.86,0.126843,3.80465,-1.72746,0.0740954,0,3.09262,-1.86,0.413273,3.73287,-1.66763,0.438722,0,2.70172,-1.86,0.139826,3.23049,-1.71447,0.105344,0,3.35364,-1.86,0.524786,4.06463,-1.64942,0.588466,0,2.65078,-1.86,0.525472,3.17542,-1.57808,0.598106,0,3.19417,-1.86,0.251075,3.91041,-1.53978,0.242434,0,2.40461,-1.86,0.196026,2.84142,-1.57424,0.164713,0,2.24513,-1.86,0.152668,2.62413,-1.51299,0.101802,0,2.39911,-1.86,0.463122,2.86194,-1.68295,0.496028,0,2.87083,-1.86,0.607848,3.45038,-1.67047,0.686873,0,3.35137,-1.86,0.22158,4.14816,-1.48893,0.192924,0,2.86111,-1.86,0.399971,3.44905,-1.61323,0.43307,0,2.81827,-1.86,0.10658,3.4004,-1.55409,0.0406257,0,2.41629,-1.86,0.31301,2.8537,-1.4797,0.332499,0,2.32603,-1.86,0.590173,2.75968,-1.64173,0.67251,0,
