time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,p18wx,p18wy,p18wz,p18wHatx,p18wHaty,p18wHatz,converged18,p19wx,p19wy,p19wz,p19wHatx,p19wHaty,p19wHatz,converged19,
0,1.97136,3.35213,0.265411,2.07145,3.27242,0.373782,2.40594,1.86,0.523227,3.06721,-0.146451,0.964509,0,1.86803,1.86,0.401913,1.82761,-0.248971,0.695924,0,2.373,1.86,0.114644,3.00725,-0.204074,0.0225109,0,1.68141,1.86,0.135195,1.39056,-0.231611,0.0679911,0,2.22958,1.86,0.623497,2.67547,-0.217832,1.21138,0,2.39944,1.86,0.246793,3.05229,-0.146422,0.331124,0,1.82312,1.86,0.679749,1.72642,-0.200593,1.33818,0,2.23252,1.86,0.269133,2.69114,-0.268163,0.382615,0,2.08348,1.86,0.538653,2.34763,-0.402932,1.04682,0,1.94844,1.86,0.315343,2.0174,-0.247157,0.491559,0,1.88775,1.86,0.591682,1.87832,-0.174493,1.12749,0,2.27459,1.86,0.163304,2.77551,-0.1921,0.136704,0,2.07629,1.86,0.140228,2.32394,-0.318003,0.0725617,0,1.78414,1.86,0.537341,1.63631,-0.195724,1.00583,0,1.48724,1.86,0.124159,0.934064,-0.233229,0.04192,0,1.39316,1.86,0.560035,0.743776,-0.153843,1.05031,0,1.72289,1.86,0.25211,1.47904,-0.285247,0.342068,0,2.20664,1.86,0.0530515,2.62119,-0.213874,-0.122387,0,1.37627,1.86,0.111119,0.698724,-0.169554,0.0178686,0,1.58829,1.86,0.0822092,1.16576,-0.2554,-0.0593594,0,
0.033334,1.97136,3.35213,0.265411,2.0596,3.2718,0.374106,2.40594,1.86,0.523227,3.02914,0.0701566,0.92906,0,1.86803,1.86,0.401913,1.86938,-0.00145102,0.677316,0,2.373,1.86,0.114644,2.97864,-0.0108461,0.0436507,0,1.68141,1.86,0.135195,1.45812,-0.0116763,0.0911634,0,2.22958,1.86,0.623497,2.65902,0.0334663,1.15304,0,2.39944,1.86,0.246793,3.02347,0.0259404,0.33219,0,1.82312,1.86,0.679749,1.789,0.117151,1.25396,0,2.23252,1.86,0.269133,2.67682,-0.0536959,0.379838,0,2.08348,1.86,0.538653,2.35622,-0.128239,0.999605,0,1.94844,1.86,0.315343,2.04486,0.00113416,0.488436,0,1.88775,1.86,0.591682,1.91843,0.0966303,1.07328,0,2.27459,1.86,0.163304,2.75313,0.03578,0.155094,0,2.07629,1.86,0.140228,2.33273,-0.0801849,0.0941468,0,1.78414,1.86,0.537341,1.69467,0.0654397,0.961554,0,1.48724,1.86,0.124159,1.01343,-0.062016,0.0650998,0,1.39316,1.86,0.560035,0.840746,0.0295105,1.02346,0,1.72289,1.86,0.25211,1.54194,-0.0581653,0.348133,0,2.20664,1.86,0.0530515,2.61169,-0.0149798,-0.0936519,0,1.37627,1.86,0.111119,0.784577,-0.015229,0.0436884,0,1.58829,1.86,0.0822092,1.2423,-0.0559125,-0.0284449,0,
0.0666681,1.94301,3.35118,0.265642,2.03178,3.27048,0.374871,2.40594,1.86,0.523227,2.97491,0.254348,0.89241,0,1.86803,1.86,0.401913,1.8852,0.220216,0.653444,0,2.373,1.86,0.114644,2.92149,0.213842,0.0672033,0,1.68141,1.86,0.135195,1.50549,0.219189,0.109805,0,2.22958,1.86,0.623497,2.62181,0.250557,1.09754,0,2.39944,1.86,0.246793,2.96806,0.228033,0.334673,0,1.82312,1.86,0.679749,1.80345,0.29946,1.20058,0,2.23252,1.86,0.269133,2.63872,0.176375,0.377072,0,2.08348,1.86,0.538653,2.33927,0.119522,0.951685,0,1.94844,1.86,0.315343,2.0489,0.226406,0.479389,0,1.88775,1.86,0.591682,1.93051,0.314979,1.02201,0,2.27459,1.86,0.163304,2.71259,0.229209,0.160244,0,2.07629,1.86,0.140228,2.31762,0.161333,0.111919,0,1.78414,1.86,0.537341,1.73433,0.35295,0.911755,0,1.48724,1.86,0.124159,1.07928,0.1314,0.0768327,0,1.39316,1.86,0.560035,0.916375,0.214826,0.98408,0,1.72289,1.86,0.25211,1.58728,0.193675,0.347724,0,2.20664,1.86,0.0530515,2.5851,0.127267,-0.079995,0,1.37627,1.86,0.111119,0.857,0.157485,0.0575593,0,1.58829,1.86,0.0822092,1.30875,0.184988,-0.00285777,0,
0.100002,1.94301,3.35118,0.265642,2.01632,3.26974,0.375296,2.40594,1.86,0.523227,2.94447,0.38709,0.868859,0,1.86803,1.86,0.401913,1.9103,0.429662,0.633967,0,2.373,1.86,0.114644,2.88588,0.380673,0.0825245,0,1.68141,1.86,0.135195,1.55554,0.422397,0.12698,0,2.22958,1.86,0.623497,2.60136,0.422741,1.05935,0,2.39944,1.86,0.246793,2.92487,0.419077,0.338908,0,1.82312,1.86,0.679749,1.83124,0.476742,1.1522,0,2.23252,1.86,0.269133,2.61336,0.383873,0.377299,0,2.08348,1.86,0.538653,2.33359,0.338891,0.911233,0,1.94844,1.86,0.315343,2.06682,0.515565,0.470433,0,1.88775,1.86,0.591682,1.94941,0.492691,0.982878,0,2.27459,1.86,0.163304,2.68511,0.420711,0.176461,0,2.07629,1.86,0.140228,2.31286,0.382467,0.130133,0,1.78414,1.86,0.537341,1.76857,0.558929,0.874561,0,1.48724,1.86,0.124159,1.16085,0.33971,0.0970601,0,1.39316,1.86,0.560035,0.999337,0.395834,0.949692,0,1.72289,1.86,0.25211,1.63096,0.396802,0.350906,0,2.20664,1.86,0.0530515,2.57038,0.292325,-0.0608073,0,1.37627,1.86,0.111119,0.932186,0.315342,0.0752381,0,1.58829,1.86,0.0822092,1.36696,0.37228,0.0206277,0,
0.133336,1.91488,3.35028,0.265863,2.00409,3.26918,0.375633,2.40594,1.86,0.523227,2.91324,0.534158,0.838264,0,1.86803,1.86,0.401913,1.93008,0.593567,0.612665,0,2.373,1.86,0.114644,2.85647,0.528559,0.0920082,0,1.68141,1.86,0.135195,1.59699,0.592786,0.132746,0,2.22958,1.86,0.623497,2.58692,0.555279,1.02049,0,2.39944,1.86,0.246793,2.88173,0.610771,0.335315,0,1.82312,1.86,0.679749,1.852,0.605105,1.10975,0,2.23252,1.86,0.269133,2.59079,0.568455,0.369663,0,2.08348,1.86,0.538653,2.32931,0.504814,0.872719,0,1.94844,1.86,0.315343,2.07618,0.703589,0.45499,0,1.88775,1.86,0.591682,1.96377,0.619272,0.947472,0,2.27459,1.86,0.163304,2.66155,0.583344,0.180504,0,2.07629,1.86,0.140228,2.30889,0.570659,0.13975,0,1.78414,1.86,0.537341,1.78637,0.670494,0.841007,0,1.48724,1.86,0.124159,1.21452,0.47887,0.10446,0,1.39316,1.86,0.560035,1.06291,0.533708,0.91232,0,1.72289,1.86,0.25211,1.67564,0.603288,0.344453,0,2.20664,1.86,0.0530515,2.55475,0.463135,-0.0424957,0,1.37627,1.86,0.111119,1.00491,0.469642,0.0814002,0,1.58829,1.86,0.0822092,1.43903,0.607442,0.0390829,0,
0.16667,1.90432,3.35009,0.265526,1.9944,3.26876,0.375901,2.40594,1.86,0.523227,2.89596,0.632467,0.823268,0,1.86803,1.86,0.401913,1.9488,0.713429,0.602594,0,2.373,1.86,0.114644,2.83849,0.638772,0.103853,0,1.68141,1.86,0.135195,1.63216,0.717894,0.143591,0,2.22958,1.86,0.623497,2.58253,0.639575,1.00371,0,2.39944,1.86,0.246793,2.85572,0.74012,0.338663,0,1.82312,1.86,0.679749,1.87063,0.694748,1.08157,0,2.23252,1.86,0.269133,2.57966,0.692526,0.370443,0,2.08348,1.86,0.538653,2.33114,0.624825,0.851784,0,1.94844,1.86,0.315343,2.08696,0.818045,0.451536,0,1.88775,1.86,0.591682,1.97416,0.680546,0.92896,0,2.27459,1.86,0.163304,2.649,0.69967,0.19128,0,2.07629,1.86,0.140228,2.31007,0.698764,0.151389,0,1.78414,1.86,0.537341,1.80643,0.748012,0.829602,0,1.48724,1.86,0.124159,1.2619,0.586938,0.116062,0,1.39316,1.86,0.560035,1.11064,0.62765,0.890783,0,1.72289,1.86,0.25211,1.70469,0.722541,0.345442,0,2.20664,1.86,0.0530515,2.54827,0.576569,-0.0232166,0,1.37627,1.86,0.111119,1.06463,0.588281,0.0904506,0,1.58829,1.86,0.0822092,1.48482,0.748806,0.0546291,0,
0.200004,1.88551,3.34961,0.265426,1.97636,3.26796,0.376398,2.40594,1.86,0.523227,2.87084,0.72373,0.809496,0,1.86803,1.86,0.401913,1.95606,0.819518,0.593058,0,2.373,1.86,0.114644,2.81458,0.729506,0.115871,0,1.68141,1.86,0.135195,1.65625,0.83915,0.154413,0,2.22958,1.86,0.623497,2.56788,0.732207,0.985283,0,2.39944,1.86,0.246793,2.83472,0.806792,0.339522,0,1.82312,1.86,0.679749,1.88318,0.804555,1.05566,0,2.23252,1.86,0.269133,2.56084,0.801675,0.372128,0,2.08348,1.86,0.538653,2.32277,0.748805,0.829325,0,1.94844,1.86,0.315343,2.08815,0.923486,0.448674,0,1.88775,1.86,0.591682,1.9805,0.761487,0.911565,0,2.27459,1.86,0.163304,2.62603,0.817592,0.19787,0,2.07629,1.86,0.140228,2.30213,0.8085,0.160803,0,1.78414,1.86,0.537341,1.81834,0.835969,0.813671,0,1.48724,1.86,0.124159,1.30757,0.71958,0.125967,0,1.39316,1.86,0.560035,1.15831,0.742157,0.86589,0,1.72289,1.86,0.25211,1.72412,0.837368,0.347305,0,2.20664,1.86,0.0530515,2.53301,0.680575,-0.00800374,0,1.37627,1.86,0.111119,1.10813,0.692291,0.101278,0,1.58829,1.86,0.0822092,1.51105,0.852954,0.0677294,0,
0.233338,1.85816,3.34887,0.265569,1.96088,3.26727,0.376825,2.40594,1.86,0.523227,2.84804,0.812502,0.790667,0,1.86803,1.86,0.401913,1.96371,0.911432,0.582233,0,2.373,1.86,0.114644,2.79353,0.818785,0.12117,0,1.68141,1.86,0.135195,1.67355,0.924753,0.16036,0,2.22958,1.86,0.623497,2.5551,0.823044,0.961036,0,2.39944,1.86,0.246793,2.81431,0.889173,0.33714,0,1.82312,1.86,0.679749,1.8952,0.904782,1.02519,0,2.23252,1.86,0.269133,2.54546,0.900298,0.370359,0,2.08348,1.86,0.538653,2.31637,0.853552,0.808609,0,1.94844,1.86,0.315343,2.08771,0.975168,0.442144,0,1.88775,1.86,0.591682,1.98742,0.841725,0.892522,0,2.27459,1.86,0.163304,2.60604,0.925827,0.203928,0,2.07629,1.86,0.140228,2.29651,0.910227,0.167759,0,1.78414,1.86,0.537341,1.83089,0.920705,0.795669,0,1.48724,1.86,0.124159,1.34007,0.814719,0.133934,0,1.39316,1.86,0.560035,1.19685,0.834599,0.846959,0,1.72289,1.86,0.25211,1.7389,0.921685,0.346462,0,2.20664,1.86,0.0530515,2.51722,0.804865,0.0103302,0,1.37627,1.86,0.111119,1.15142,0.792153,0.109862,0,1.58829,1.86,0.0822092,1.53446,0.939567,0.0760643,0,
0.266672,1.8469,3.34872,0.265251,1.94957,3.26677,0.377137,2.40594,1.86,0.523227,2.83171,0.887976,0.774298,0,1.86803,1.86,0.401913,1.97459,0.999584,0.571849,0,2.373,1.86,0.114644,2.77871,0.894602,0.125246,0,1.68141,1.86,0.135195,1.69473,1.00845,0.165313,0,2.22958,1.86,0.623497,2.54295,0.924855,0.930526,0,2.39944,1.86,0.246793,2.8007,0.953977,0.334165,0,1.82312,1.86,0.679749,1.90413,0.956953,1.01033,0,2.23252,1.86,0.269133,2.53774,0.967405,0.366515,0,2.08348,1.86,0.538653,2.31439,0.938285,0.789912,0,1.94844,1.86,0.315343,2.09515,1.06151,0.437586,0,1.88775,1.86,0.591682,1.99842,0.932967,0.869582,0,2.27459,1.86,0.163304,2.59437,1.0033,0.205212,0,2.07629,1.86,0.140228,2.29416,1.00452,0.171658,0,1.78414,1.86,0.537341,1.84843,1.0158,0.777915,0,1.48724,1.86,0.124159,1.37854,0.914429,0.141937,0,1.39316,1.86,0.560035,1.23095,0.907822,0.830088,0,1.72289,1.86,0.25211,1.75795,1.00833,0.343227,0,2.20664,1.86,0.0530515,2.50789,0.893809,0.0197193,0,1.37627,1.86,0.111119,1.19638,0.888651,0.11865,0,1.58829,1.86,0.0822092,1.56842,1.0488,0.0920777,0,
0.300007,1.81909,3.34799,0.265442,1.93892,3.26628,0.37743,2.40594,1.86,0.523227,2.81702,0.957869,0.760736,0,1.86803,1.86,0.401913,1.98738,1.12541,0.558827,0,2.373,1.86,0.114644,2.76521,0.965365,0.130711,0,1.68141,1.86,0.135195,1.71686,1.10017,0.171979,0,2.22958,1.86,0.623497,2.53298,1.01006,0.90998,0,2.39944,1.86,0.246793,2.77971,1.0506,0.335372,0,1.82312,1.86,0.679749,1.91519,1.01444,0.99203,0,2.23252,1.86,0.269133,2.53042,1.03861,0.364923,0,2.08348,1.86,0.538653,2.31314,1.01023,0.774537,0,1.94844,1.86,0.315343,2.10051,1.1545,0.433157,0,1.88775,1.86,0.591682,2.00518,0.990938,0.853517,0,2.27459,1.86,0.163304,2.58588,1.06853,0.209054,0,2.07629,1.86,0.140228,2.29203,1.09293,0.17854,0,1.78414,1.86,0.537341,1.86374,1.10968,0.755892,0,1.48724,1.86,0.124159,1.4017,0.976991,0.143135,0,1.39316,1.86,0.560035,1.26384,0.978917,0.812209,0,1.72289,1.86,0.25211,1.77499,1.08662,0.342544,0,2.20664,1.86,0.0530515,2.49836,0.98781,0.0317781,0,1.37627,1.86,0.111119,1.23659,0.977762,0.124672,0,1.58829,1.86,0.0822092,1.60196,1.16712,0.104445,0,
