time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,p18wx,p18wy,p18wz,p18wHatx,p18wHaty,p18wHatz,converged18,p19wx,p19wy,p19wz,p19wHatx,p19wHaty,p19wHatz,converged19,
0,-4.32159,-3.4542,0.293778,-3.86063,-3.72627,0.310518,-4.19619,-1.86,0.349095,-3.58184,-0.182239,0.433494,0,-4.20472,-1.86,0.805266,-3.60146,-0.191041,1.44477,0,-4.3153,-1.86,0.736985,-3.84638,-0.120372,1.313,0,-4.19146,-1.86,0.568476,-3.56464,-0.10039,0.935297,0,-4.73076,-1.86,0.169643,-4.76087,-0.21874,0.0374006,0,-4.56217,-1.86,0.678707,-4.41005,-0.0854723,1.18961,0,-3.74655,-1.86,0.759192,-2.60356,-0.241244,1.32794,0,-3.62015,-1.86,0.146232,-2.37161,-0.342116,-0.00269008,0,-4.05418,-1.86,0.202119,-3.25041,-0.0884683,0.101362,0,-3.92205,-1.86,0.162446,-2.96601,-0.156654,0.0164502,0,-4.03663,-1.86,0.820943,-3.24074,-0.258352,1.45728,0,-4.33494,-1.86,0.620758,-3.8914,-0.0503261,1.06448,0,-4.59341,-1.86,0.309788,-4.4853,-0.0625458,0.347312,0,-4.44236,-1.86,0.356872,-4.14064,-0.0298023,0.456816,0,-3.62371,-1.86,0.337044,-2.34865,-0.272389,0.404256,0,-4.32702,-1.86,0.310373,-3.87341,0.0315812,0.349638,0,-4.60107,-1.86,0.189964,-4.48452,-0.167458,0.0787711,0,-4.78423,-1.86,0.633362,-4.88612,-0.19251,1.06325,0,-4.7079,-1.86,0.33651,-4.75792,-0.0233598,0.409774,0,-4.42968,-1.86,0.687383,-4.10909,-0.0616009,1.21532,0,
0.0333341,-4.32159,-3.4542,0.293778,-3.84862,-3.72606,0.31022,-4.19619,-1.86,0.349095,-3.61203,-0.341452,0.427198,0,-4.20472,-1.86,0.805266,-3.64292,-0.41451,1.36698,0,-4.3153,-1.86,0.736985,-3.86749,-0.283259,1.26955,0,-4.19146,-1.86,0.568476,-3.59498,-0.249957,0.911249,0,-4.73076,-1.86,0.169643,-4.73671,-0.386206,0.0484461,0,-4.56217,-1.86,0.678707,-4.40338,-0.301877,1.13341,0,-3.74655,-1.86,0.759192,-2.66449,-0.353729,1.29673,0,-3.62015,-1.86,0.146232,-2.457,-0.48579,0.00930211,0,-4.05418,-1.86,0.202119,-3.30199,-0.267475,0.11221,0,-3.92205,-1.86,0.162446,-3.02521,-0.307294,0.0294317,0,-4.03663,-1.86,0.820943,-3.30006,-0.453225,1.38962,0,-4.33494,-1.86,0.620758,-3.91398,-0.250625,1.02497,0,-4.59341,-1.86,0.309788,-4.47384,-0.268571,0.344921,0,-4.44236,-1.86,0.356872,-4.14733,-0.188896,0.445064,0,-3.62371,-1.86,0.337044,-2.41898,-0.386885,0.400458,0,-4.32702,-1.86,0.310373,-3.89383,-0.145376,0.349615,0,-4.60107,-1.86,0.189964,-4.47587,-0.345618,0.0934788,0,-4.78423,-1.86,0.633362,-4.86264,-0.344185,1.02788,0,-4.7079,-1.86,0.33651,-4.73189,-0.23956,0.404854,0,-4.42968,-1.86,0.687383,-4.12002,-0.204516,1.17337,0,
0.0666681,-4.29505,-3.45384,0.293754,-3.82114,-3.72565,0.309533,-4.19619,-1.86,0.349095,-3.62789,-0.519531,0.425548,0,-4.20472,-1.86,0.805266,-3.66729,-0.679927,1.2914,0,-4.3153,-1.86,0.736985,-3.87243,-0.482632,1.21654,0,-4.19146,-1.86,0.568476,-3.61575,-0.451613,0.881299,0,-4.73076,-1.86,0.169643,-4.69928,-0.531945,0.062185,0,-4.56217,-1.86,0.678707,-4.37493,-0.509562,1.08735,0,-3.74655,-1.86,0.759192,-2.72481,-0.508724,1.2562,0,-3.62015,-1.86,0.146232,-2.53112,-0.645089,0.0311368,0,-4.05418,-1.86,0.202119,-3.34016,-0.472523,0.128757,0,-3.92205,-1.86,0.162446,-3.0649,-0.459649,0.04547,0,-4.03663,-1.86,0.820943,-3.32537,-0.603126,1.34647,0,-4.33494,-1.86,0.620758,-3.91702,-0.488085,0.978247,0,-4.59341,-1.86,0.309788,-4.44593,-0.431052,0.344064,0,-4.44236,-1.86,0.356872,-4.13636,-0.395059,0.439776,0,-3.62371,-1.86,0.337044,-2.48611,-0.53045,0.401305,0,-4.32702,-1.86,0.310373,-3.89681,-0.346983,0.348754,0,-4.60107,-1.86,0.189964,-4.44744,-0.513025,0.104229,0,-4.78423,-1.86,0.633362,-4.81467,-0.523985,0.9947,0,-4.7079,-1.86,0.33651,-4.68163,-0.466449,0.400056,0,-4.42968,-1.86,0.687383,-4.11194,-0.436997,1.11633,0,
0.100002,-4.29505,-3.45384,0.293754,-3.80585,-3.72543,0.309152,-4.19619,-1.86,0.349095,-3.65833,-0.735386,0.416907,0,-4.20472,-1.86,0.805266,-3.67948,-0.789209,1.25093,0,-4.3153,-1.86,0.736985,-3.88353,-0.64845,1.16718,0,-4.19146,-1.86,0.568476,-3.64006,-0.619488,0.848975,0,-4.73076,-1.86,0.169643,-4.67341,-0.675599,0.0703454,0,-4.56217,-1.86,0.678707,-4.36151,-0.654662,1.04801,0,-3.74655,-1.86,0.759192,-2.7822,-0.635745,1.21438,0,-3.62015,-1.86,0.146232,-2.59294,-0.763905,0.0354469,0,-4.05418,-1.86,0.202119,-3.38111,-0.651361,0.136845,0,-3.92205,-1.86,0.162446,-3.123,-0.637753,0.0582514,0,-4.03663,-1.86,0.820943,-3.35475,-0.71893,1.3075,0,-4.33494,-1.86,0.620758,-3.92496,-0.671741,0.943941,0,-4.59341,-1.86,0.309788,-4.43203,-0.567878,0.342937,0,-4.44236,-1.86,0.356872,-4.13229,-0.635969,0.43132,0,-3.62371,-1.86,0.337044,-2.5503,-0.6514,0.394872,0,-4.32702,-1.86,0.310373,-3.90776,-0.535838,0.344645,0,-4.60107,-1.86,0.189964,-4.43318,-0.643028,0.110842,0,-4.78423,-1.86,0.633362,-4.78645,-0.65255,0.966388,0,-4.7079,-1.86,0.33651,-4.65214,-0.626237,0.393697,0,-4.42968,-1.86,0.687383,-4.10995,-0.604209,1.07339,0,
0.133336,-4.26955,-3.45359,0.293731,-3.79447,-3.72537,0.308864,-4.19619,-1.86,0.349095,-3.67851,-0.875716,0.409794,0,-4.20472,-1.86,0.805266,-3.70314,-0.932922,1.20515,0,-4.3153,-1.86,0.736985,-3.89552,-0.790617,1.12691,0,-4.19146,-1.86,0.568476,-3.66343,-0.764878,0.823076,0,-4.73076,-1.86,0.169643,-4.65715,-0.776892,0.076496,0,-4.56217,-1.86,0.678707,-4.35187,-0.799584,1.01096,0,-3.74655,-1.86,0.759192,-2.83155,-0.741351,1.18726,0,-3.62015,-1.86,0.146232,-2.63714,-0.842499,0.0449279,0,-4.05418,-1.86,0.202119,-3.40722,-0.75741,0.141983,0,-3.92205,-1.86,0.162446,-3.15986,-0.748355,0.0674958,0,-4.03663,-1.86,0.820943,-3.38821,-0.837688,1.26729,0,-4.33494,-1.86,0.620758,-3.93386,-0.805734,0.912044,0,-4.59341,-1.86,0.309788,-4.42314,-0.683154,0.338764,0,-4.44236,-1.86,0.356872,-4.13003,-0.790704,0.42154,0,-3.62371,-1.86,0.337044,-2.60397,-0.747633,0.392561,0,-4.32702,-1.86,0.310373,-3.91861,-0.69241,0.342208,0,-4.60107,-1.86,0.189964,-4.42325,-0.764326,0.117586,0,-4.78423,-1.86,0.633362,-4.76703,-0.75655,0.941196,0,-4.7079,-1.86,0.33651,-4.63402,-0.7427,0.38979,0,-4.42968,-1.86,0.687383,-4.11168,-0.738374,1.03875,0,
0.16667,-4.2598,-3.45339,0.293318,-3.78411,-3.72525,0.308605,-4.19619,-1.86,0.349095,-3.70034,-1.01895,0.406944,0,-4.20472,-1.86,0.805266,-3.72194,-1.0564,1.16602,0,-4.3153,-1.86,0.736985,-3.90914,-0.970448,1.07735,0,-4.19146,-1.86,0.568476,-3.69145,-0.950265,0.791414,0,-4.73076,-1.86,0.169643,-4.63762,-0.903141,0.0878722,0,-4.56217,-1.86,0.678707,-4.3405,-0.954075,0.975076,0,-3.74655,-1.86,0.759192,-2.87918,-0.840223,1.15799,0,-3.62015,-1.86,0.146232,-2.68795,-0.930396,0.0561723,0,-4.05418,-1.86,0.202119,-3.43047,-0.847401,0.155522,0,-3.92205,-1.86,0.162446,-3.19792,-0.856781,0.0794417,0,-4.03663,-1.86,0.820943,-3.43079,-1.0017,1.21666,0,-4.33494,-1.86,0.620758,-3.94526,-0.998353,0.87171,0,-4.59341,-1.86,0.309788,-4.41543,-0.790321,0.341445,0,-4.44236,-1.86,0.356872,-4.12719,-0.985096,0.421273,0,-3.62371,-1.86,0.337044,-2.67305,-0.87212,0.390579,0,-4.32702,-1.86,0.310373,-3.92993,-0.863669,0.340786,0,-4.60107,-1.86,0.189964,-4.41061,-0.906407,0.127879,0,-4.78423,-1.86,0.633362,-4.74552,-0.874543,0.916686,0,-4.7079,-1.86,0.33651,-4.60818,-0.905196,0.382237,0,-4.42968,-1.86,0.687383,-4.11331,-0.889773,1.00707,0,
0.200004,-4.2328,-3.45328,0.293297,-3.76909,-3.72508,0.308228,-4.19619,-1.86,0.349095,-3.71002,-1.1134,0.400189,0,-4.20472,-1.86,0.805266,-3.73577,-1.18185,1.12263,0,-4.3153,-1.86,0.736985,-3.91251,-1.0919,1.04178,0,-4.19146,-1.86,0.568476,-3.7069,-1.09575,0.764478,0,-4.73076,-1.86,0.169643,-4.61461,-1.01283,0.09572,0,-4.56217,-1.86,0.678707,-4.32791,-1.05738,0.949484,0,-3.74655,-1.86,0.759192,-2.92302,-0.942188,1.1226,0,-3.62015,-1.86,0.146232,-2.73537,-1.02402,0.0589298,0,-4.05418,-1.86,0.202119,-3.46653,-1.0109,0.160636,0,-3.92205,-1.86,0.162446,-3.23883,-0.992646,0.0893315,0,-4.03663,-1.86,0.820943,-3.45391,-1.11179,1.1783,0,-4.33494,-1.86,0.620758,-3.94485,-1.08244,0.853028,0,-4.59341,-1.86,0.309788,-4.40325,-0.892825,0.338919,0,-4.44236,-1.86,0.356872,-4.11906,-1.13048,0.417104,0,-3.62371,-1.86,0.337044,-2.7219,-0.971108,0.385031,0,-4.32702,-1.86,0.310373,-3.93309,-0.99972,0.336563,0,-4.60107,-1.86,0.189964,-4.3921,-1.0412,0.136657,0,-4.78423,-1.86,0.633362,-4.71715,-0.994934,0.892342,0,-4.7079,-1.86,0.33651,-4.58102,-1.03563,0.379108,0,-4.42968,-1.86,0.687383,-4.10939,-1.00307,0.979423,0,
0.233338,-4.2328,-3.45328,0.293297,-3.75633,-3.7251,0.307904,-4.19619,-1.86,0.349095,-3.72325,-1.2111,0.397552,0,-4.20472,-1.86,0.805266,-3.74736,-1.28015,1.08887,0,-4.3153,-1.86,0.736985,-3.91545,-1.14958,1.02625,0,-4.19146,-1.86,0.568476,-3.72575,-1.26057,0.732998,0,-4.73076,-1.86,0.169643,-4.59859,-1.09597,0.0987458,0,-4.56217,-1.86,0.678707,-4.31511,-1.1887,0.917774,0,-3.74655,-1.86,0.759192,-2.96617,-1.04118,1.09461,0,-3.62015,-1.86,0.146232,-2.78074,-1.11058,0.0680413,0,-4.05418,-1.86,0.202119,-3.48766,-1.11369,0.166442,0,-3.92205,-1.86,0.162446,-3.26637,-1.08433,0.096871,0,-4.03663,-1.86,0.820943,-3.47704,-1.20992,1.14603,0,-4.33494,-1.86,0.620758,-3.95094,-1.22481,0.82261,0,-4.59341,-1.86,0.309788,-4.39449,-0.977919,0.33628,0,-4.44236,-1.86,0.356872,-4.11426,-1.25198,0.408142,0,-3.62371,-1.86,0.337044,-2.76173,-1.04792,0.384128,0,-4.32702,-1.86,0.310373,-3.93672,-1.08885,0.334914,0,-4.60107,-1.86,0.189964,-4.37936,-1.14168,0.142441,0,-4.78423,-1.86,0.633362,-4.6928,-1.10139,0.866937,0,-4.7079,-1.86,0.33651,-4.56007,-1.1444,0.374641,0,-4.42968,-1.86,0.687383,-4.10781,-1.1164,0.95084,0,
0.266672,-4.20627,-3.45322,0.293259,-3.72891,-3.725,0.30721,-4.19619,-1.86,0.349095,-3.71459,-1.27742,0.392077,0,-4.20472,-1.86,0.805266,-3.73368,-1.31097,1.07978,0,-4.3153,-1.86,0.736985,-3.90558,-1.25517,0.994442,0,-4.19146,-1.86,0.568476,-3.71752,-1.34628,0.717419,0,-4.73076,-1.86,0.169643,-4.57227,-1.14615,0.101637,0,-4.56217,-1.86,0.678707,-4.29108,-1.24791,0.901814,0,-3.74655,-1.86,0.759192,-2.97992,-1.11324,1.07157,0,-3.62015,-1.86,0.146232,-2.78958,-1.16196,0.069659,0,-4.05418,-1.86,0.202119,-3.48537,-1.18161,0.168045,0,-3.92205,-1.86,0.162446,-3.27117,-1.15538,0.0995362,0,-4.03663,-1.86,0.820943,-3.47276,-1.26431,1.12518,0,-4.33494,-1.86,0.620758,-3.93491,-1.29557,0.803637,0,-4.59341,-1.86,0.309788,-4.37035,-1.04713,0.334916,0,-4.44236,-1.86,0.356872,-4.0943,-1.31365,0.401607,0,-3.62371,-1.86,0.337044,-2.75977,-1.07834,0.383049,0,-4.32702,-1.86,0.310373,-3.92307,-1.15399,0.332163,0,-4.60107,-1.86,0.189964,-4.35534,-1.19882,0.144987,0,-4.78423,-1.86,0.633362,-4.66217,-1.15612,0.850292,0,-4.7079,-1.86,0.33651,-4.53128,-1.20372,0.370119,0,-4.42968,-1.86,0.687383,-4.08848,-1.177,0.928697,0,
0.300007,-4.18055,-3.45301,0.293234,-3.71365,-3.72498,0.306823,-4.19619,-1.86,0.349095,-3.71831,-1.32155,0.39094,0,-4.20472,-1.86,0.805266,-3.73686,-1.33998,1.06816,0,-4.3153,-1.86,0.736985,-3.90426,-1.29534,0.981525,0,-4.19146,-1.86,0.568476,-3.71833,-1.37554,0.711535,0,-4.73076,-1.86,0.169643,-4.56436,-1.18092,0.104496,0,-4.56217,-1.86,0.678707,-4.28467,-1.2976,0.889732,0,-3.74655,-1.86,0.759192,-2.99122,-1.14497,1.06001,0,-3.62015,-1.86,0.146232,-2.82128,-1.22554,0.0754857,0,-4.05418,-1.86,0.202119,-3.49738,-1.24576,0.169324,0,-3.92205,-1.86,0.162446,-3.28225,-1.19862,0.101307,0,-4.03663,-1.86,0.820943,-3.4777,-1.29263,1.11327,0,-4.33494,-1.86,0.620758,-3.93476,-1.34374,0.794298,0,-4.59341,-1.86,0.309788,-4.36248,-1.09971,0.331158,0,-4.44236,-1.86,0.356872,-4.09125,-1.36256,0.400484,0,-3.62371,-1.86,0.337044,-2.77263,-1.10472,0.377227,0,-4.32702,-1.86,0.310373,-3.92286,-1.19028,0.330962,0,-4.60107,-1.86,0.189964,-4.35096,-1.21693,0.144886,0,-4.78423,-1.86,0.633362,-4.65583,-1.17629,0.84874,0,-4.7079,-1.86,0.33651,-4.5227,-1.24127,0.369268,0,-4.42968,-1.86,0.687383,-4.08642,-1.23096,0.918792,0,
