time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,
0.333341,-3.3453,-3.40459,0.289753,-2.67413,-3.54634,0.261483,-3.25493,-1.86,0.625425,-2.50796,-1.20658,0.772931,0,-2.88614,-1.86,0.744931,-1.92933,-1.13692,0.975745,0,-3.44729,-1.86,0.678311,-2.79814,-1.21759,0.845717,0,-3.69579,-1.86,0.45173,-3.159,-1.33584,0.493123,0,-3.06056,-1.86,0.466941,-2.21179,-1.17493,0.537709,0,-4.01365,-1.86,0.574551,-3.6429,-1.27044,0.684033,0,-3.04965,-1.86,0.287434,-2.16325,-1.05615,0.261083,0,-3.54446,-1.86,0.311564,-2.9418,-1.32317,0.303365,0,-3.55348,-1.86,0.47684,-2.95049,-1.32936,0.531775,0,-3.66733,-1.86,0.156398,-3.11591,-1.32788,0.0702097,0,-3.46119,-1.86,0.241818,-2.81314,-1.23836,0.190603,0,-3.15524,-1.86,0.588451,-2.32428,-1.03288,0.748461,0,-3.11744,-1.86,0.195065,-2.28587,-1.13263,0.115862,0,-3.55749,-1.86,0.193689,-2.95674,-1.31857,0.124854,0,-3.00588,-1.86,0.153101,-2.08097,-1.04406,0.0399533,0,-3.81059,-1.86,0.321236,-3.33004,-1.28485,0.306503,0,-2.88932,-1.86,0.203627,-1.97176,-1.24312,0.136123,0,
0.366675,-3.33596,-3.40423,0.289393,-2.6629,-3.54574,0.261248,-3.25493,-1.86,0.625425,-2.51949,-1.2527,0.762273,0,-2.88614,-1.86,0.744931,-1.96383,-1.20874,0.954757,0,-3.44729,-1.86,0.678311,-2.80468,-1.27814,0.833341,0,-3.69579,-1.86,0.45173,-3.15565,-1.39096,0.489621,0,-3.06056,-1.86,0.466941,-2.24369,-1.27282,0.528185,0,-4.01365,-1.86,0.574551,-3.63485,-1.30841,0.676944,0,-3.04965,-1.86,0.287434,-2.18794,-1.12387,0.261325,0,-3.54446,-1.86,0.311564,-2.94351,-1.37806,0.307011,0,-3.55348,-1.86,0.47684,-2.95213,-1.39247,0.525124,0,-3.66733,-1.86,0.156398,-3.11408,-1.38388,0.075035,0,-3.46119,-1.86,0.241818,-2.82028,-1.29505,0.192548,0,-3.15524,-1.86,0.588451,-2.3472,-1.11364,0.734042,0,-3.11744,-1.86,0.195065,-2.30755,-1.20174,0.120229,0,-3.55749,-1.86,0.193689,-2.95739,-1.39909,0.133435,0,-3.00588,-1.86,0.153101,-2.10262,-1.09681,0.0476571,0,-3.81059,-1.86,0.321236,-3.32409,-1.34206,0.307203,0,-2.88932,-1.86,0.203627,-1.98551,-1.26857,0.138368,0,
0.400009,-3.33596,-3.40423,0.289393,-2.65272,-3.5452,0.261035,-3.25493,-1.86,0.625425,-2.54061,-1.35356,0.741491,0,-2.88614,-1.86,0.744931,-2.00923,-1.30849,0.923152,0,-3.44729,-1.86,0.678311,-2.81127,-1.33758,0.817891,0,-3.69579,-1.86,0.45173,-3.15358,-1.44065,0.483757,0,-3.06056,-1.86,0.466941,-2.26632,-1.34116,0.518063,0,-4.01365,-1.86,0.574551,-3.62398,-1.35908,0.671882,0,-3.04965,-1.86,0.287434,-2.21234,-1.19109,0.259884,0,-3.54446,-1.86,0.311564,-2.94602,-1.43161,0.301102,0,-3.55348,-1.86,0.47684,-2.95375,-1.45753,0.517654,0,-3.66733,-1.86,0.156398,-3.11057,-1.45595,0.0811701,0,-3.46119,-1.86,0.241818,-2.82602,-1.34985,0.195216,0,-3.15524,-1.86,0.588451,-2.36956,-1.19302,0.718138,0,-3.11744,-1.86,0.195065,-2.33069,-1.27715,0.124169,0,-3.55749,-1.86,0.193689,-2.95783,-1.47298,0.138021,0,-3.00588,-1.86,0.153101,-2.1346,-1.17702,0.0523667,0,-3.81059,-1.86,0.321236,-3.31478,-1.41226,0.306774,0,-2.88932,-1.86,0.203627,-2.01683,-1.33194,0.136736,0,
0.433343,-3.33596,-3.40423,0.289393,-2.63748,-3.5444,0.260716,-3.25493,-1.86,0.625425,-2.55323,-1.45476,0.721825,0,-2.88614,-1.86,0.744931,-2.02892,-1.36478,0.910199,0,-3.44729,-1.86,0.678311,-2.81291,-1.42927,0.797384,0,-3.69579,-1.86,0.45173,-3.14222,-1.5179,0.479388,0,-3.06056,-1.86,0.466941,-2.29639,-1.45576,0.507393,0,-4.01365,-1.86,0.574551,-3.60406,-1.42008,0.661584,0,-3.04965,-1.86,0.287434,-2.23647,-1.27684,0.262519,0,-3.54446,-1.86,0.311564,-2.94241,-1.50189,0.30307,0,-3.55348,-1.86,0.47684,-2.94876,-1.53972,0.508041,0,-3.66733,-1.86,0.156398,-3.10276,-1.50988,0.0868571,0,-3.46119,-1.86,0.241818,-2.82627,-1.40684,0.199258,0,-3.15524,-1.86,0.588451,-2.3926,-1.30581,0.700561,0,-3.11744,-1.86,0.195065,-2.35385,-1.37841,0.132094,0,-3.55749,-1.86,0.193689,-2.9525,-1.54943,0.143385,0,-3.00588,-1.86,0.153101,-2.16201,-1.26566,0.0643403,0,-3.81059,-1.86,0.321236,-3.29486,-1.50228,0.306686,0,-2.88932,-1.86,0.203627,-2.0594,-1.44384,0.151372,0,
0.466677,-3.29015,-3.40365,0.28983,-2.65272,-3.5452,0.261035,-3.25493,-1.86,0.625425,-2.58839,-1.50493,0.710348,0,-2.88614,-1.86,0.744931,-2.07074,-1.39674,0.899604,0,-3.44729,-1.86,0.678311,-2.84252,-1.48395,0.78241,0,-3.69579,-1.86,0.45173,-3.16451,-1.5637,0.470927,0,-3.06056,-1.86,0.466941,-2.32936,-1.47946,0.502394,0,-4.01365,-1.86,0.574551,-3.6188,-1.46633,0.653944,0,-3.04965,-1.86,0.287434,-2.28344,-1.34246,0.260861,0,-3.54446,-1.86,0.311564,-2.96866,-1.56225,0.30143,0,-3.55348,-1.86,0.47684,-2.97519,-1.57868,0.505121,0,-3.66733,-1.86,0.156398,-3.12691,-1.55497,0.0913531,0,-3.46119,-1.86,0.241818,-2.85682,-1.48979,0.200804,0,-3.15524,-1.86,0.588451,-2.43587,-1.37772,0.685188,0,-3.11744,-1.86,0.195065,-2.40158,-1.46413,0.136061,0,-3.55749,-1.86,0.193689,-2.97847,-1.60049,0.146285,0,-3.00588,-1.86,0.153101,-2.21574,-1.34622,0.0686649,0,-3.81059,-1.86,0.321236,-3.31276,-1.55318,0.304089,0,-2.88932,-1.86,0.203627,-2.1068,-1.49617,0.154542,0,
0.500011,-3.29015,-3.40365,0.28983,-2.60637,-3.54301,0.26006,-3.25493,-1.86,0.625425,-2.55766,-1.53075,0.703709,0,-2.88614,-1.86,0.744931,-2.0519,-1.4345,0.890842,0,-3.44729,-1.86,0.678311,-2.80806,-1.50591,0.776493,0,-3.69579,-1.86,0.45173,-3.12791,-1.57332,0.468256,0,-3.06056,-1.86,0.466941,-2.30071,-1.49661,0.500293,0,-4.01365,-1.86,0.574551,-3.57686,-1.48556,0.649699,0,-3.04965,-1.86,0.287434,-2.25372,-1.36226,0.2617,0,-3.54446,-1.86,0.311564,-2.93272,-1.57278,0.300417,0,-3.55348,-1.86,0.47684,-2.94008,-1.57974,0.501934,0,-3.66733,-1.86,0.156398,-3.08887,-1.58205,0.0937721,0,-3.46119,-1.86,0.241818,-2.82166,-1.53634,0.201038,0,-3.15524,-1.86,0.588451,-2.40755,-1.41051,0.679433,0,-3.11744,-1.86,0.195065,-2.37391,-1.49789,0.137563,0,-3.55749,-1.86,0.193689,-2.9424,-1.60465,0.141993,0,-3.00588,-1.86,0.153101,-2.18142,-1.35333,0.0698714,0,-3.81059,-1.86,0.321236,-3.27065,-1.58647,0.302472,0,-2.88932,-1.86,0.203627,-2.08,-1.51632,0.152595,0,
0.533345,-3.26409,-3.40309,0.289866,-2.57918,-3.5416,0.259491,-3.25493,-1.86,0.625425,-2.55096,-1.58053,0.693901,0,-2.88614,-1.86,0.744931,-2.0502,-1.46483,0.880739,0,-3.44729,-1.86,0.678311,-2.79545,-1.5542,0.765447,0,-3.69579,-1.86,0.45173,-3.10886,-1.61201,0.468797,0,-3.06056,-1.86,0.466941,-2.29821,-1.53646,0.497542,0,-4.01365,-1.86,0.574551,-3.54291,-1.54687,0.635362,0,-3.04965,-1.86,0.287434,-2.25533,-1.41397,0.262279,0,-3.54446,-1.86,0.311564,-2.91682,-1.62666,0.299499,0,-3.55348,-1.86,0.47684,-2.92401,-1.6409,0.495345,0,-3.66733,-1.86,0.156398,-3.06964,-1.62358,0.0985736,0,-3.46119,-1.86,0.241818,-2.8073,-1.58003,0.20426,0,-3.15524,-1.86,0.588451,-2.40615,-1.4704,0.669679,0,-3.11744,-1.86,0.195065,-2.37316,-1.55524,0.14155,0,-3.55749,-1.86,0.193689,-2.92766,-1.64301,0.144438,0,-3.00588,-1.86,0.153101,-2.18365,-1.39882,0.0762814,0,-3.81059,-1.86,0.321236,-3.24807,-1.6254,0.302827,0,-2.88932,-1.86,0.203627,-2.08291,-1.55747,0.156046,0,
0.566679,-3.26409,-3.40309,0.289866,-2.56404,-3.54081,0.259174,-3.25493,-1.86,0.625425,-2.55251,-1.60772,0.682443,0,-2.88614,-1.86,0.744931,-2.0467,-1.46347,0.874635,0,-3.44729,-1.86,0.678311,-2.79378,-1.56911,0.758758,0,-3.69579,-1.86,0.45173,-3.02981,-1.88987,0.436426,0,-3.06056,-1.86,0.466941,-2.29972,-1.54966,0.490555,0,-4.01365,-1.86,0.574551,-3.36628,-1.90676,0.566251,0,-3.04965,-1.86,0.287434,-2.26231,-1.44634,0.258542,0,-3.54446,-1.86,0.311564,-2.86514,-1.90214,0.290944,0,-3.55348,-1.86,0.47684,-2.87299,-1.91122,0.459892,0,-3.66733,-1.86,0.156398,-2.99547,-1.91378,0.120592,0,-3.46119,-1.86,0.241818,-2.80541,-1.62394,0.200634,0,-3.15524,-1.86,0.588451,-2.40879,-1.49401,0.659837,0,-3.11744,-1.86,0.195065,-2.37268,-1.56557,0.13839,0,-3.55749,-1.86,0.193689,-2.92535,-1.6492,0.142339,0,-3.00588,-1.86,0.153101,-2.18983,-1.42476,0.0740201,0,-3.81059,-1.86,0.321236,-3.14972,-1.8963,0.295638,0,-2.88932,-1.86,0.203627,-2.16389,-1.88841,0.168001,0,
0.600013,-3.23815,-3.40245,0.289904,-2.55209,-3.54011,0.258926,-3.25493,-1.86,0.625425,-2.55842,-1.91276,0.616366,0,-2.88614,-1.86,0.744931,-2.1483,-1.85186,0.761524,0,-3.44729,-1.86,0.678311,-2.76083,-1.85363,0.68685,0,-3.69579,-1.86,0.45173,-3.0385,-1.88131,0.435962,0,-3.06056,-1.86,0.466941,-2.34981,-1.87648,0.453121,0,-4.01365,-1.86,0.574551,-3.39682,-1.85863,0.573852,0,-3.04965,-1.86,0.287434,-2.31798,-1.81232,0.26155,0,-3.54446,-1.86,0.311564,-2.87154,-1.89927,0.289981,0,-3.55348,-1.86,0.47684,-2.87733,-1.90776,0.459589,0,-3.66733,-1.86,0.156398,-3.00002,-1.90677,0.119512,0,-3.46119,-1.86,0.241818,-2.80698,-1.64331,0.202608,0,-3.15524,-1.86,0.588451,-2.42142,-1.54523,0.648348,0,-3.11744,-1.86,0.195065,-2.38224,-1.59405,0.142344,0,-3.55749,-1.86,0.193689,-2.92786,-1.65856,0.143668,0,-3.00588,-1.86,0.153101,-2.25907,-1.80107,0.108858,0,-3.81059,-1.86,0.321236,-3.15781,-1.87931,0.295449,0,-2.88932,-1.86,0.203627,-2.17161,-1.90657,0.170233,0,
0.633347,-3.21283,-3.40189,0.289941,-2.53705,-3.53927,0.258613,-3.25493,-1.86,0.625425,-2.55726,-1.91421,0.614828,0,-2.88614,-1.86,0.744931,-2.14976,-1.86062,0.75696,0,-3.44729,-1.86,0.678311,-2.75918,-1.85101,0.68604,0,-3.69579,-1.86,0.45173,-3.03471,-1.89552,0.435179,0,-3.06056,-1.86,0.466941,-2.35052,-1.88778,0.450003,0,-4.01365,-1.86,0.574551,-3.36683,-1.91212,0.564573,0,-3.04965,-1.86,0.287434,-2.31954,-1.81994,0.260935,0,-3.54446,-1.86,0.311564,-2.87076,-1.90401,0.290163,0,-3.55348,-1.86,0.47684,-2.87837,-1.91309,0.459273,0,-3.66733,-1.86,0.156398,-2.99625,-1.91768,0.119633,0,-3.46119,-1.86,0.241818,-2.77588,-1.86195,0.208515,0,-3.15524,-1.86,0.588451,-2.42927,-1.59717,0.637903,0,-3.11744,-1.86,0.195065,-2.3872,-1.62217,0.142704,0,-3.55749,-1.86,0.193689,-2.87885,-1.91981,0.15704,0,-3.00588,-1.86,0.153101,-2.2606,-1.80654,0.106266,0,-3.81059,-1.86,0.321236,-3.14958,-1.90094,0.293142,0,-2.88932,-1.86,0.203627,-2.17463,-1.93187,0.172953,0,
0.666681,-3.20375,-3.40155,0.289549,-2.52557,-3.5387,0.258372,-3.25493,-1.86,0.625425,-2.56106,-1.91432,0.612733,0,-2.88614,-1.86,0.744931,-2.1604,-1.88482,0.74898,0,-3.44729,-1.86,0.678311,-2.76592,-1.85301,0.684382,0,-3.69579,-1.86,0.45173,-3.0371,-1.89395,0.432374,0,-3.06056,-1.86,0.466941,-2.35348,-1.89558,0.44895,0,-4.01365,-1.86,0.574551,-3.37591,-1.90152,0.566021,0,-3.04965,-1.86,0.287434,-2.32446,-1.83167,0.259157,0,-3.54446,-1.86,0.311564,-2.87445,-1.90386,0.288462,0,-3.55348,-1.86,0.47684,-2.87898,-1.91224,0.456742,0,-3.66733,-1.86,0.156398,-2.99868,-1.91727,0.117659,0,-3.46119,-1.86,0.241818,-2.77754,-1.85955,0.207335,0,-3.15524,-1.86,0.588451,-2.45301,-1.8979,0.578688,0,-3.11744,-1.86,0.195065,-2.39215,-1.63697,0.140449,0,-3.55749,-1.86,0.193689,-2.8831,-1.91713,0.15518,0,-3.00588,-1.86,0.153101,-2.26686,-1.82357,0.108976,0,-3.81059,-1.86,0.321236,-3.1523,-1.89975,0.292213,0,-2.88932,-1.86,0.203627,-2.17939,-1.93152,0.17107,0,
0.700015,-3.20375,-3.40155,0.289549,-2.51569,-3.53821,0.258165,-3.25493,-1.86,0.625425,-2.5657,-1.91502,0.614872,0,-2.88614,-1.86,0.744931,-2.16753,-1.88698,0.749989,0,-3.44729,-1.86,0.678311,-2.77206,-1.85381,0.686126,0,-3.69579,-1.86,0.45173,-3.03973,-1.89401,0.432489,0,-3.06056,-1.86,0.466941,-2.35362,-1.89645,0.45082,0,-4.01365,-1.86,0.574551,-3.37634,-1.91136,0.563983,0,-3.04965,-1.86,0.287434,-2.32848,-1.83231,0.260461,0,-3.54446,-1.86,0.311564,-2.87498,-1.90335,0.292699,0,-3.55348,-1.86,0.47684,-2.88348,-1.91256,0.459066,0,-3.66733,-1.86,0.156398,-3.00115,-1.91744,0.118563,0,-3.46119,-1.86,0.241818,-2.78279,-1.86168,0.208761,0,-3.15524,-1.86,0.588451,-2.45669,-1.90563,0.579056,0,-3.11744,-1.86,0.195065,-2.39969,-1.64877,0.143955,0,-3.55749,-1.86,0.193689,-2.88285,-1.92173,0.160256,0,-3.00588,-1.86,0.153101,-2.27089,-1.82417,0.110316,0,-3.81059,-1.86,0.321236,-3.15464,-1.90129,0.293445,0,-2.88932,-1.86,0.203627,-2.18301,-1.93557,0.174113,0,
0.733349,-3.20375,-3.40155,0.289549,-2.50074,-3.53746,0.257851,-3.25493,-1.86,0.625425,-2.56457,-1.91472,0.613717,0,-2.88614,-1.86,0.744931,-2.1664,-1.88887,0.747472,0,-3.44729,-1.86,0.678311,-2.77069,-1.85303,0.684504,0,-3.69579,-1.86,0.45173,-3.04088,-1.89419,0.434903,0,-3.06056,-1.86,0.466941,-2.35352,-1.8953,0.449191,0,-4.01365,-1.86,0.574551,-3.37764,-1.90977,0.563649,0,-3.04965,-1.86,0.287434,-2.32875,-1.83218,0.259093,0,-3.54446,-1.86,0.311564,-2.87663,-1.90358,0.289414,0,-3.55348,-1.86,0.47684,-2.87979,-1.91147,0.456279,0,-3.66733,-1.86,0.156398,-3.00117,-1.91723,0.118986,0,-3.46119,-1.86,0.241818,-2.78282,-1.86171,0.20755,0,-3.15524,-1.86,0.588451,-2.45458,-1.90655,0.575726,0,-3.11744,-1.86,0.195065,-2.40135,-1.65979,0.142495,0,-3.55749,-1.86,0.193689,-2.88143,-1.92126,0.158383,0,-3.00588,-1.86,0.153101,-2.27032,-1.82443,0.10972,0,-3.81059,-1.86,0.321236,-3.15374,-1.90058,0.292088,0,-2.88932,-1.86,0.203627,-2.18101,-1.93455,0.173246,0,
0.766683,-3.15859,-3.40086,0.290003,-2.51569,-3.53821,0.258165,-3.25493,-1.86,0.625425,-2.59424,-1.91626,0.61432,0,-2.88614,-1.86,0.744931,-2.19758,-1.88892,0.747922,0,-3.44729,-1.86,0.678311,-2.80158,-1.85472,0.685139,0,-3.69579,-1.86,0.45173,-3.07146,-1.89693,0.435444,0,-3.06056,-1.86,0.466941,-2.38496,-1.89716,0.450395,0,-4.01365,-1.86,0.574551,-3.4071,-1.91375,0.563851,0,-3.04965,-1.86,0.287434,-2.36021,-1.83388,0.259647,0,-3.54446,-1.86,0.311564,-2.90708,-1.90558,0.289152,0,-3.55348,-1.86,0.47684,-2.91005,-1.91325,0.456302,0,-3.66733,-1.86,0.156398,-3.03121,-1.91961,0.118114,0,-3.46119,-1.86,0.241818,-2.81588,-1.86394,0.205943,0,-3.15524,-1.86,0.588451,-2.48564,-1.90806,0.576941,0,-3.11744,-1.86,0.195065,-2.43679,-1.68779,0.144173,0,-3.55749,-1.86,0.193689,-2.91274,-1.92356,0.158487,0,-3.00588,-1.86,0.153101,-2.30237,-1.82571,0.110385,0,-3.81059,-1.86,0.321236,-3.18321,-1.90294,0.292691,0,-2.88932,-1.86,0.203627,-2.21317,-1.93534,0.17331,0,
0.800017,-3.15859,-3.40086,0.290003,-2.46978,-3.53591,0.257202,-3.25493,-1.86,0.625425,-2.56245,-1.91388,0.610385,0,-2.88614,-1.86,0.744931,-2.16515,-1.88853,0.747203,0,-3.44729,-1.86,0.678311,-2.7694,-1.85285,0.684934,0,-3.69579,-1.86,0.45173,-3.04182,-1.89511,0.433257,0,-3.06056,-1.86,0.466941,-2.35389,-1.89592,0.449125,0,-4.01365,-1.86,0.574551,-3.37498,-1.91023,0.564359,0,-3.04965,-1.86,0.287434,-2.3303,-1.83253,0.259626,0,-3.54446,-1.86,0.311564,-2.87784,-1.90407,0.287654,0,-3.55348,-1.86,0.47684,-2.87895,-1.91175,0.456222,0,-3.66733,-1.86,0.156398,-3.00242,-1.91849,0.117527,0,-3.46119,-1.86,0.241818,-2.78338,-1.86186,0.205873,0,-3.15524,-1.86,0.588451,-2.454,-1.90645,0.576758,0,-3.11744,-1.86,0.195065,-2.40851,-1.71253,0.145163,0,-3.55749,-1.86,0.193689,-2.88376,-1.92262,0.155448,0,-3.00588,-1.86,0.153101,-2.27192,-1.82486,0.109785,0,-3.81059,-1.86,0.321236,-3.15213,-1.9012,0.292646,0,-2.88932,-1.86,0.203627,-2.18043,-1.93565,0.175359,0,
0.833351,-3.13264,-3.40057,0.290071,-2.44248,-3.53475,0.256624,-3.25493,-1.86,0.625425,-2.54811,-1.91324,0.610669,0,-2.88614,-1.86,0.744931,-2.15368,-1.8874,0.748458,0,-3.44729,-1.86,0.678311,-2.75763,-1.85245,0.684942,0,-3.69579,-1.86,0.45173,-3.02835,-1.89502,0.434363,0,-3.06056,-1.86,0.466941,-2.34037,-1.8955,0.44933,0,-4.01365,-1.86,0.574551,-3.36082,-1.90855,0.563513,0,-3.04965,-1.86,0.287434,-2.31675,-1.83234,0.259633,0,-3.54446,-1.86,0.311564,-2.86256,-1.9031,0.288838,0,-3.55348,-1.86,0.47684,-2.86457,-1.91104,0.456489,0,-3.66733,-1.86,0.156398,-2.98732,-1.9181,0.11729,0,-3.46119,-1.86,0.241818,-2.76852,-1.8606,0.20691,0,-3.15524,-1.86,0.588451,-2.43856,-1.9057,0.575944,0,-3.11744,-1.86,0.195065,-2.39981,-1.74684,0.149496,0,-3.55749,-1.86,0.193689,-2.87087,-1.92242,0.154601,0,-3.00588,-1.86,0.153101,-2.2553,-1.82477,0.112301,0,-3.81059,-1.86,0.321236,-3.13669,-1.90053,0.291949,0,-2.88932,-1.86,0.203627,-2.16379,-1.93497,0.175555,0,
0.866685,-3.13264,-3.40057,0.290071,-2.42729,-3.53414,0.256301,-3.25493,-1.86,0.625425,-2.54457,-1.91325,0.611736,0,-2.88614,-1.86,0.744931,-2.15324,-1.88855,0.748765,0,-3.44729,-1.86,0.678311,-2.75237,-1.85187,0.685994,0,-3.69579,-1.86,0.45173,-3.02428,-1.89313,0.435343,0,-3.06056,-1.86,0.466941,-2.33799,-1.89559,0.450437,0,-4.01365,-1.86,0.574551,-3.36052,-1.9088,0.565579,0,-3.04965,-1.86,0.287434,-2.31428,-1.83218,0.260802,0,-3.54446,-1.86,0.311564,-2.85986,-1.90202,0.29058,0,-3.55348,-1.86,0.47684,-2.86223,-1.91082,0.45883,0,-3.66733,-1.86,0.156398,-2.98615,-1.91638,0.120601,0,-3.46119,-1.86,0.241818,-2.76671,-1.86034,0.208048,0,-3.15524,-1.86,0.588451,-2.43414,-1.90565,0.576637,0,-3.11744,-1.86,0.195065,-2.39549,-1.73331,0.149366,0,-3.55749,-1.86,0.193689,-2.8677,-1.92106,0.157793,0,-3.00588,-1.86,0.153101,-2.25241,-1.82379,0.112163,0,-3.81059,-1.86,0.321236,-3.13384,-1.89894,0.293858,0,-2.88932,-1.86,0.203627,-2.16252,-1.93342,0.177929,0,
0.90002,-3.10671,-3.40016,0.290148,-2.41511,-3.53351,0.256047,-3.25493,-1.86,0.625425,-2.54955,-1.91399,0.613494,0,-2.88614,-1.86,0.744931,-2.15824,-1.88812,0.749559,0,-3.44729,-1.86,0.678311,-2.75964,-1.85326,0.687456,0,-3.69579,-1.86,0.45173,-3.02962,-1.89335,0.436832,0,-3.06056,-1.86,0.466941,-2.34301,-1.89555,0.452327,0,-4.01365,-1.86,0.574551,-3.3647,-1.91131,0.567178,0,-3.04965,-1.86,0.287434,-2.31869,-1.83183,0.261434,0,-3.54446,-1.86,0.311564,-2.86387,-1.90258,0.292186,0,-3.55348,-1.86,0.47684,-2.86667,-1.91137,0.457767,0,-3.66733,-1.86,0.156398,-2.9888,-1.91662,0.121925,0,-3.46119,-1.86,0.241818,-2.77235,-1.86112,0.209388,0,-3.15524,-1.86,0.588451,-2.43916,-1.90599,0.57847,0,-3.11744,-1.86,0.195065,-2.39785,-1.7208,0.148636,0,-3.55749,-1.86,0.193689,-2.87286,-1.92133,0.159005,0,-3.00588,-1.86,0.153101,-2.25729,-1.82311,0.114117,0,-3.81059,-1.86,0.321236,-3.13922,-1.9004,0.295149,0,-2.88932,-1.86,0.203627,-2.16696,-1.93357,0.179187,0,
0.933353,-3.0816,-3.39982,0.29021,-2.39988,-3.53282,0.255725,-3.25493,-1.86,0.625425,-2.54952,-1.91418,0.614635,0,-2.88614,-1.86,0.744931,-2.15779,-1.8895,0.750911,0,-3.44729,-1.86,0.678311,-2.75938,-1.85377,0.688941,0,-3.69579,-1.86,0.45173,-3.03138,-1.89553,0.439205,0,-3.06056,-1.86,0.466941,-2.34545,-1.89594,0.452975,0,-4.01365,-1.86,0.574551,-3.3635,-1.91255,0.568336,0,-3.04965,-1.86,0.287434,-2.31926,-1.83215,0.263275,0,-3.54446,-1.86,0.311564,-2.86541,-1.9033,0.291898,0,-3.55348,-1.86,0.47684,-2.8671,-1.91195,0.459494,0,-3.66733,-1.86,0.156398,-2.98937,-1.91667,0.122422,0,-3.46119,-1.86,0.241818,-2.77477,-1.86168,0.211441,0,-3.15524,-1.86,0.588451,-2.43855,-1.9062,0.579002,0,-3.11744,-1.86,0.195065,-2.39983,-1.85431,0.158448,0,-3.55749,-1.86,0.193689,-2.87116,-1.9211,0.161732,0,-3.00588,-1.86,0.153101,-2.25983,-1.82377,0.112386,0,-3.81059,-1.86,0.321236,-3.13794,-1.90196,0.296898,0,-2.88932,-1.86,0.203627,-2.16805,-1.93427,0.178316,0,
0.966688,-3.0816,-3.39982,0.29021,-2.38852,-3.53237,0.255484,-3.25493,-1.86,0.625425,-2.55121,-1.91479,0.617601,0,-2.88614,-1.86,0.744931,-2.15859,-1.88967,0.750298,0,-3.44729,-1.86,0.678311,-2.76237,-1.85378,0.689791,0,-3.69579,-1.86,0.45173,-3.03019,-1.89499,0.439381,0,-3.06056,-1.86,0.466941,-2.34427,-1.89664,0.453261,0,-4.01365,-1.86,0.574551,-3.3644,-1.91021,0.569629,0,-3.04965,-1.86,0.287434,-2.31998,-1.83263,0.262677,0,-3.54446,-1.86,0.311564,-2.86518,-1.90275,0.293686,0,-3.55348,-1.86,0.47684,-2.86752,-1.91137,0.45957,0,-3.66733,-1.86,0.156398,-2.98981,-1.91614,0.123567,0,-3.46119,-1.86,0.241818,-2.77575,-1.8613,0.211433,0,-3.15524,-1.86,0.588451,-2.43935,-1.9064,0.579579,0,-3.11744,-1.86,0.195065,-2.40174,-1.85696,0.159236,0,-3.55749,-1.86,0.193689,-2.86961,-1.91951,0.16372,0,-3.00588,-1.86,0.153101,-2.2624,-1.82477,0.11251,0,-3.81059,-1.86,0.321236,-3.1393,-1.90072,0.297547,0,-2.88932,-1.86,0.203627,-2.16655,-1.93601,0.176659,0,
