time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,
0,-2.50552,-3.38783,0.286272,-2.07565,-3.1922,0.258387,-2.28193,-1.86,0.735244,-1.55737,0.349109,1.29905,0,-2.47886,-1.86,0.66132,-2.01681,0.178605,1.08584,0,-2.01206,-1.86,0.30042,-0.964914,0.246755,0.290232,0,-2.78718,-1.86,0.777638,-2.68842,0.131691,1.32739,0,-2.38234,-1.86,0.485763,-1.78396,0.425627,0.730772,0,-2.65943,-1.86,0.725631,-2.42439,0.269701,1.25393,0,-2.61384,-1.86,0.594135,-2.31831,0.230649,0.948104,0,-2.65257,-1.86,0.419457,-2.41095,0.291535,0.562073,0,-2.60962,-1.86,0.167652,-2.31864,0.374452,-0.0185272,0,-1.96709,-1.86,0.197851,-0.870761,0.226717,0.060521,0,-2.1002,-1.86,0.234254,-1.18599,0.161303,0.144211,0,-2.17422,-1.86,0.775291,-1.36665,0.077378,1.3049,0,-2.77108,-1.86,0.34159,-2.65245,0.126327,0.37854,0,-1.92368,-1.86,0.441435,-0.782936,0.202253,0.60312,0,-2.50742,-1.86,0.477277,-2.08007,0.368847,0.703579,0,-2.55417,-1.86,0.285387,-2.18838,0.348291,0.256337,0,-2.09515,-1.86,0.524629,-1.15057,0.251859,0.795695,0,-2.17343,-1.86,0.146177,-1.32254,0.272515,-0.0593112,0,
0.033334,-2.48011,-3.38671,0.286218,-2.06429,-3.19143,0.258156,-2.28193,-1.86,0.735244,-1.61902,0.108946,1.23758,0,-2.47886,-1.86,0.66132,-2.03306,0.0118644,1.0565,0,-2.01206,-1.86,0.30042,-1.0222,0.11936,0.292877,0,-2.78718,-1.86,0.777638,-2.67265,-0.0507057,1.27412,0,-2.38234,-1.86,0.485763,-1.82942,0.169359,0.70975,0,-2.65943,-1.86,0.725631,-2.42625,0.0493009,1.19162,0,-2.61384,-1.86,0.594135,-2.32226,0.0782189,0.921493,0,-2.65257,-1.86,0.419457,-2.4096,0.100174,0.549434,0,-2.60962,-1.86,0.167652,-2.32615,0.189794,-0.00626078,0,-1.96709,-1.86,0.197851,-0.928881,0.10718,0.0710994,0,-2.1002,-1.86,0.234254,-1.23763,0.0224843,0.151434,0,-2.17422,-1.86,0.775291,-1.435,-0.143402,1.24029,0,-2.77108,-1.86,0.34159,-2.64391,0.0192602,0.373785,0,-1.92368,-1.86,0.441435,-0.843272,0.0857337,0.592952,0,-2.50742,-1.86,0.477277,-2.10078,0.150537,0.678618,0,-2.55417,-1.86,0.285387,-2.2029,0.125215,0.260357,0,-2.09515,-1.86,0.524629,-1.21758,0.0760741,0.772388,0,-2.17343,-1.86,0.146177,-1.37265,0.117479,-0.0437626,0,
0.0666681,-2.47117,-3.38619,0.285811,-2.05428,-3.19066,0.257954,-2.28193,-1.86,0.735244,-1.65752,-0.0625954,1.19389,0,-2.47886,-1.86,0.66132,-2.05603,-0.18483,1.00439,0,-2.01206,-1.86,0.30042,-1.07487,0.0023551,0.290866,0,-2.78718,-1.86,0.777638,-2.66054,-0.196664,1.22648,0,-2.38234,-1.86,0.485763,-1.85779,-0.00567961,0.687876,0,-2.65943,-1.86,0.725631,-2.42426,-0.110933,1.14181,0,-2.61384,-1.86,0.594135,-2.32728,-0.0664914,0.891567,0,-2.65257,-1.86,0.419457,-2.40925,-0.0594947,0.534599,0,-2.60962,-1.86,0.167652,-2.3306,-0.029676,0.012156,0,-1.96709,-1.86,0.197851,-0.979836,0.00248909,0.0768047,0,-2.1002,-1.86,0.234254,-1.28856,-0.111402,0.156167,0,-2.17422,-1.86,0.775291,-1.47975,-0.287555,1.19351,0,-2.77108,-1.86,0.34159,-2.63692,-0.109938,0.369775,0,-1.92368,-1.86,0.441435,-0.89143,-0.00709748,0.585,0,-2.50742,-1.86,0.477277,-2.12069,-0.107297,0.649851,0,-2.55417,-1.86,0.285387,-2.21024,-0.00546455,0.258574,0,-2.09515,-1.86,0.524629,-1.28119,-0.0953541,0.744767,0,-2.17343,-1.86,0.146177,-1.41671,-0.0175197,-0.0301329,0,
0.100002,-2.44643,-3.38489,0.285775,-2.03904,-3.18949,0.257647,-2.28193,-1.86,0.735244,-1.68913,-0.205694,1.14304,0,-2.47886,-1.86,0.66132,-2.06947,-0.362792,0.954602,0,-2.01206,-1.86,0.30042,-1.12149,-0.109979,0.28564,0,-2.78718,-1.86,0.777638,-2.64907,-0.293571,1.19118,0,-2.38234,-1.86,0.485763,-1.87913,-0.152077,0.664107,0,-2.65943,-1.86,0.725631,-2.42034,-0.182581,1.1217,0,-2.61384,-1.86,0.594135,-2.3273,-0.207763,0.858983,0,-2.65257,-1.86,0.419457,-2.40471,-0.208307,0.517437,0,-2.60962,-1.86,0.167652,-2.32834,-0.168031,0.021278,0,-1.96709,-1.86,0.197851,-1.01263,-0.0712376,0.077572,0,-2.1002,-1.86,0.234254,-1.32437,-0.216086,0.155618,0,-2.17422,-1.86,0.775291,-1.51171,-0.397369,1.15555,0,-2.77108,-1.86,0.34159,-2.61915,-0.288214,0.360292,0,-1.92368,-1.86,0.441435,-0.956484,-0.139425,0.569626,0,-2.50742,-1.86,0.477277,-2.12562,-0.236406,0.626834,0,-2.55417,-1.86,0.285387,-2.21587,-0.145998,0.254411,0,-2.09515,-1.86,0.524629,-1.32277,-0.218586,0.720445,0,-2.17343,-1.86,0.146177,-1.47144,-0.206337,-0.0211242,0,
0.133336,-2.43711,-3.38436,0.285395,-2.02821,-3.18856,0.257432,-2.28193,-1.86,0.735244,-1.7201,-0.337945,1.09827,0,-2.47886,-1.86,0.66132,-2.08316,-0.512045,0.917295,0,-2.01206,-1.86,0.30042,-1.16587,-0.210748,0.289579,0,-2.78718,-1.86,0.777638,-2.64425,-0.369117,1.16402,0,-2.38234,-1.86,0.485763,-1.90351,-0.300918,0.642595,0,-2.65943,-1.86,0.725631,-2.42246,-0.301008,1.08626,0,-2.61384,-1.86,0.594135,-2.32976,-0.334926,0.831765,0,-2.65257,-1.86,0.419457,-2.40283,-0.35713,0.505632,0,-2.60962,-1.86,0.167652,-2.33084,-0.279181,0.0280618,0,-1.96709,-1.86,0.197851,-1.062,-0.170358,0.0835978,0,-2.1002,-1.86,0.234254,-1.35582,-0.299348,0.153993,0,-2.17422,-1.86,0.775291,-1.553,-0.527595,1.11388,0,-2.77108,-1.86,0.34159,-2.60811,-0.407257,0.354648,0,-1.92368,-1.86,0.441435,-1.02029,-0.269696,0.553504,0,-2.50742,-1.86,0.477277,-2.13563,-0.344895,0.614431,0,-2.55417,-1.86,0.285387,-2.2203,-0.22507,0.249869,0,-2.09515,-1.86,0.524629,-1.37856,-0.372123,0.698493,0,-2.17343,-1.86,0.146177,-1.51628,-0.35838,-0.00866839,0,
0.16667,-2.41157,-3.38307,0.285315,-2.01771,-3.18771,0.257222,-2.28193,-1.86,0.735244,-1.74708,-0.451364,1.06331,0,-2.47886,-1.86,0.66132,-2.09478,-0.640344,0.880925,0,-2.01206,-1.86,0.30042,-1.20955,-0.30928,0.284278,0,-2.78718,-1.86,0.777638,-2.63758,-0.471282,1.12778,0,-2.38234,-1.86,0.485763,-1.91592,-0.375769,0.628602,0,-2.65943,-1.86,0.725631,-2.42289,-0.385865,1.05981,0,-2.61384,-1.86,0.594135,-2.33203,-0.449975,0.806106,0,-2.65257,-1.86,0.419457,-2.40239,-0.429702,0.497212,0,-2.60962,-1.86,0.167652,-2.33363,-0.374144,0.0316409,0,-1.96709,-1.86,0.197851,-1.11283,-0.277347,0.0884318,0,-2.1002,-1.86,0.234254,-1.38535,-0.376795,0.150498,0,-2.17422,-1.86,0.775291,-1.58195,-0.619691,1.08114,0,-2.77108,-1.86,0.34159,-2.59549,-0.550281,0.348352,0,-1.92368,-1.86,0.441435,-1.05013,-0.330144,0.544523,0,-2.50742,-1.86,0.477277,-2.14571,-0.456766,0.595858,0,-2.55417,-1.86,0.285387,-2.22805,-0.310905,0.248356,0,-2.09515,-1.86,0.524629,-1.42115,-0.492658,0.679542,0,-2.17343,-1.86,0.146177,-1.54877,-0.467115,-0.00213224,0,
0.200004,-2.40266,-3.38255,0.284912,-1.99119,-3.18559,0.256691,-2.28193,-1.86,0.735244,-1.75882,-0.56436,1.03379,0,-2.47886,-1.86,0.66132,-2.08979,-0.741308,0.859687,0,-2.01206,-1.86,0.30042,-1.24144,-0.418639,0.292422,0,-2.78718,-1.86,0.777638,-2.61729,-0.550215,1.10691,0,-2.38234,-1.86,0.485763,-1.91878,-0.464984,0.615677,0,-2.65943,-1.86,0.725631,-2.40687,-0.527963,1.01891,0,-2.61384,-1.86,0.594135,-2.31931,-0.551547,0.789574,0,-2.65257,-1.86,0.419457,-2.38904,-0.519219,0.493295,0,-2.60962,-1.86,0.167652,-2.32156,-0.503021,0.044868,0,-1.96709,-1.86,0.197851,-1.14304,-0.371552,0.0968934,0,-2.1002,-1.86,0.234254,-1.41119,-0.48021,0.158314,0,-2.17422,-1.86,0.775291,-1.59648,-0.710684,1.0545,0,-2.77108,-1.86,0.34159,-2.57032,-0.657817,0.347579,0,-1.92368,-1.86,0.441435,-1.059,-0.369083,0.54118,0,-2.50742,-1.86,0.477277,-2.14066,-0.575897,0.584888,0,-2.55417,-1.86,0.285387,-2.22106,-0.414545,0.250209,0,-2.09515,-1.86,0.524629,-1.44387,-0.598002,0.667576,0,-2.17343,-1.86,0.146177,-1.56446,-0.5622,0.0118903,0,
0.233338,-2.40266,-3.38255,0.284912,-1.98119,-3.18477,0.256491,-2.28193,-1.86,0.735244,-1.77726,-0.646565,1.00993,0,-2.47886,-1.86,0.66132,-2.09731,-0.823163,0.841653,0,-2.01206,-1.86,0.30042,-1.27757,-0.505259,0.290832,0,-2.78718,-1.86,0.777638,-2.61002,-0.637674,1.08117,0,-2.38234,-1.86,0.485763,-1.93953,-0.603965,0.598317,0,-2.65943,-1.86,0.725631,-2.4008,-0.66932,0.978965,0,-2.61384,-1.86,0.594135,-2.32021,-0.643279,0.772384,0,-2.65257,-1.86,0.419457,-2.38819,-0.608464,0.486647,0,-2.60962,-1.86,0.167652,-2.3211,-0.60649,0.0559989,0,-1.96709,-1.86,0.197851,-1.18022,-0.452965,0.100715,0,-2.1002,-1.86,0.234254,-1.44397,-0.573394,0.161916,0,-2.17422,-1.86,0.775291,-1.61694,-0.776815,1.03455,0,-2.77108,-1.86,0.34159,-2.56114,-0.750685,0.345786,0,-1.92368,-1.86,0.441435,-1.09571,-0.437517,0.535663,0,-2.50742,-1.86,0.477277,-2.1457,-0.6427,0.573981,0,-2.55417,-1.86,0.285387,-2.22601,-0.5642,0.252238,0,-2.09515,-1.86,0.524629,-1.47096,-0.674696,0.655782,0,-2.17343,-1.86,0.146177,-1.58996,-0.646468,0.0207821,0,
0.266672,-2.37681,-3.38119,0.28488,-1.95418,-3.18257,0.255951,-2.28193,-1.86,0.735244,-1.77632,-0.703973,0.993927,0,-2.47886,-1.86,0.66132,-2.08873,-0.887153,0.826412,0,-2.01206,-1.86,0.30042,-1.30609,-0.610487,0.289909,0,-2.78718,-1.86,0.777638,-2.58754,-0.71689,1.05651,0,-2.38234,-1.86,0.485763,-1.93563,-0.683522,0.585929,0,-2.65943,-1.86,0.725631,-2.38231,-0.749029,0.957223,0,-2.61384,-1.86,0.594135,-2.30545,-0.729405,0.757497,0,-2.65257,-1.86,0.419457,-2.37132,-0.695289,0.481538,0,-2.60962,-1.86,0.167652,-2.3062,-0.688752,0.0641354,0,-1.96709,-1.86,0.197851,-1.20209,-0.531873,0.10429,0,-2.1002,-1.86,0.234254,-1.45517,-0.646117,0.167282,0,-2.17422,-1.86,0.775291,-1.6215,-0.839572,1.01802,0,-2.77108,-1.86,0.34159,-2.53718,-0.835906,0.345158,0,-1.92368,-1.86,0.441435,-1.12827,-0.534073,0.528703,0,-2.50742,-1.86,0.477277,-2.13641,-0.695913,0.565736,0,-2.55417,-1.86,0.285387,-2.21273,-0.696627,0.254466,0,-2.09515,-1.86,0.524629,-1.48455,-0.754218,0.64473,0,-2.17343,-1.86,0.146177,-1.59837,-0.722669,0.0287219,0,
0.300006,-2.35121,-3.37984,0.284825,-1.93913,-3.18132,0.25565,-2.28193,-1.86,0.735244,-1.79088,-0.785031,0.966938,0,-2.47886,-1.86,0.66132,-2.08984,-0.935043,0.815046,0,-2.01206,-1.86,0.30042,-1.32883,-0.678697,0.285777,0,-2.78718,-1.86,0.777638,-2.56834,-0.839331,1.01589,0,-2.38234,-1.86,0.485763,-1.94605,-0.790742,0.570336,0,-2.65943,-1.86,0.725631,-2.37738,-0.79687,0.945716,0,-2.61384,-1.86,0.594135,-2.301,-0.811762,0.738311,0,-2.65257,-1.86,0.419457,-2.36647,-0.746857,0.473538,0,-2.60962,-1.86,0.167652,-2.30109,-0.788619,0.0693478,0,-1.96709,-1.86,0.197851,-1.23485,-0.615818,0.111799,0,-2.1002,-1.86,0.234254,-1.4823,-0.739436,0.163929,0,-2.17422,-1.86,0.775291,-1.63428,-0.892256,1.0003,0,-2.77108,-1.86,0.34159,-2.52194,-0.93112,0.33833,0,-1.92368,-1.86,0.441435,-1.15894,-0.608524,0.520345,0,-2.50742,-1.86,0.477277,-2.13818,-0.762182,0.555917,0,-2.55417,-1.86,0.285387,-2.20959,-0.794824,0.253095,0,-2.09515,-1.86,0.524629,-1.51643,-0.864288,0.624733,0,-2.17343,-1.86,0.146177,-1.61821,-0.806206,0.0348616,0,
