time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,p18wx,p18wy,p18wz,p18wHatx,p18wHaty,p18wHatz,converged18,p19wx,p19wy,p19wz,p19wHatx,p19wHaty,p19wHatz,converged19,
0,2.61757,3.41686,0.25832,2.68129,3.34995,0.38511,2.04917,1.86,0.675182,1.44558,-0.034699,1.29138,0,3.04034,1.86,0.665319,3.63361,-0.157007,1.30191,0,1.92838,1.86,0.7058,1.25507,0.128178,1.31113,0,2.46254,1.86,0.694854,2.33054,-0.172372,1.37275,0,2.45323,1.86,0.429264,2.30196,-0.243528,0.779676,0,2.00145,1.86,0.0832026,1.31985,-0.0902073,-0.0018419,0,2.67446,1.86,0.364598,2.81428,-0.289477,0.633554,0,1.86583,1.86,0.205519,1.04434,-0.0401735,0.270135,0,2.37141,1.86,0.301279,2.10505,-0.294488,0.485672,0,2.2115,1.86,0.274408,1.76157,-0.176279,0.421549,0,2.07557,1.86,0.379997,1.46694,-0.138167,0.657726,0,2.24913,1.86,0.380365,1.8377,-0.214675,0.664546,0,2.31309,1.86,0.185824,1.98483,-0.21109,0.21929,0,1.86386,1.86,0.539452,1.0796,0.0414982,0.982537,0,1.7516,1.86,0.172499,0.827923,0.017915,0.201434,0,1.77817,1.86,0.452082,0.880291,0.00958109,0.800843,0,2.55498,1.86,0.375302,2.53555,-0.275189,0.657503,0,2.54728,1.86,0.619944,2.52354,-0.144027,1.19668,0,2.33646,1.86,0.0502045,2.03751,-0.21539,-0.0914909,0,2.48187,1.86,0.0465459,2.36646,-0.262038,-0.106215,0,
0.0333341,2.58997,3.41906,0.258697,2.65437,3.35136,0.386138,2.04917,1.86,0.675182,1.51785,0.130675,1.2413,0,3.04034,1.86,0.665319,3.59908,0.0099566,1.26078,0,1.92838,1.86,0.7058,1.32326,0.264194,1.26762,0,2.46254,1.86,0.694854,2.37573,0.119711,1.27942,0,2.45323,1.86,0.429264,2.34108,0.00627303,0.745961,0,2.00145,1.86,0.0832026,1.38912,0.0616477,0.0115032,0,2.67446,1.86,0.364598,2.81937,-0.0237169,0.616088,0,1.86583,1.86,0.205519,1.12161,0.0978248,0.269686,0,2.37141,1.86,0.301279,2.14118,-0.108806,0.467964,0,2.2115,1.86,0.274408,1.82544,0.026552,0.415365,0,2.07557,1.86,0.379997,1.53413,0.0250833,0.641954,0,2.24913,1.86,0.380365,1.89774,-0.00735879,0.641622,0,2.31309,1.86,0.185824,2.03935,0.00664425,0.229959,0,1.86386,1.86,0.539452,1.14635,0.15803,0.958234,0,1.7516,1.86,0.172499,0.906007,0.138702,0.203077,0,1.77817,1.86,0.452082,0.92645,0.0863421,0.78485,0,2.55498,1.86,0.375302,2.55525,-0.049803,0.634,0,2.54728,1.86,0.619944,2.5428,0.064698,1.14179,0,2.33646,1.86,0.0502045,2.09131,0.00977111,-0.0597308,0,2.48187,1.86,0.0465459,2.40468,0.0156007,-0.076687,0,
0.0666681,2.56269,3.42123,0.259091,2.63937,3.3521,0.38671,2.04917,1.86,0.675182,1.5802,0.267081,1.20544,0,3.04034,1.86,0.665319,3.56798,0.179214,1.22184,0,1.92838,1.86,0.7058,1.38383,0.374569,1.23711,0,2.46254,1.86,0.694854,2.40697,0.315089,1.2268,0,2.45323,1.86,0.429264,2.3788,0.227908,0.722557,0,2.00145,1.86,0.0832026,1.46463,0.213767,0.0317823,0,2.67446,1.86,0.364598,2.82458,0.193325,0.601756,0,1.86583,1.86,0.205519,1.22922,0.279648,0.280718,0,2.37141,1.86,0.301279,2.18703,0.0791667,0.466871,0,2.2115,1.86,0.274408,1.88049,0.189722,0.414535,0,2.07557,1.86,0.379997,1.58441,0.141341,0.629354,0,2.24913,1.86,0.380365,1.95307,0.169205,0.629847,0,2.31309,1.86,0.185824,2.08735,0.187361,0.238068,0,1.86386,1.86,0.539452,1.23791,0.310354,0.932791,0,1.7516,1.86,0.172499,0.983764,0.252094,0.211305,0,1.77817,1.86,0.452082,0.978874,0.161457,0.776007,0,2.55498,1.86,0.375302,2.57475,0.129581,0.62379,0,2.54728,1.86,0.619944,2.56224,0.230729,1.10625,0,2.33646,1.86,0.0502045,2.15625,0.272623,-0.0247003,0,2.48187,1.86,0.0465459,2.43605,0.22566,-0.0454443,0,
0.100002,2.56269,3.42123,0.259091,2.62776,3.35275,0.387154,2.04917,1.86,0.675182,1.62404,0.36136,1.18004,0,3.04034,1.86,0.665319,3.54596,0.29858,1.19162,0,1.92838,1.86,0.7058,1.42477,0.447634,1.21461,0,2.46254,1.86,0.694854,2.42893,0.444564,1.19142,0,2.45323,1.86,0.429264,2.39215,0.314447,0.718795,0,2.00145,1.86,0.0832026,1.54454,0.377881,0.0484616,0,2.67446,1.86,0.364598,2.82771,0.316919,0.596784,0,1.86583,1.86,0.205519,1.29288,0.391226,0.28519,0,2.37141,1.86,0.301279,2.22125,0.225981,0.462049,0,2.2115,1.86,0.274408,1.92583,0.321668,0.41286,0,2.07557,1.86,0.379997,1.63764,0.258063,0.619784,0,2.24913,1.86,0.380365,1.9932,0.296386,0.620748,0,2.31309,1.86,0.185824,2.12383,0.322229,0.248265,0,1.86386,1.86,0.539452,1.32027,0.452042,0.910286,0,1.7516,1.86,0.172499,1.03734,0.330796,0.215296,0,1.77817,1.86,0.452082,1.02969,0.234219,0.765558,0,2.55498,1.86,0.375302,2.59282,0.288723,0.610307,0,2.54728,1.86,0.619944,2.57755,0.354669,1.07598,0,2.33646,1.86,0.0502045,2.18431,0.392778,-0.00677994,0,2.48187,1.86,0.0465459,2.45913,0.376481,-0.0250058,0,
0.133336,2.55153,3.42217,0.25893,2.61751,3.35327,0.387545,2.04917,1.86,0.675182,1.68065,0.477746,1.14837,0,3.04034,1.86,0.665319,3.52885,0.40346,1.16257,0,1.92838,1.86,0.7058,1.48064,0.542648,1.18945,0,2.46254,1.86,0.694854,2.45303,0.573978,1.15196,0,2.45323,1.86,0.429264,2.42576,0.484089,0.697651,0,2.00145,1.86,0.0832026,1.6142,0.521604,0.0642438,0,2.67446,1.86,0.364598,2.83525,0.512768,0.586535,0,1.86583,1.86,0.205519,1.38459,0.547716,0.283952,0,2.37141,1.86,0.301279,2.26972,0.434193,0.460863,0,2.2115,1.86,0.274408,1.97699,0.467419,0.410962,0,2.07557,1.86,0.379997,1.68581,0.362519,0.611123,0,2.24913,1.86,0.380365,2.04085,0.441639,0.608927,0,2.31309,1.86,0.185824,2.16332,0.461669,0.253023,0,1.86386,1.86,0.539452,1.39057,0.571838,0.891064,0,1.7516,1.86,0.172499,1.09713,0.413748,0.221615,0,1.77817,1.86,0.452082,1.10844,0.347133,0.748988,0,2.55498,1.86,0.375302,2.6094,0.427495,0.602402,0,2.54728,1.86,0.619944,2.59685,0.499113,1.04191,0,2.33646,1.86,0.0502045,2.21423,0.501728,0.00548682,0,2.48187,1.86,0.0465459,2.48363,0.524929,-0.00337556,0,
0.16667,2.52403,3.42421,0.259419,2.60255,3.354,0.388115,2.04917,1.86,0.675182,1.71363,0.555275,1.12542,0,3.04034,1.86,0.665319,3.51094,0.49192,1.14082,0,1.92838,1.86,0.7058,1.5216,0.620465,1.16366,0,2.46254,1.86,0.694854,2.46935,0.691491,1.11331,0,2.45323,1.86,0.429264,2.44771,0.639969,0.675419,0,2.00145,1.86,0.0832026,1.67927,0.667228,0.0768187,0,2.67446,1.86,0.364598,2.83436,0.639617,0.575336,0,1.86583,1.86,0.205519,1.43687,0.647745,0.282354,0,2.37141,1.86,0.301279,2.28666,0.52981,0.455103,0,2.2115,1.86,0.274408,1.99962,0.545974,0.405569,0,2.07557,1.86,0.379997,1.72838,0.464057,0.601331,0,2.24913,1.86,0.380365,2.0727,0.554488,0.597915,0,2.31309,1.86,0.185824,2.1796,0.533855,0.254787,0,1.86386,1.86,0.539452,1.43005,0.644145,0.875628,0,1.7516,1.86,0.172499,1.15041,0.494928,0.222629,0,1.77817,1.86,0.452082,1.1669,0.442523,0.728587,0,2.55498,1.86,0.375302,2.61906,0.541659,0.591605,0,2.54728,1.86,0.619944,2.60648,0.608097,1.01801,0,2.33646,1.86,0.0502045,2.23971,0.610382,0.0197439,0,2.48187,1.86,0.0465459,2.49953,0.650441,0.0126906,0,
0.200004,2.52403,3.42421,0.259419,2.59019,3.3546,0.388586,2.04917,1.86,0.675182,1.76544,0.669233,1.09619,0,3.04034,1.86,0.665319,3.48807,0.608003,1.10315,0,1.92838,1.86,0.7058,1.5542,0.680079,1.1421,0,2.46254,1.86,0.694854,2.48278,0.779702,1.08513,0,2.45323,1.86,0.429264,2.4641,0.754313,0.658213,0,2.00145,1.86,0.0832026,1.73877,0.80191,0.086648,0,2.67446,1.86,0.364598,2.83538,0.74533,0.562794,0,1.86583,1.86,0.205519,1.484,0.731783,0.28197,0,2.37141,1.86,0.301279,2.31599,0.666834,0.445045,0,2.2115,1.86,0.274408,2.03675,0.656913,0.400447,0,2.07557,1.86,0.379997,1.76953,0.561018,0.589621,0,2.24913,1.86,0.380365,2.10922,0.678157,0.584225,0,2.31309,1.86,0.185824,2.20778,0.636256,0.257466,0,1.86386,1.86,0.539452,1.47317,0.717319,0.858103,0,1.7516,1.86,0.172499,1.21083,0.586311,0.223319,0,1.77817,1.86,0.452082,1.22449,0.532764,0.7123,0,2.55498,1.86,0.375302,2.63176,0.676209,0.57794,0,2.54728,1.86,0.619944,2.6182,0.718123,0.989344,0,2.33646,1.86,0.0502045,2.27155,0.747262,0.0327727,0,2.48187,1.86,0.0465459,2.51807,0.789605,0.02778,0,
0.233338,2.49718,3.42622,0.259863,2.56386,3.35589,0.389589,2.04917,1.86,0.675182,1.81225,0.807298,1.06589,0,3.04034,1.86,0.665319,3.4449,0.763498,1.06638,0,1.92838,1.86,0.7058,1.57154,0.730482,1.13335,0,2.46254,1.86,0.694854,2.49016,0.89656,1.05689,0,2.45323,1.86,0.429264,2.46646,0.842345,0.657695,0,2.00145,1.86,0.0832026,1.76097,0.875093,0.0997711,0,2.67446,1.86,0.364598,2.82588,0.872876,0.555969,0,1.86583,1.86,0.205519,1.52943,0.830365,0.291455,0,2.37141,1.86,0.301279,2.33891,0.839607,0.441853,0,2.2115,1.86,0.274408,2.0718,0.803487,0.403406,0,2.07557,1.86,0.379997,1.82805,0.730518,0.581632,0,2.24913,1.86,0.380365,2.13384,0.802346,0.577799,0,2.31309,1.86,0.185824,2.23075,0.772159,0.267375,0,1.86386,1.86,0.539452,1.52368,0.825344,0.844981,0,1.7516,1.86,0.172499,1.23615,0.639729,0.229797,0,1.77817,1.86,0.452082,1.28185,0.638332,0.7068,0,2.55498,1.86,0.375302,2.63391,0.854447,0.573321,0,2.54728,1.86,0.619944,2.61883,0.840303,0.965909,0,2.33646,1.86,0.0502045,2.28713,0.865967,0.0525818,0,2.48187,1.86,0.0465459,2.52427,0.930305,0.0510108,0,
0.266672,2.48641,3.42712,0.259697,2.54874,3.3566,0.390165,2.04917,1.86,0.675182,1.83679,0.873716,1.04621,0,3.04034,1.86,0.665319,3.42454,0.839907,1.04854,0,1.92838,1.86,0.7058,1.59442,0.774667,1.11582,0,2.46254,1.86,0.694854,2.49499,0.951596,1.04287,0,2.45323,1.86,0.429264,2.47549,0.914645,0.649716,0,2.00145,1.86,0.0832026,1.79747,0.96025,0.10741,0,2.67446,1.86,0.364598,2.82255,0.917493,0.551503,0,1.86583,1.86,0.205519,1.56482,0.900805,0.289811,0,2.37141,1.86,0.301279,2.35594,0.951825,0.436644,0,2.2115,1.86,0.274408,2.10111,0.913284,0.400727,0,2.07557,1.86,0.379997,1.86476,0.834204,0.572811,0,2.24913,1.86,0.380365,2.15289,0.881714,0.569025,0,2.31309,1.86,0.185824,2.26152,0.921244,0.272194,0,1.86386,1.86,0.539452,1.55337,0.885847,0.825498,0,1.7516,1.86,0.172499,1.29531,0.733948,0.229443,0,1.77817,1.86,0.452082,1.348,0.750894,0.687101,0,2.55498,1.86,0.375302,2.6373,0.955323,0.565651,0,2.54728,1.86,0.619944,2.62209,0.909759,0.949758,0,2.33646,1.86,0.0502045,2.30626,0.966953,0.0661665,0,2.48187,1.86,0.0465459,2.53188,1.02199,0.0636194,0,
0.300007,2.45968,3.42904,0.260212,2.55369,3.35639,0.389977,2.04917,1.86,0.675182,1.87463,0.925846,1.03239,0,3.04034,1.86,0.665319,3.42523,0.90744,1.02922,0,1.92838,1.86,0.7058,1.63623,0.822994,1.10318,0,2.46254,1.86,0.694854,2.5216,1.02281,1.02143,0,2.45323,1.86,0.429264,2.50282,0.994757,0.640517,0,2.00145,1.86,0.0832026,1.84351,1.02964,0.117789,0,2.67446,1.86,0.364598,2.83909,1.0161,0.547952,0,1.86583,1.86,0.205519,1.61784,0.969584,0.295284,0,2.37141,1.86,0.301279,2.38841,1.04571,0.43553,0,2.2115,1.86,0.274408,2.12964,0.96059,0.404089,0,2.07557,1.86,0.379997,1.90835,0.907399,0.56838,0,2.24913,1.86,0.380365,2.18721,0.948624,0.564041,0,2.31309,1.86,0.185824,2.28699,0.972819,0.275025,0,1.86386,1.86,0.539452,1.60244,0.94566,0.817253,0,1.7516,1.86,0.172499,1.33761,0.77854,0.232389,0,1.77817,1.86,0.452082,1.41035,0.830756,0.678928,0,2.55498,1.86,0.375302,2.65682,1.02431,0.554385,0,2.54728,1.86,0.619944,2.64473,0.9881,0.932235,0,2.33646,1.86,0.0502045,2.33585,1.03489,0.0771772,0,2.48187,1.86,0.0465459,2.55404,1.07944,0.0726387,0,
