time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,p18wx,p18wy,p18wz,p18wHatx,p18wHaty,p18wHatz,converged18,
0,-3.53391,3.25618,0.312912,-3.36369,3.42489,0.483254,-4.20274,1.86,0.633783,-4.82244,0.379742,1.18309,0,-4.09871,1.86,0.681845,-4.59145,0.389882,1.28524,0,-3.45803,1.86,0.320585,-3.19171,0.260298,0.500647,0,-3.76368,1.86,0.535142,-3.87224,0.334678,0.975123,0,-3.32496,1.86,0.397143,-2.8929,0.279104,0.673039,0,-3.43854,1.86,0.430666,-3.15502,0.370062,0.7409,0,-3.17101,1.86,0.492483,-2.55411,0.31021,0.883851,0,-3.73735,1.86,0.427326,-3.80599,0.389436,0.732003,0,-3.6223,1.86,0.546827,-3.55509,0.401817,0.989738,0,-3.93197,1.86,0.197653,-4.22773,0.394286,0.233069,0,-3.60653,1.86,0.70056,-3.52326,0.357227,1.33499,0,-3.33339,1.86,0.515899,-2.9278,0.389834,0.924513,0,-3.98435,1.86,0.677905,-4.29987,0.523094,1.24185,0,-3.9474,1.86,0.330239,-4.27987,0.331358,0.521646,0,-4.03305,1.86,0.550662,-4.43998,0.414333,0.995909,0,-3.47658,1.86,0.181726,-3.23712,0.342207,0.193603,0,-3.76918,1.86,0.322725,-3.8947,0.273708,0.505403,0,-4.20895,1.86,0.343587,-4.85339,0.343747,0.55095,0,-3.84212,1.86,0.129098,-4.02014,0.451169,0.0917506,0,
0.0333341,-3.56149,3.25562,0.313426,-3.37913,3.42519,0.483609,-4.20274,1.86,0.633783,-4.67786,0.631065,1.12072,0,-4.09871,1.86,0.681845,-4.51272,0.549191,1.23998,0,-3.45803,1.86,0.320585,-3.18998,0.613238,0.494048,0,-3.76368,1.86,0.535142,-3.80432,0.625935,0.926425,0,-3.32496,1.86,0.397143,-2.91488,0.535492,0.657408,0,-3.43854,1.86,0.430666,-3.15776,0.649801,0.715259,0,-3.17101,1.86,0.492483,-2.60676,0.580725,0.845574,0,-3.73735,1.86,0.427326,-3.74616,0.682353,0.706592,0,-3.6223,1.86,0.546827,-3.51954,0.696442,0.937011,0,-3.93197,1.86,0.197653,-4.15255,0.604753,0.250042,0,-3.60653,1.86,0.70056,-3.49136,0.636286,1.25602,0,-3.33339,1.86,0.515899,-2.9575,0.734607,0.869505,0,-3.98435,1.86,0.677905,-4.21199,0.745724,1.18128,0,-3.9474,1.86,0.330239,-4.1866,0.585135,0.514995,0,-4.03305,1.86,0.550662,-4.33503,0.658702,0.950855,0,-3.47658,1.86,0.181726,-3.23247,0.657194,0.226665,0,-3.76918,1.86,0.322725,-3.81995,0.59677,0.501229,0,-4.20895,1.86,0.343587,-4.73358,0.548159,0.547016,0,-3.84212,1.86,0.129098,-3.93858,0.744528,0.127103,0,
0.0666681,-3.56149,3.25562,0.313426,-3.39167,3.42546,0.483898,-4.20274,1.86,0.633783,-4.57117,0.819509,1.07503,0,-4.09871,1.86,0.681845,-4.43424,0.70215,1.19808,0,-3.45803,1.86,0.320585,-3.19081,0.913357,0.491932,0,-3.76368,1.86,0.535142,-3.75715,0.832463,0.89426,0,-3.32496,1.86,0.397143,-2.93286,0.756926,0.64461,0,-3.43854,1.86,0.430666,-3.15861,0.842112,0.698846,0,-3.17101,1.86,0.492483,-2.64004,0.758037,0.822614,0,-3.73735,1.86,0.427326,-3.69353,0.940621,0.680642,0,-3.6223,1.86,0.546827,-3.49532,0.889787,0.904513,0,-3.93197,1.86,0.197653,-4.08906,0.777486,0.264961,0,-3.60653,1.86,0.70056,-3.46927,0.822109,1.20414,0,-3.33339,1.86,0.515899,-2.97692,0.955368,0.837287,0,-3.98435,1.86,0.677905,-4.15704,0.881153,1.14569,0,-3.9474,1.86,0.330239,-4.11801,0.769808,0.513547,0,-4.03305,1.86,0.550662,-4.26467,0.819186,0.92338,0,-3.47658,1.86,0.181726,-3.22905,0.843125,0.245335,0,-3.76918,1.86,0.322725,-3.76817,0.823728,0.499438,0,-4.20895,1.86,0.343587,-4.62309,0.73904,0.539018,0,-3.84212,1.86,0.129098,-3.88548,0.930654,0.15156,0,
0.100002,-3.58834,3.25497,0.313841,-3.41853,3.42588,0.484512,-4.20274,1.86,0.633783,-4.48623,0.996683,1.03584,0,-4.09871,1.86,0.681845,-4.35773,0.885989,1.14989,0,-3.45803,1.86,0.320585,-3.20708,1.09957,0.489933,0,-3.76368,1.86,0.535142,-3.72972,1.01788,0.863312,0,-3.32496,1.86,0.397143,-2.96627,0.967235,0.630627,0,-3.43854,1.86,0.430666,-3.17411,1.02173,0.682178,0,-3.17101,1.86,0.492483,-2.68892,0.941949,0.79748,0,-3.73735,1.86,0.427326,-3.663,1.1734,0.660848,0,-3.6223,1.86,0.546827,-3.48796,1.06506,0.872225,0,-3.93197,1.86,0.197653,-4.03758,0.961308,0.280115,0,-3.60653,1.86,0.70056,-3.46122,1.01405,1.14925,0,-3.33339,1.86,0.515899,-3.00998,1.16239,0.805701,0,-3.98435,1.86,0.677905,-4.10476,1.04428,1.10051,0,-3.9474,1.86,0.330239,-4.06385,0.9567,0.511378,0,-4.03305,1.86,0.550662,-4.19788,1.00526,0.891806,0,-3.47658,1.86,0.181726,-3.23948,1.0376,0.264932,0,-3.76918,1.86,0.322725,-3.73536,1.03458,0.49812,0,-4.20895,1.86,0.343587,-4.54368,0.904094,0.535521,0,-3.84212,1.86,0.129098,-3.8489,1.10913,0.176179,0,
0.133336,-3.59902,3.25473,0.313691,-3.42864,3.42602,0.484743,-4.20274,1.86,0.633783,-4.41217,1.12898,1.00428,0,-4.09871,1.86,0.681845,-4.27399,1.06072,1.0999,0,-3.45803,1.86,0.320585,-3.20668,1.23953,0.489303,0,-3.76368,1.86,0.535142,-3.68875,1.20425,0.834305,0,-3.32496,1.86,0.397143,-2.98034,1.12156,0.621924,0,-3.43854,1.86,0.430666,-3.17501,1.17055,0.670983,0,-3.17101,1.86,0.492483,-2.71495,1.07994,0.78053,0,-3.73735,1.86,0.427326,-3.62853,1.35505,0.645575,0,-3.6223,1.86,0.546827,-3.46967,1.21028,0.848807,0,-3.93197,1.86,0.197653,-3.97272,1.14859,0.294506,0,-3.60653,1.86,0.70056,-3.4453,1.15195,1.11087,0,-3.33339,1.86,0.515899,-3.02142,1.29281,0.78611,0,-3.98435,1.86,0.677905,-4.05063,1.17999,1.06505,0,-3.9474,1.86,0.330239,-4.00534,1.11907,0.508413,0,-4.03305,1.86,0.550662,-4.12819,1.16935,0.863118,0,-3.47658,1.86,0.181726,-3.23689,1.19069,0.277903,0,-3.76918,1.86,0.322725,-3.69465,1.22135,0.494752,0,-4.20895,1.86,0.343587,-4.46178,1.04851,0.532206,0,-3.84212,1.86,0.129098,-3.81315,1.23403,0.191518,0,
0.16667,-3.6269,3.25405,0.314094,-3.44404,3.42623,0.485094,-4.20274,1.86,0.633783,-4.35758,1.23443,0.981615,0,-4.09871,1.86,0.681845,-4.21118,1.20536,1.06594,0,-3.45803,1.86,0.320585,-3.21132,1.36406,0.491821,0,-3.76368,1.86,0.535142,-3.65852,1.37451,0.809948,0,-3.32496,1.86,0.397143,-2.99745,1.2565,0.615996,0,-3.43854,1.86,0.430666,-3.18113,1.29841,0.663265,0,-3.17101,1.86,0.492483,-2.7444,1.21009,0.767012,0,-3.73735,1.86,0.427326,-3.60767,1.49162,0.635572,0,-3.6223,1.86,0.546827,-3.45672,1.36618,0.826832,0,-3.93197,1.86,0.197653,-3.90758,1.36324,0.315035,0,-3.60653,1.86,0.70056,-3.43386,1.29884,1.0724,0,-3.33339,1.86,0.515899,-3.03854,1.43295,0.76961,0,-3.98435,1.86,0.677905,-4.00768,1.30206,1.03704,0,-3.9474,1.86,0.330239,-3.96334,1.25033,0.507067,0,-4.03305,1.86,0.550662,-4.06273,1.34237,0.840189,0,-3.47658,1.86,0.181726,-3.24045,1.35096,0.296092,0,-3.76918,1.86,0.322725,-3.6737,1.3395,0.494421,0,-4.20895,1.86,0.343587,-4.41064,1.14792,0.535902,0,-3.84212,1.86,0.129098,-3.77938,1.37028,0.211091,0,
0.200004,-3.6269,3.25405,0.314094,-3.45636,3.42644,0.485376,-4.20274,1.86,0.633783,-4.30333,1.33579,0.960305,0,-4.09871,1.86,0.681845,-4.15902,1.32239,1.03693,0,-3.45803,1.86,0.320585,-3.21439,1.48414,0.491883,0,-3.76368,1.86,0.535142,-3.63734,1.48907,0.791068,0,-3.32496,1.86,0.397143,-3.01241,1.38523,0.60794,0,-3.43854,1.86,0.430666,-3.18533,1.41944,0.653577,0,-3.17101,1.86,0.492483,-2.77412,1.34532,0.75257,0,-3.73735,1.86,0.427326,-3.58871,1.60516,0.627831,0,-3.6223,1.86,0.546827,-3.44685,1.47776,0.808787,0,-3.93197,1.86,0.197653,-3.86697,1.49905,0.326755,0,-3.60653,1.86,0.70056,-3.42372,1.42404,1.03968,0,-3.33339,1.86,0.515899,-3.05124,1.54225,0.753747,0,-3.98435,1.86,0.677905,-3.96295,1.42478,1.0056,0,-3.9474,1.86,0.330239,-3.93415,1.33751,0.508696,0,-4.03305,1.86,0.550662,-4.01413,1.46854,0.817968,0,-3.47658,1.86,0.181726,-3.24279,1.48111,0.307023,0,-3.76918,1.86,0.322725,-3.65164,1.44902,0.493251,0,-4.20895,1.86,0.343587,-4.34253,1.27299,0.53296,0,-3.84212,1.86,0.129098,-3.75754,1.45632,0.223633,0,
0.233338,-3.65416,3.25347,0.31444,-3.48339,3.42695,0.485997,-4.20274,1.86,0.633783,-4.26999,1.42591,0.942948,0,-4.09871,1.86,0.681845,-4.13816,1.40025,1.01842,0,-3.45803,1.86,0.320585,-3.23066,1.56415,0.491091,0,-3.76368,1.86,0.535142,-3.63734,1.56145,0.779872,0,-3.32496,1.86,0.397143,-3.03686,1.47304,0.602792,0,-3.43854,1.86,0.430666,-3.20228,1.49977,0.646304,0,-3.17101,1.86,0.492483,-2.80668,1.42882,0.741969,0,-3.73735,1.86,0.427326,-3.59298,1.66256,0.625241,0,-3.6223,1.86,0.546827,-3.45594,1.52696,0.800795,0,-3.93197,1.86,0.197653,-3.85226,1.59297,0.334456,0,-3.60653,1.86,0.70056,-3.43116,1.50316,1.01727,0,-3.33339,1.86,0.515899,-3.07702,1.63961,0.736575,0,-3.98435,1.86,0.677905,-3.94403,1.51718,0.982346,0,-3.9474,1.86,0.330239,-3.91521,1.43484,0.503498,0,-4.03305,1.86,0.550662,-3.99894,1.5438,0.806031,0,-3.47658,1.86,0.181726,-3.25783,1.54746,0.314895,0,-3.76918,1.86,0.322725,-3.64957,1.52984,0.492956,0,-4.20895,1.86,0.343587,-4.30921,1.3625,0.531067,0,-3.84212,1.86,0.129098,-3.74791,1.54717,0.237742,0,
0.266672,-3.66511,3.2532,0.314264,-3.49898,3.42725,0.486355,-4.20274,1.86,0.633783,-4.23306,1.50224,0.924558,0,-4.09871,1.86,0.681845,-4.11386,1.46114,1.00537,0,-3.45803,1.86,0.320585,-3.2349,1.62063,0.492154,0,-3.76368,1.86,0.535142,-3.62551,1.63931,0.770008,0,-3.32496,1.86,0.397143,-3.04725,1.53703,0.600889,0,-3.43854,1.86,0.430666,-3.20941,1.59607,0.638882,0,-3.17101,1.86,0.492483,-2.82553,1.50144,0.735333,0,-3.73735,1.86,0.427326,-3.58369,1.73173,0.618841,0,-3.6223,1.86,0.546827,-3.45304,1.57438,0.794164,0,-3.93197,1.86,0.197653,-3.82539,1.69283,0.343518,0,-3.60653,1.86,0.70056,-3.42869,1.56525,1.00198,0,-3.33339,1.86,0.515899,-3.08657,1.6952,0.730888,0,-3.98435,1.86,0.677905,-3.91685,1.60396,0.961918,0,-3.9474,1.86,0.330239,-3.89116,1.51816,0.504439,0,-4.03305,1.86,0.550662,-3.97699,1.60677,0.796511,0,-3.47658,1.86,0.181726,-3.26124,1.61948,0.321993,0,-3.76918,1.86,0.322725,-3.63645,1.61384,0.49396,0,-4.20895,1.86,0.343587,-4.26891,1.44476,0.529809,0,-3.84212,1.86,0.129098,-3.72665,1.64872,0.251281,0,
0.300007,-3.69239,3.25257,0.314645,-3.49408,3.42713,0.486242,-4.20274,1.86,0.633783,-4.18382,1.56416,0.907399,0,-4.09871,1.86,0.681845,-4.06928,1.52061,0.987443,0,-3.45803,1.86,0.320585,-3.21957,1.68557,0.491374,0,-3.76368,1.86,0.535142,-3.59728,1.69998,0.758742,0,-3.32496,1.86,0.397143,-3.03873,1.60852,0.595294,0,-3.43854,1.86,0.430666,-3.1974,1.67995,0.630654,0,-3.17101,1.86,0.492483,-2.82539,1.57625,0.725001,0,-3.73735,1.86,0.427326,-3.55719,1.79082,0.611454,0,-3.6223,1.86,0.546827,-3.42915,1.64323,0.782698,0,-3.93197,1.86,0.197653,-3.78651,1.76864,0.349237,0,-3.60653,1.86,0.70056,-3.40582,1.63622,0.980978,0,-3.33339,1.86,0.515899,-3.07161,1.72024,0.728124,0,-3.98435,1.86,0.677905,-3.87624,1.67219,0.943423,0,-3.9474,1.86,0.330239,-3.8419,1.62267,0.504292,0,-4.03305,1.86,0.550662,-3.93354,1.67462,0.784906,0,-3.47658,1.86,0.181726,-3.24522,1.67972,0.327594,0,-3.76918,1.86,0.322725,-3.60597,1.68848,0.493076,0,-4.20895,1.86,0.343587,-4.20867,1.52885,0.529385,0,-3.84212,1.86,0.129098,-3.69195,1.72675,0.261091,0,
