time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,p18wx,p18wy,p18wz,p18wHatx,p18wHaty,p18wHatz,converged18,
0,2.17543,3.35187,0.263912,2.30148,3.35464,0.354236,2.38902,1.86,0.406501,2.81182,-0.20982,0.694919,0,2.21042,1.86,0.625545,2.38248,-0.0987246,1.19134,0,1.59801,1.86,0.304168,0.969764,-0.0861232,0.44708,0,2.38585,1.86,0.231888,2.78535,-0.0759897,0.280596,0,2.51804,1.86,0.0976266,3.11566,-0.190533,-0.040914,0,1.52223,1.86,0.571769,0.907478,0.170794,1.01125,0,1.73946,1.86,0.632185,1.28815,-0.112929,1.21022,0,2.21075,1.86,0.270283,2.38892,-0.338252,0.370007,0,1.7226,1.86,0.274232,1.24595,-0.122904,0.378291,0,1.5689,1.86,0.680972,0.948195,0.0259693,1.28479,0,2.11197,1.86,0.423137,2.15326,-0.130196,0.726169,0,1.94423,1.86,0.50028,1.75504,-0.171398,0.912895,0,2.02403,1.86,0.241941,1.94346,-0.173288,0.30228,0,1.49118,1.86,0.436343,0.771074,0.0178673,0.739904,0,2.63773,1.86,0.0624404,3.37662,-0.114862,-0.114309,0,1.92052,1.86,0.180561,1.70313,-0.147301,0.158582,0,1.79071,1.86,0.0508845,1.38391,-0.203487,-0.153839,0,2.05871,1.86,0.0893344,2.02167,-0.222032,-0.0643048,0,2.00344,1.86,0.397491,1.88448,-0.262604,0.678118,0,
0.033334,2.12778,3.35189,0.26498,2.28624,3.35477,0.354582,2.38902,1.86,0.406501,2.79897,0.0217769,0.672294,0,2.21042,1.86,0.625545,2.39648,0.166995,1.13285,0,1.59801,1.86,0.304168,1.05746,0.0900688,0.450133,0,2.38585,1.86,0.231888,2.77525,0.0962763,0.27771,0,2.51804,1.86,0.0976266,3.08926,-0.00108147,-0.0213754,0,1.52223,1.86,0.571769,1.003,0.343517,0.980485,0,1.73946,1.86,0.632185,1.35249,0.0425196,1.17771,0,2.21075,1.86,0.270283,2.40217,-0.13711,0.369016,0,1.7226,1.86,0.274232,1.32941,0.0847847,0.381115,0,1.5689,1.86,0.680972,1.04921,0.217929,1.23834,0,2.11197,1.86,0.423137,2.18311,0.105757,0.700506,0,1.94423,1.86,0.50028,1.81707,0.0845392,0.876463,0,2.02403,1.86,0.241941,1.98877,0.0746994,0.307844,0,1.49118,1.86,0.436343,0.88659,0.221588,0.727964,0,2.63773,1.86,0.0624404,3.33829,0.0666146,-0.0925536,0,1.92052,1.86,0.180561,1.76418,0.0918064,0.17622,0,1.79071,1.86,0.0508845,1.44461,-0.0373135,-0.124305,0,2.05871,1.86,0.0893344,2.05504,-0.0169072,-0.039446,0,2.00344,1.86,0.397491,1.93075,-0.0433922,0.660425,0,
0.0666681,2.12778,3.35189,0.26498,2.25485,3.35504,0.355293,2.38902,1.86,0.406501,2.76962,0.231027,0.651411,0,2.21042,1.86,0.625545,2.38967,0.348172,1.08332,0,1.59801,1.86,0.304168,1.1132,0.236936,0.43339,0,2.38585,1.86,0.231888,2.74707,0.304167,0.275966,0,2.51804,1.86,0.0976266,3.04762,0.185434,-0.0040296,0,1.52223,1.86,0.571769,1.06153,0.480582,0.939422,0,1.73946,1.86,0.632185,1.41501,0.240281,1.11898,0,2.21075,1.86,0.270283,2.39854,0.0837481,0.359295,0,1.7226,1.86,0.274232,1.38626,0.271117,0.371731,0,1.5689,1.86,0.680972,1.10043,0.348079,1.19174,0,2.11197,1.86,0.423137,2.19111,0.309808,0.67666,0,1.94423,1.86,0.50028,1.8514,0.303988,0.834765,0,2.02403,1.86,0.241941,2.01259,0.305934,0.304474,0,1.49118,1.86,0.436343,0.96032,0.379213,0.702286,0,2.63773,1.86,0.0624404,3.28281,0.251858,-0.0720149,0,1.92052,1.86,0.180561,1.80314,0.317785,0.179731,0,1.79071,1.86,0.0508845,1.52178,0.239885,-0.100866,0,2.05871,1.86,0.0893344,2.07187,0.189127,-0.021152,0,2.00344,1.86,0.397491,1.95767,0.178478,0.633503,0,
0.100002,2.10004,3.35209,0.265313,2.23945,3.35514,0.355641,2.38902,1.86,0.406501,2.75665,0.372778,0.635162,0,2.21042,1.86,0.625545,2.39447,0.494685,1.04553,0,1.59801,1.86,0.304168,1.19912,0.421002,0.42577,0,2.38585,1.86,0.231888,2.73163,0.4829,0.278246,0,2.51804,1.86,0.0976266,3.02133,0.3432,0.0103077,0,1.52223,1.86,0.571769,1.11699,0.587089,0.915522,0,1.73946,1.86,0.632185,1.48556,0.438665,1.06588,0,2.21075,1.86,0.270283,2.40588,0.327738,0.356455,0,1.7226,1.86,0.274232,1.43633,0.406945,0.373018,0,1.5689,1.86,0.680972,1.18546,0.520635,1.14503,0,2.11197,1.86,0.423137,2.20858,0.498244,0.651969,0,1.94423,1.86,0.50028,1.8886,0.484215,0.804066,0,2.02403,1.86,0.241941,2.0428,0.509597,0.303862,0,1.49118,1.86,0.436343,1.02581,0.501256,0.68495,0,2.63773,1.86,0.0624404,3.24473,0.408798,-0.0528305,0,1.92052,1.86,0.180561,1.84392,0.502264,0.188036,0,1.79071,1.86,0.0508845,1.59298,0.470916,-0.069294,0,2.05871,1.86,0.0893344,2.10139,0.410978,0.00258696,0,2.00344,1.86,0.397491,1.99924,0.425818,0.614471,0,
0.133336,2.10004,3.35209,0.265313,2.22753,3.35531,0.355913,2.38902,1.86,0.406501,2.74996,0.464466,0.622188,0,2.21042,1.86,0.625545,2.39695,0.57988,1.01654,0,1.59801,1.86,0.304168,1.24709,0.52578,0.4215,0,2.38585,1.86,0.231888,2.72317,0.584232,0.276788,0,2.51804,1.86,0.0976266,3.0066,0.435588,0.0165164,0,1.52223,1.86,0.571769,1.15514,0.657483,0.898309,0,1.73946,1.86,0.632185,1.50833,0.505934,1.04841,0,2.21075,1.86,0.270283,2.40915,0.454307,0.355144,0,1.7226,1.86,0.274232,1.48443,0.532509,0.368342,0,1.5689,1.86,0.680972,1.22795,0.608882,1.11747,0,2.11197,1.86,0.423137,2.21434,0.565138,0.643337,0,1.94423,1.86,0.50028,1.91347,0.599439,0.783883,0,2.02403,1.86,0.241941,2.06497,0.651138,0.306329,0,1.49118,1.86,0.436343,1.07239,0.584669,0.674252,0,2.63773,1.86,0.0624404,3.2262,0.486879,-0.0452318,0,1.92052,1.86,0.180561,1.86596,0.597508,0.196774,0,1.79071,1.86,0.0508845,1.62399,0.570832,-0.0528868,0,2.05871,1.86,0.0893344,2.11694,0.531507,0.0142104,0,2.00344,1.86,0.397491,2.01806,0.543739,0.600629,0,
0.16667,2.07218,3.35199,0.26568,2.21232,3.35546,0.356258,2.38902,1.86,0.406501,2.74482,0.518622,0.618338,0,2.21042,1.86,0.625545,2.40147,0.71194,0.981609,0,1.59801,1.86,0.304168,1.28496,0.610175,0.417123,0,2.38585,1.86,0.231888,2.7163,0.657982,0.277782,0,2.51804,1.86,0.0976266,2.99867,0.476103,0.0222454,0,1.52223,1.86,0.571769,1.18855,0.721203,0.884357,0,1.73946,1.86,0.632185,1.54783,0.611927,1.0204,0,2.21075,1.86,0.270283,2.411,0.558659,0.351964,0,1.7226,1.86,0.274232,1.51867,0.631,0.363456,0,1.5689,1.86,0.680972,1.25084,0.658828,1.10548,0,2.11197,1.86,0.423137,2.22199,0.637958,0.633717,0,1.94423,1.86,0.50028,1.93213,0.692961,0.768215,0,2.02403,1.86,0.241941,2.07494,0.732651,0.30411,0,1.49118,1.86,0.436343,1.10944,0.653626,0.665161,0,2.63773,1.86,0.0624404,3.21367,0.538115,-0.0378764,0,1.92052,1.86,0.180561,1.8828,0.673915,0.200342,0,1.79071,1.86,0.0508845,1.64247,0.631844,-0.0416701,0,2.05871,1.86,0.0893344,2.13577,0.68212,0.031708,0,2.00344,1.86,0.397491,2.0365,0.662102,0.585176,0,
0.200004,2.07218,3.35199,0.26568,2.20003,3.3553,0.356529,2.38902,1.86,0.406501,2.73774,0.654194,0.606465,0,2.21042,1.86,0.625545,2.4059,0.808694,0.961313,0,1.59801,1.86,0.304168,1.3329,0.708808,0.412465,0,2.38585,1.86,0.231888,2.70432,0.823536,0.288283,0,2.51804,1.86,0.0976266,2.98898,0.569182,0.0342328,0,1.52223,1.86,0.571769,1.21644,0.768985,0.875843,0,1.73946,1.86,0.632185,1.58051,0.697669,0.998436,0,2.21075,1.86,0.270283,2.41713,0.704992,0.351818,0,1.7226,1.86,0.274232,1.56278,0.745354,0.362173,0,1.5689,1.86,0.680972,1.28772,0.725062,1.08498,0,2.11197,1.86,0.423137,2.2406,0.809052,0.615369,0,1.94423,1.86,0.50028,1.96039,0.818369,0.747478,0,2.02403,1.86,0.241941,2.09633,0.856532,0.305336,0,1.49118,1.86,0.436343,1.16521,0.751568,0.648393,0,2.63773,1.86,0.0624404,3.20167,0.607932,-0.0292096,0,1.92052,1.86,0.180561,1.91298,0.794894,0.206124,0,1.79071,1.86,0.0508845,1.68873,0.767307,-0.0255712,0,2.05871,1.86,0.0893344,2.15502,0.831795,0.0504825,0,2.00344,1.86,0.397491,2.05363,0.75381,0.578012,0,
0.233338,2.04471,3.35189,0.265989,2.17326,3.35528,0.357128,2.38902,1.86,0.406501,2.71586,0.769585,0.599294,0,2.21042,1.86,0.625545,2.39791,0.974651,0.92592,0,1.59801,1.86,0.304168,1.36896,0.811412,0.415356,0,2.38585,1.86,0.231888,2.67897,0.956315,0.293179,0,2.51804,1.86,0.0976266,2.95864,0.690755,0.0520061,0,1.52223,1.86,0.571769,1.2565,0.863316,0.861038,0,1.73946,1.86,0.632185,1.62607,0.86144,0.963591,0,2.21075,1.86,0.270283,2.40758,0.864231,0.356507,0,1.7226,1.86,0.274232,1.60685,0.902991,0.36633,0,1.5689,1.86,0.680972,1.32124,0.812971,1.06069,0,2.11197,1.86,0.423137,2.23691,0.917723,0.610713,0,1.94423,1.86,0.50028,1.97704,0.964315,0.729139,0,2.02403,1.86,0.241941,2.10509,1.00393,0.312532,0,1.49118,1.86,0.436343,1.20808,0.851467,0.6405,0,2.63773,1.86,0.0624404,3.16875,0.708868,-0.0118816,0,1.92052,1.86,0.180561,1.93246,0.940706,0.218993,0,1.79071,1.86,0.0508845,1.72283,0.918539,0.000268281,0,2.05871,1.86,0.0893344,2.1629,1.02073,0.0793321,0,2.00344,1.86,0.397491,2.06463,0.888919,0.569063,0,
0.266672,2.03417,3.35202,0.265726,2.15787,3.35523,0.357471,2.38902,1.86,0.406501,2.69859,0.904518,0.591052,0,2.21042,1.86,0.625545,2.3935,1.1414,0.888591,0,1.59801,1.86,0.304168,1.44134,0.989298,0.413243,0,2.38585,1.86,0.231888,2.65944,1.09985,0.298923,0,2.51804,1.86,0.0976266,2.92487,0.853888,0.0730847,0,1.52223,1.86,0.571769,1.30163,0.958446,0.84026,0,1.73946,1.86,0.632185,1.667,1.00116,0.932376,0,2.21075,1.86,0.270283,2.40292,1.04325,0.359604,0,1.7226,1.86,0.274232,1.66093,1.08156,0.369362,0,1.5689,1.86,0.680972,1.36311,0.908114,1.03597,0,2.11197,1.86,0.423137,2.24642,1.12097,0.592503,0,1.94423,1.86,0.50028,1.99955,1.11317,0.70894,0,2.02403,1.86,0.241941,2.12052,1.1684,0.320214,0,1.49118,1.86,0.436343,1.27419,0.987653,0.627319,0,2.63773,1.86,0.0624404,3.13292,0.838089,0.00971401,0,1.92052,1.86,0.180561,1.96136,1.11176,0.231757,0,1.79071,1.86,0.0508845,1.76552,1.08405,0.0275431,0,2.05871,1.86,0.0893344,2.1751,1.20596,0.103076,0,2.00344,1.86,0.397491,2.09137,1.13603,0.554886,0,
0.300006,2.007,3.35209,0.266018,2.16307,3.35532,0.357357,2.38902,1.86,0.406501,2.69554,1.05672,0.577836,0,2.21042,1.86,0.625545,2.40799,1.23252,0.866933,0,1.59801,1.86,0.304168,1.50085,1.0993,0.410697,0,2.38585,1.86,0.231888,2.65845,1.22947,0.304354,0,2.51804,1.86,0.0976266,2.91006,0.999506,0.0910064,0,1.52223,1.86,0.571769,1.35467,1.03657,0.829339,0,1.73946,1.86,0.632185,1.71144,1.0927,0.910444,0,2.21075,1.86,0.270283,2.41624,1.16531,0.360466,0,1.7226,1.86,0.274232,1.70182,1.16302,0.368232,0,1.5689,1.86,0.680972,1.41723,0.992534,1.01396,0,2.11197,1.86,0.423137,2.26687,1.25198,0.583108,0,1.94423,1.86,0.50028,2.0322,1.21529,0.693164,0,2.02403,1.86,0.241941,2.14685,1.2687,0.322876,0,1.49118,1.86,0.436343,1.35091,1.1145,0.614591,0,2.63773,1.86,0.0624404,3.11583,0.957886,0.0274243,0,1.92052,1.86,0.180561,1.99502,1.21368,0.238455,0,1.79071,1.86,0.0508845,1.81987,1.23197,0.050439,0,2.05871,1.86,0.0893344,2.19933,1.31828,0.116549,0,2.00344,1.86,0.397491,2.12274,1.2855,0.54058,0,
