time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,
0,7.53827,-0.24877,0.170693,8.36148,0.199381,0.109576,6.16,-0.547582,0.299096,5.01812,-0.525465,0.421051,0,6.16,-0.0166539,0.500565,5.0165,0.762711,0.910154,0,6.16,-0.365802,0.135924,4.9561,-0.0897781,0.0236698,0,6.16,-0.0506866,0.380935,4.95799,0.688524,0.628744,0,6.16,-0.138837,0.544604,5.04999,0.463508,1.00795,0,6.16,-0.681481,0.19004,5.06985,-0.83403,0.155782,0,6.16,-0.352714,0.500153,5.00078,-0.0540698,0.912911,0,6.16,-0.0494788,0.610744,5.05543,0.677417,1.16512,0,6.16,-0.395464,0.630212,5.0581,-0.152208,1.21093,0,6.16,-0.466758,0.410132,4.90549,-0.347219,0.709962,0,6.16,-0.306681,0.383745,4.95063,0.056067,0.63682,0,6.16,0.158046,0.520316,5.13111,1.15287,0.929013,0,6.16,0.0412122,0.300507,4.92328,0.922761,0.433406,0,6.16,-0.571214,0.428632,5.03302,-0.579304,0.732485,0,6.16,-0.503714,0.159724,5.02725,-0.417363,0.0830414,0,6.16,-0.39899,0.289578,4.96954,-0.170311,0.402154,0,6.16,-0.185554,0.637423,5.04698,0.351402,1.23198,0,6.16,0.142818,0.278197,4.94838,1.16909,0.375795,0,
0.033334,7.53744,-0.222265,0.171058,8.36007,0.226259,0.110343,6.16,-0.547582,0.299096,5.21371,-0.478701,0.401158,0,6.16,-0.0166539,0.500565,5.21164,0.732559,0.861523,0,6.16,-0.365802,0.135924,5.22216,-0.0672666,0.027017,0,6.16,-0.0506866,0.380935,5.12351,0.670765,0.608063,0,6.16,-0.138837,0.544604,5.25141,0.450062,0.951309,0,6.16,-0.681481,0.19004,5.27194,-0.767838,0.15076,0,6.16,-0.352714,0.500153,5.231,-0.0353428,0.854478,0,6.16,-0.0494788,0.610744,5.2303,0.655802,1.10857,0,6.16,-0.395464,0.630212,5.27145,-0.128096,1.13637,0,6.16,-0.466758,0.410132,5.11542,-0.312033,0.671085,0,6.16,-0.306681,0.383745,5.18866,0.0672899,0.598928,0,6.16,0.158046,0.520316,5.30503,1.10461,0.881701,0,6.16,0.0412122,0.300507,5.14008,0.877664,0.410808,0,6.16,-0.571214,0.428632,5.15521,-0.541593,0.709009,0,6.16,-0.503714,0.159724,5.25224,-0.37315,0.0826648,0,6.16,-0.39899,0.289578,5.21848,-0.141973,0.38029,0,6.16,-0.185554,0.637423,5.19398,0.351548,1.17843,0,6.16,0.142818,0.278197,5.13922,1.11675,0.357623,0,
0.0666681,7.5366,-0.211835,0.170897,8.35933,0.241741,0.110784,6.16,-0.547582,0.299096,5.40847,-0.450521,0.38952,0,6.16,-0.0166539,0.500565,5.32774,0.704857,0.83478,0,6.16,-0.365802,0.135924,5.3769,-0.062837,0.0329774,0,6.16,-0.0506866,0.380935,5.25029,0.642931,0.592828,0,6.16,-0.138837,0.544604,5.39199,0.42901,0.914215,0,6.16,-0.681481,0.19004,5.41196,-0.734138,0.149697,0,6.16,-0.352714,0.500153,5.45435,-0.0332135,0.801361,0,6.16,-0.0494788,0.610744,5.34302,0.631232,1.07581,0,6.16,-0.395464,0.630212,5.41669,-0.122606,1.09127,0,6.16,-0.466758,0.410132,5.23978,-0.300313,0.645849,0,6.16,-0.306681,0.383745,5.34697,0.0640384,0.575415,0,6.16,0.158046,0.520316,5.39785,1.07033,0.859062,0,6.16,0.0412122,0.300507,5.26361,0.843507,0.402377,0,6.16,-0.571214,0.428632,5.32638,-0.517288,0.682689,0,6.16,-0.503714,0.159724,5.39444,-0.355909,0.0857932,0,6.16,-0.39899,0.289578,5.36975,-0.134398,0.369228,0,6.16,-0.185554,0.637423,5.29065,0.339432,1.14839,0,6.16,0.142818,0.278197,5.2583,1.07368,0.350431,0,
0.100002,7.53538,-0.184995,0.171273,8.35955,0.236788,0.110643,6.16,-0.547582,0.299096,5.51982,-0.461169,0.373239,0,6.16,-0.0166539,0.500565,5.41127,0.655613,0.817021,0,6.16,-0.365802,0.135924,5.50469,-0.0884683,0.0325735,0,6.16,-0.0506866,0.380935,5.347,0.592675,0.579005,0,6.16,-0.138837,0.544604,5.53541,0.379063,0.878067,0,6.16,-0.681481,0.19004,5.51285,-0.739159,0.147296,0,6.16,-0.352714,0.500153,5.632,-0.0573095,0.757149,0,6.16,-0.0494788,0.610744,5.43852,0.580591,1.04536,0,6.16,-0.395464,0.630212,5.51916,-0.147215,1.05898,0,6.16,-0.466758,0.410132,5.34024,-0.321398,0.628031,0,6.16,-0.306681,0.383745,5.45769,0.0332575,0.559689,0,6.16,0.158046,0.520316,5.46252,1.0167,0.845636,0,6.16,0.0412122,0.300507,5.34925,0.79005,0.39651,0,6.16,-0.571214,0.428632,5.44594,-0.526651,0.658635,0,6.16,-0.503714,0.159724,5.49963,-0.372288,0.0855591,0,6.16,-0.39899,0.289578,5.4438,-0.158684,0.360205,0,6.16,-0.185554,0.637423,5.43402,0.291246,1.10123,0,6.16,0.142818,0.278197,5.33804,1.01522,0.346435,0,
0.133336,7.53538,-0.184995,0.171273,8.35778,0.263662,0.111422,6.16,-0.547582,0.299096,5.73113,-0.412641,0.355559,0,6.16,-0.0166539,0.500565,5.56939,0.631926,0.778075,0,6.16,-0.365802,0.135924,5.78348,-0.0626662,0.0399615,0,6.16,-0.0506866,0.380935,5.55335,0.564244,0.546825,0,6.16,-0.138837,0.544604,5.68426,0.374009,0.83834,0,6.16,-0.681481,0.19004,5.6827,-0.681942,0.15176,0,6.16,-0.352714,0.500153,5.86526,-0.034216,0.703469,0,6.16,-0.0494788,0.610744,5.60111,0.560321,0.994267,0,6.16,-0.395464,0.630212,5.6865,-0.125483,1.0041,0,6.16,-0.466758,0.410132,5.51739,-0.290281,0.601666,0,6.16,-0.306681,0.383745,5.6283,0.0451841,0.533286,0,6.16,0.158046,0.520316,5.64453,0.962476,0.798653,0,6.16,0.0412122,0.300507,5.53278,0.753178,0.375969,0,6.16,-0.571214,0.428632,5.62547,-0.480946,0.627897,0,6.16,-0.503714,0.159724,5.71304,-0.330261,0.0892556,0,6.16,-0.39899,0.289578,5.69212,-0.13167,0.340234,0,6.16,-0.185554,0.637423,5.57951,0.290753,1.05134,0,6.16,0.142818,0.278197,5.51083,0.967449,0.329828,0,
0.16667,7.53538,-0.184995,0.171273,8.35676,0.278879,0.111863,6.16,-0.547582,0.299096,5.94636,-0.372114,0.338761,0,6.16,-0.0166539,0.500565,5.76594,0.590517,0.734614,0,6.16,-0.365802,0.135924,6.016,-0.0464163,0.0512158,0,6.16,-0.0506866,0.380935,5.73362,0.532158,0.521089,0,6.16,-0.138837,0.544604,5.89321,0.349893,0.786924,0,6.16,-0.681481,0.19004,5.83894,-0.639559,0.150897,0,6.16,-0.352714,0.500153,6.07274,-0.0223637,0.656524,0,6.16,-0.0494788,0.610744,5.79667,0.523937,0.93523,0,6.16,-0.395464,0.630212,5.87533,-0.112492,0.945475,0,6.16,-0.466758,0.410132,5.71818,-0.2666,0.569646,0,6.16,-0.306681,0.383745,5.83067,0.0468552,0.506337,0,6.16,0.158046,0.520316,5.81273,0.905909,0.759526,0,6.16,0.0412122,0.300507,5.73752,0.702258,0.360182,0,6.16,-0.571214,0.428632,5.88393,-0.429849,0.577687,0,6.16,-0.503714,0.159724,5.90789,-0.299807,0.0922885,0,6.16,-0.39899,0.289578,5.89766,-0.114112,0.324586,0,6.16,-0.185554,0.637423,5.78338,0.272512,0.987439,0,6.16,0.142818,0.278197,5.70202,0.904615,0.318553,0,
0.200004,7.53397,-0.1382,0.172247,8.35778,0.263662,0.111422,6.16,-0.547582,0.299096,6.11036,-0.367511,0.322411,0,6.16,-0.0166539,0.500565,5.94567,0.528064,0.690948,0,6.16,-0.365802,0.135924,6.16658,-0.0628266,0.0517985,0,6.16,-0.0506866,0.380935,5.9142,0.473653,0.492184,0,6.16,-0.138837,0.544604,6.06693,0.305079,0.739766,0,6.16,-0.681481,0.19004,5.99117,-0.625475,0.148281,0,6.16,-0.352714,0.500153,6.22945,-0.0400919,0.620009,0,6.16,-0.0494788,0.610744,5.97283,0.466235,0.878346,0,6.16,-0.395464,0.630212,6.04004,-0.127111,0.888964,0,6.16,-0.466758,0.410132,5.91924,-0.267996,0.534879,0,6.16,-0.306681,0.383745,6.0095,0.0228714,0.476799,0,6.16,0.158046,0.520316,5.96488,0.828444,0.719716,0,6.16,0.0412122,0.300507,5.91047,0.63435,0.342021,0,6.16,-0.571214,0.428632,6.03526,-0.42469,0.550362,0,6.16,-0.503714,0.159724,6.06999,-0.301279,0.0924384,0,6.16,-0.39899,0.289578,6.06627,-0.126734,0.30908,0,6.16,-0.185554,0.637423,5.96975,0.231397,0.92297,0,6.16,0.142818,0.278197,5.86554,0.826153,0.305766,0,
0.233338,7.53397,-0.1382,0.172247,8.35488,0.310065,0.112761,6.16,-0.547582,0.299096,6.22475,-0.311473,0.312198,0,6.16,-0.0166539,0.500565,6.06484,0.5379,0.662673,0,6.16,-0.365802,0.135924,6.27273,-0.0223355,0.056193,0,6.16,-0.0506866,0.380935,6.04604,0.484454,0.471253,0,6.16,-0.138837,0.544604,6.17565,0.327256,0.709455,0,6.16,-0.681481,0.19004,6.09855,-0.561666,0.147249,0,6.16,-0.352714,0.500153,6.34795,0.000569522,0.591611,0,6.16,-0.0494788,0.610744,6.11375,0.475488,0.835593,0,6.16,-0.395464,0.630212,6.14649,-0.0850338,0.854231,0,6.16,-0.466758,0.410132,6.01767,-0.220502,0.514965,0,6.16,-0.306681,0.383745,6.12545,0.058839,0.460025,0,6.16,0.158046,0.520316,6.08572,0.821405,0.691988,0,6.16,0.0412122,0.300507,6.03783,0.63708,0.331373,0,6.16,-0.571214,0.428632,6.12925,-0.371811,0.532982,0,6.16,-0.503714,0.159724,6.17806,-0.250166,0.0948419,0,6.16,-0.39899,0.289578,6.18698,-0.0825004,0.299212,0,6.16,-0.185554,0.637423,6.10561,0.25518,0.877514,0,6.16,0.142818,0.278197,5.98446,0.821078,0.296192,0,
0.266672,7.5327,-0.110844,0.172616,8.35393,0.325399,0.113203,6.16,-0.547582,0.299096,6.30483,-0.293563,0.303069,0,6.16,-0.0166539,0.500565,6.15438,0.522573,0.641879,0,6.16,-0.365802,0.135924,6.33554,-0.0159454,0.0576819,0,6.16,-0.0506866,0.380935,6.14142,0.470816,0.457118,0,6.16,-0.138837,0.544604,6.30257,0.316935,0.671693,0,6.16,-0.681481,0.19004,6.1882,-0.53448,0.144078,0,6.16,-0.352714,0.500153,6.4349,0.00850779,0.56948,0,6.16,-0.0494788,0.610744,6.23601,0.457668,0.794802,0,6.16,-0.395464,0.630212,6.23842,-0.0756795,0.821742,0,6.16,-0.466758,0.410132,6.12143,-0.205235,0.494496,0,6.16,-0.306681,0.383745,6.22545,0.0631171,0.442761,0,6.16,0.158046,0.520316,6.15939,0.799456,0.672254,0,6.16,0.0412122,0.300507,6.13023,0.617624,0.323303,0,6.16,-0.571214,0.428632,6.20399,-0.354871,0.517473,0,6.16,-0.503714,0.159724,6.25765,-0.23525,0.0938045,0,6.16,-0.39899,0.289578,6.28772,-0.0710523,0.28888,0,6.16,-0.185554,0.637423,6.16673,0.253575,0.856345,0,6.16,0.142818,0.278197,6.08637,0.7911,0.288918,0,
0.300006,7.5327,-0.110844,0.172616,8.35308,0.337601,0.113558,6.16,-0.547582,0.299096,6.37994,-0.280243,0.294456,0,6.16,-0.0166539,0.500565,6.23989,0.504826,0.617322,0,6.16,-0.365802,0.135924,6.41697,-0.0118022,0.0561138,0,6.16,-0.0506866,0.380935,6.23945,0.453602,0.438603,0,6.16,-0.138837,0.544604,6.39318,0.308458,0.644039,0,6.16,-0.681481,0.19004,6.27735,-0.510418,0.140964,0,6.16,-0.352714,0.500153,6.48,0.0102909,0.557616,0,6.16,-0.0494788,0.610744,6.33787,0.440884,0.758317,0,6.16,-0.395464,0.630212,6.32642,-0.0690307,0.788459,0,6.16,-0.466758,0.410132,6.22481,-0.191844,0.473521,0,6.16,-0.306681,0.383745,6.32102,0.0650057,0.424066,0,6.16,0.158046,0.520316,6.27094,0.761996,0.637862,0,6.16,0.0412122,0.300507,6.22554,0.594324,0.310986,0,6.16,-0.571214,0.428632,6.29618,-0.337021,0.496494,0,6.16,-0.503714,0.159724,6.35013,-0.221227,0.0914162,0,6.16,-0.39899,0.289578,6.34785,-0.0665194,0.283036,0,6.16,-0.185554,0.637423,6.26123,0.244629,0.821358,0,6.16,0.142818,0.278197,6.18082,0.761665,0.274558,0,
