time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,
0,-1.71013,-3.39586,0.28226,-1.13117,-3.68206,0.242476,-1.87089,-1.86,0.78605,-1.47389,-0.407897,1.31647,0,-1.78022,-1.86,0.688218,-1.28835,-0.237862,1.15285,0,-1.77348,-1.86,0.517473,-1.27329,-0.236987,0.770081,0,-1.45091,-1.86,0.705495,-0.561847,-0.308784,1.17205,0,-1.3142,-1.86,0.455364,-0.236406,-0.211117,0.633682,0,-1.31644,-1.86,0.660927,-0.240157,-0.206033,1.09949,0,-1.56858,-1.86,0.706535,-0.804045,-0.132466,1.22304,0,-2.2156,-1.86,0.162817,-2.25335,-0.272361,-0.0226946,0,-1.79152,-1.86,0.248326,-1.32384,-0.0463462,0.162147,0,-1.37204,-1.86,0.543776,-0.343834,-0.105351,0.851496,0,-2.09832,-1.86,0.620921,-1.99784,-0.253178,0.998556,0,-2.26959,-1.86,0.304649,-2.37844,-0.258047,0.29239,0,-1.88878,-1.86,0.196538,-1.56113,0.0141509,0.0361755,0,-1.57814,-1.86,0.188359,-0.810586,0.0485566,0.0143905,0,-2.08676,-1.86,0.249138,-1.99647,-0.153454,0.166379,0,-1.84144,-1.86,0.397476,-1.4389,-0.0828001,0.512483,0,-1.65995,-1.86,0.385958,-1.01785,-0.212953,0.476703,0,-2.10559,-1.86,0.763254,-2.01153,-0.263012,1.31324,0,
0.033334,-1.68497,-3.39422,0.282144,-1.11615,-3.68116,0.24212,-1.87089,-1.86,0.78605,-1.47268,-0.527745,1.27866,0,-1.78022,-1.86,0.688218,-1.29556,-0.401182,1.11146,0,-1.77348,-1.86,0.517473,-1.27918,-0.391119,0.744031,0,-1.45091,-1.86,0.705495,-0.609933,-0.494602,1.11929,0,-1.3142,-1.86,0.455364,-0.270491,-0.310235,0.6288,0,-1.31644,-1.86,0.660927,-0.283017,-0.316463,1.07161,0,-1.56858,-1.86,0.706535,-0.843317,-0.340925,1.17139,0,-2.2156,-1.86,0.162817,-2.22494,-0.394812,-0.0119274,0,-1.79152,-1.86,0.248326,-1.33036,-0.229095,0.170662,0,-1.37204,-1.86,0.543776,-0.385112,-0.229677,0.830807,0,-2.09832,-1.86,0.620921,-1.98451,-0.329813,0.978926,0,-2.26959,-1.86,0.304649,-2.34681,-0.383255,0.292706,0,-1.88878,-1.86,0.196538,-1.55886,-0.179688,0.0482387,0,-1.57814,-1.86,0.188359,-0.837945,-0.097713,0.0194389,0,-2.08676,-1.86,0.249138,-1.97404,-0.302995,0.169917,0,-1.84144,-1.86,0.397476,-1.44014,-0.236895,0.496383,0,-1.65995,-1.86,0.385958,-1.03038,-0.336298,0.463589,0,-2.10559,-1.86,0.763254,-1.99114,-0.396569,1.27445,0,
0.0666681,-1.68497,-3.39422,0.282144,-1.10502,-3.68045,0.241858,-1.87089,-1.86,0.78605,-1.47523,-0.624305,1.25022,0,-1.78022,-1.86,0.688218,-1.30387,-0.530074,1.08022,0,-1.77348,-1.86,0.517473,-1.28807,-0.514388,0.724821,0,-1.45091,-1.86,0.705495,-0.640548,-0.606609,1.09265,0,-1.3142,-1.86,0.455364,-0.312113,-0.411523,0.618207,0,-1.31644,-1.86,0.660927,-0.320299,-0.408832,1.05053,0,-1.56858,-1.86,0.706535,-0.874267,-0.509427,1.13095,0,-2.2156,-1.86,0.162817,-2.20295,-0.508181,-0.000953108,0,-1.79152,-1.86,0.248326,-1.33747,-0.370054,0.17632,0,-1.37204,-1.86,0.543776,-0.427579,-0.351052,0.814236,0,-2.09832,-1.86,0.620921,-1.9766,-0.420213,0.961324,0,-2.26959,-1.86,0.304649,-2.3244,-0.482553,0.29541,0,-1.88878,-1.86,0.196538,-1.55624,-0.345768,0.0556506,0,-1.57814,-1.86,0.188359,-0.867745,-0.244304,0.0299475,0,-2.08676,-1.86,0.249138,-1.95829,-0.428305,0.175313,0,-1.84144,-1.86,0.397476,-1.44343,-0.394102,0.479442,0,-1.65995,-1.86,0.385958,-1.05015,-0.46643,0.460283,0,-2.10559,-1.86,0.763254,-1.97701,-0.50949,1.24202,0,
0.100002,-1.67571,-3.39357,0.281698,-1.09498,-3.67979,0.241622,-1.87089,-1.86,0.78605,-1.47702,-0.742253,1.21207,0,-1.78022,-1.86,0.688218,-1.31116,-0.650781,1.0487,0,-1.77348,-1.86,0.517473,-1.29597,-0.638497,0.705367,0,-1.45091,-1.86,0.705495,-0.66372,-0.687469,1.07233,0,-1.3142,-1.86,0.455364,-0.351973,-0.514308,0.604603,0,-1.31644,-1.86,0.660927,-0.356081,-0.500232,1.02968,0,-1.56858,-1.86,0.706535,-0.902306,-0.665567,1.09093,0,-2.2156,-1.86,0.162817,-2.17948,-0.620271,0.0101624,0,-1.79152,-1.86,0.248326,-1.34432,-0.538363,0.180395,0,-1.37204,-1.86,0.543776,-0.462633,-0.454199,0.795863,0,-2.09832,-1.86,0.620921,-1.96601,-0.512234,0.943037,0,-2.26959,-1.86,0.304649,-2.28678,-0.634745,0.297164,0,-1.88878,-1.86,0.196538,-1.55292,-0.481421,0.065966,0,-1.57814,-1.86,0.188359,-0.890626,-0.366003,0.0377654,0,-2.08676,-1.86,0.249138,-1.94217,-0.548778,0.178125,0,-1.84144,-1.86,0.397476,-1.44485,-0.532153,0.471849,0,-1.65995,-1.86,0.385958,-1.06245,-0.5526,0.450961,0,-2.10559,-1.86,0.763254,-1.96506,-0.601175,1.21364,0,
0.133336,-1.65119,-3.39176,0.281595,-1.06928,-3.678,0.24102,-1.87089,-1.86,0.78605,-1.46119,-0.916368,1.15525,0,-1.78022,-1.86,0.688218,-1.30544,-0.853765,0.994962,0,-1.77348,-1.86,0.517473,-1.29062,-0.82432,0.677258,0,-1.45091,-1.86,0.705495,-0.692322,-0.839073,1.03246,0,-1.3142,-1.86,0.455364,-0.381619,-0.629452,0.597385,0,-1.31644,-1.86,0.660927,-0.402535,-0.662057,0.99153,0,-1.56858,-1.86,0.706535,-0.919315,-0.843904,1.04381,0,-2.2156,-1.86,0.162817,-2.13111,-0.776512,0.0194533,0,-1.79152,-1.86,0.248326,-1.33488,-0.730961,0.18833,0,-1.37204,-1.86,0.543776,-0.523922,-0.69665,0.758091,0,-2.09832,-1.86,0.620921,-1.92852,-0.681136,0.904842,0,-2.26959,-1.86,0.304649,-2.23682,-0.772737,0.289137,0,-1.88878,-1.86,0.196538,-1.53408,-0.657271,0.0775122,0,-1.57814,-1.86,0.188359,-0.912356,-0.566269,0.0514121,0,-2.08676,-1.86,0.249138,-1.9074,-0.695866,0.182283,0,-1.84144,-1.86,0.397476,-1.42906,-0.765402,0.452919,0,-1.65995,-1.86,0.385958,-1.07549,-0.769772,0.434363,0,-2.10559,-1.86,0.763254,-1.92697,-0.767267,1.16175,0,
0.16667,-1.64192,-3.39109,0.281157,-1.05911,-3.6773,0.240782,-1.87089,-1.86,0.78605,-1.45896,-1.02389,1.11795,0,-1.78022,-1.86,0.688218,-1.30874,-0.988134,0.956722,0,-1.77348,-1.86,0.517473,-1.29411,-0.924616,0.665584,0,-1.45091,-1.86,0.705495,-0.717072,-0.932013,1.00128,0,-1.3142,-1.86,0.455364,-0.432594,-0.769736,0.576196,0,-1.31644,-1.86,0.660927,-0.456841,-0.819999,0.94761,0,-1.56858,-1.86,0.706535,-0.941844,-0.97738,1.00488,0,-2.2156,-1.86,0.162817,-2.09818,-0.914833,0.0278101,0,-1.79152,-1.86,0.248326,-1.33741,-0.888318,0.190508,0,-1.37204,-1.86,0.543776,-0.571465,-0.863082,0.725306,0,-2.09832,-1.86,0.620921,-1.90081,-0.846206,0.868086,0,-2.26959,-1.86,0.304649,-2.21016,-0.876631,0.287793,0,-1.88878,-1.86,0.196538,-1.52775,-0.810191,0.0850979,0,-1.57814,-1.86,0.188359,-0.931452,-0.683612,0.0565748,0,-2.08676,-1.86,0.249138,-1.88794,-0.823659,0.183083,0,-1.84144,-1.86,0.397476,-1.42565,-0.912313,0.441637,0,-1.65995,-1.86,0.385958,-1.08934,-0.908444,0.428326,0,-2.10559,-1.86,0.763254,-1.9105,-0.868667,1.12707,0,
0.200004,-1.61694,-3.38956,0.281052,-1.04376,-3.67622,0.240422,-1.87089,-1.86,0.78605,-1.44986,-1.17421,1.06662,0,-1.78022,-1.86,0.688218,-1.30665,-1.16693,0.908789,0,-1.77348,-1.86,0.517473,-1.29474,-1.07365,0.640185,0,-1.45091,-1.86,0.705495,-0.756818,-1.11492,0.950404,0,-1.3142,-1.86,0.455364,-0.488074,-0.952618,0.555606,0,-1.31644,-1.86,0.660927,-0.511564,-1.00467,0.902564,0,-1.56858,-1.86,0.706535,-0.962555,-1.14092,0.957322,0,-2.2156,-1.86,0.162817,-2.05916,-1.05248,0.0367468,0,-1.79152,-1.86,0.248326,-1.33362,-1.05064,0.191812,0,-1.37204,-1.86,0.543776,-0.636365,-1.12438,0.676812,0,-2.09832,-1.86,0.620921,-1.86483,-1.01547,0.82853,0,-2.26959,-1.86,0.304649,-2.17238,-0.999865,0.282035,0,-1.88878,-1.86,0.196538,-1.50608,-1.05582,0.0938577,0,-1.57814,-1.86,0.188359,-0.949679,-0.820768,0.0645549,0,-2.08676,-1.86,0.249138,-1.85656,-0.98044,0.183604,0,-1.84144,-1.86,0.397476,-1.41632,-1.0826,0.426806,0,-1.65995,-1.86,0.385958,-1.10061,-1.07335,0.416582,0,-2.10559,-1.86,0.763254,-1.87925,-1.02457,1.08048,0,
0.233338,-1.60732,-3.38899,0.280591,-1.03282,-3.67574,0.240158,-1.87089,-1.86,0.78605,-1.44669,-1.21804,1.05201,0,-1.78022,-1.86,0.688218,-1.30547,-1.22522,0.892556,0,-1.77348,-1.86,0.517473,-1.29498,-1.14087,0.631008,0,-1.45091,-1.86,0.705495,-0.77692,-1.21263,0.919497,0,-1.3142,-1.86,0.455364,-0.518317,-1.05358,0.545942,0,-1.31644,-1.86,0.660927,-0.534196,-1.08181,0.882101,0,-1.56858,-1.86,0.706535,-0.971366,-1.21016,0.935429,0,-2.2156,-1.86,0.162817,-2.04299,-1.11213,0.0420734,0,-1.79152,-1.86,0.248326,-1.33218,-1.14363,0.190199,0,-1.37204,-1.86,0.543776,-0.661554,-1.23111,0.657807,0,-2.09832,-1.86,0.620921,-1.84949,-1.09013,0.812174,0,-2.26959,-1.86,0.304649,-2.16036,-1.03859,0.280573,0,-1.88878,-1.86,0.196538,-1.49877,-1.11949,0.0963186,0,-1.57814,-1.86,0.188359,-0.967908,-0.95331,0.0721391,0,-2.08676,-1.86,0.249138,-1.84232,-1.05335,0.18535,0,-1.84144,-1.86,0.397476,-1.41268,-1.14769,0.419718,0,-1.65995,-1.86,0.385958,-1.10637,-1.15252,0.411442,0,-2.10559,-1.86,0.763254,-1.86614,-1.08781,1.05956,0,
0.266672,-1.58119,-3.38723,0.280468,-1.02235,-3.67514,0.239909,-1.87089,-1.86,0.78605,-1.44852,-1.28098,1.03563,0,-1.78022,-1.86,0.688218,-1.30972,-1.28577,0.881267,0,-1.77348,-1.86,0.517473,-1.29978,-1.20928,0.62201,0,-1.45091,-1.86,0.705495,-0.790846,-1.26721,0.911415,0,-1.3142,-1.86,0.455364,-0.545674,-1.13265,0.54071,0,-1.31644,-1.86,0.660927,-0.557568,-1.14617,0.871126,0,-1.56858,-1.86,0.706535,-0.983776,-1.2733,0.922436,0,-2.2156,-1.86,0.162817,-2.02755,-1.18697,0.051435,0,-1.79152,-1.86,0.248326,-1.33438,-1.16346,0.191884,0,-1.37204,-1.86,0.543776,-0.680591,-1.29456,0.651709,0,-2.09832,-1.86,0.620921,-1.84588,-1.12754,0.806692,0,-2.26959,-1.86,0.304649,-2.15329,-1.08128,0.284012,0,-1.88878,-1.86,0.196538,-1.49921,-1.17457,0.103246,0,-1.57814,-1.86,0.188359,-0.984979,-1.0672,0.0820469,0,-2.08676,-1.86,0.249138,-1.83538,-1.11089,0.190534,0,-1.84144,-1.86,0.397476,-1.41352,-1.23095,0.418849,0,-1.65995,-1.86,0.385958,-1.11752,-1.26584,0.410996,0,-2.10559,-1.86,0.763254,-1.85718,-1.1577,1.04086,0,
0.300006,-1.58119,-3.38723,0.280468,-0.995168,-3.67342,0.239268,-1.87089,-1.86,0.78605,-1.42818,-1.3769,1.00323,0,-1.78022,-1.86,0.688218,-1.29525,-1.35295,0.862127,0,-1.77348,-1.86,0.517473,-1.28514,-1.28344,0.611184,0,-1.45091,-1.86,0.705495,-0.786647,-1.31102,0.897021,0,-1.3142,-1.86,0.455364,-0.559661,-1.22661,0.527723,0,-1.31644,-1.86,0.660927,-0.565498,-1.21734,0.851372,0,-1.56858,-1.86,0.706535,-0.980011,-1.35269,0.897911,0,-2.2156,-1.86,0.162817,-1.99417,-1.25345,0.0570198,0,-1.79152,-1.86,0.248326,-1.32109,-1.24093,0.19438,0,-1.37204,-1.86,0.543776,-0.684439,-1.36351,0.63746,0,-2.09832,-1.86,0.620921,-1.82088,-1.18791,0.793116,0,-2.26959,-1.86,0.304649,-2.10528,-1.19351,0.282829,0,-1.88878,-1.86,0.196538,-1.47794,-1.26669,0.106618,0,-1.57814,-1.86,0.188359,-0.978884,-1.14575,0.0863019,0,-2.08676,-1.86,0.249138,-1.80367,-1.20023,0.192177,0,-1.84144,-1.86,0.397476,-1.39259,-1.33228,0.414889,0,-1.65995,-1.86,0.385958,-1.1091,-1.38742,0.402614,0,-2.10559,-1.86,0.763254,-1.82416,-1.2473,1.01199,0,
