time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,p16wx,p16wy,p16wz,p16wHatx,p16wHaty,p16wHatz,converged16,p17wx,p17wy,p17wz,p17wHatx,p17wHaty,p17wHatz,converged17,p18wx,p18wy,p18wz,p18wHatx,p18wHaty,p18wHatz,converged18,
0,3.84096,-3.6191,0.227102,4.93264,-3.6561,0.0994885,3.2301,-1.86,0.849515,3.79124,-0.369165,1.26249,0,4.54678,-1.86,0.773374,6.24885,-0.37574,1.11817,0,4.43044,-1.86,0.16367,6.09039,-0.201215,-0.025092,0,3.93006,-1.86,0.514224,5.11265,-0.102397,0.679526,0,3.49754,-1.86,0.3525,4.25869,-0.203907,0.345579,0,4.44836,-1.86,0.588748,6.10528,-0.260016,0.797675,0,3.35264,-1.86,0.744353,3.99273,-0.270155,1.0951,0,4.44775,-1.86,0.3012,6.10152,-0.26748,0.242225,0,3.08816,-1.86,0.398836,3.48914,-0.283005,0.428789,0,3.06693,-1.86,0.220823,3.44296,-0.270577,0.0874036,0,3.60281,-1.86,0.0998719,4.46274,-0.185106,-0.151557,0,3.71173,-1.86,0.75234,4.67047,-0.0874135,1.16504,0,3.2287,-1.86,0.297742,3.68477,-0.0707831,0.243463,0,3.93544,-1.86,0.223268,5.11361,-0.286906,0.0921453,0,4.25413,-1.86,0.169699,5.7616,-0.126759,-0.0156814,0,3.61652,-1.86,0.433553,4.47234,-0.0483122,0.522904,0,4.56404,-1.86,0.624019,6.26289,-0.419887,0.829696,0,4.18254,-1.86,0.604723,5.61495,-0.142356,0.853774,0,4.34017,-1.86,0.0683716,5.92556,-0.157319,-0.21622,0,
0.0333341,3.84096,-3.6191,0.227102,4.9427,-3.65552,0.0992576,3.2301,-1.86,0.849515,3.80419,-0.443724,1.23301,0,4.54678,-1.86,0.773374,6.21794,-0.42359,1.0993,0,4.43044,-1.86,0.16367,6.02507,-0.334059,-0.0230869,0,3.93006,-1.86,0.514224,5.09144,-0.212627,0.662052,0,3.49754,-1.86,0.3525,4.26672,-0.323102,0.336271,0,4.44836,-1.86,0.588748,6.0634,-0.339115,0.780775,0,3.35264,-1.86,0.744353,4.00533,-0.375117,1.06242,0,4.44775,-1.86,0.3012,6.05609,-0.353911,0.236657,0,3.08816,-1.86,0.398836,3.50919,-0.363384,0.418897,0,3.06693,-1.86,0.220823,3.45652,-0.324157,0.0846583,0,3.60281,-1.86,0.0998719,4.46227,-0.287901,-0.146094,0,3.71173,-1.86,0.75234,4.66266,-0.156238,1.14134,0,3.2287,-1.86,0.297742,3.70526,-0.184739,0.237167,0,3.93544,-1.86,0.223268,5.09629,-0.387523,0.0894201,0,4.25413,-1.86,0.169699,5.70732,-0.270155,-0.0106131,0,3.61652,-1.86,0.433553,4.4695,-0.205859,0.503601,0,4.56404,-1.86,0.624019,6.2225,-0.486478,0.812929,0,4.18254,-1.86,0.604723,5.58011,-0.237745,0.831434,0,4.34017,-1.86,0.0683716,5.86519,-0.297608,-0.209387,0,
0.0666682,3.84096,-3.6191,0.227102,4.95794,-3.65463,0.0989076,3.2301,-1.86,0.849515,3.8261,-0.54357,1.20066,0,4.54678,-1.86,0.773374,6.16743,-0.515148,1.07542,0,4.43044,-1.86,0.16367,5.98588,-0.425398,-0.0161073,0,3.93006,-1.86,0.514224,5.07527,-0.326889,0.648558,0,3.49754,-1.86,0.3525,4.27838,-0.435807,0.330904,0,4.44836,-1.86,0.588748,6.0226,-0.428814,0.769629,0,3.35264,-1.86,0.744353,4.02129,-0.466568,1.03952,0,4.44775,-1.86,0.3012,6.02472,-0.423887,0.239852,0,3.08816,-1.86,0.398836,3.5328,-0.44166,0.412777,0,3.06693,-1.86,0.220823,3.47455,-0.385902,0.0851401,0,3.60281,-1.86,0.0998719,4.46621,-0.388412,-0.136348,0,3.71173,-1.86,0.75234,4.65744,-0.280037,1.10889,0,3.2287,-1.86,0.297742,3.7347,-0.307224,0.231658,0,3.93544,-1.86,0.223268,5.08699,-0.457083,0.0955197,0,4.25413,-1.86,0.169699,5.65803,-0.422688,-0.00122282,0,3.61652,-1.86,0.433553,4.47835,-0.386632,0.488206,0,4.56404,-1.86,0.624019,6.17485,-0.575783,0.800071,0,4.18254,-1.86,0.604723,5.55318,-0.328518,0.815939,0,4.34017,-1.86,0.0683716,5.83916,-0.369385,-0.198048,0,
0.100002,3.88641,-3.61761,0.22679,4.98885,-3.65261,0.0982042,3.2301,-1.86,0.849515,3.86633,-0.66286,1.15906,0,4.54678,-1.86,0.773374,6.14368,-0.580263,1.0527,0,4.43044,-1.86,0.16367,5.92168,-0.597935,-0.00681523,0,3.93006,-1.86,0.514224,5.05939,-0.533887,0.614554,0,3.49754,-1.86,0.3525,4.30504,-0.574483,0.320091,0,4.44836,-1.86,0.588748,5.97695,-0.55074,0.744034,0,3.35264,-1.86,0.744353,4.05839,-0.60794,1.00494,0,4.44775,-1.86,0.3012,5.98503,-0.530498,0.234158,0,3.08816,-1.86,0.398836,3.57592,-0.544477,0.407402,0,3.06693,-1.86,0.220823,3.52424,-0.510384,0.085721,0,3.60281,-1.86,0.0998719,4.48451,-0.533225,-0.1274,0,3.71173,-1.86,0.75234,4.66648,-0.467807,1.0506,0,3.2287,-1.86,0.297742,3.77766,-0.431776,0.231336,0,3.93544,-1.86,0.223268,5.07321,-0.629184,0.0924017,0,4.25413,-1.86,0.169699,5.62127,-0.575496,0.00259048,0,3.61652,-1.86,0.433553,4.4992,-0.541051,0.468765,0,4.56404,-1.86,0.624019,6.12074,-0.697521,0.771383,0,4.18254,-1.86,0.604723,5.52212,-0.47096,0.78515,0,4.34017,-1.86,0.0683716,5.80016,-0.494448,-0.186416,0,
0.133336,3.91242,-3.61688,0.226402,5.00407,-3.6516,0.0978581,3.2301,-1.86,0.849515,3.89215,-0.756987,1.13372,0,4.54678,-1.86,0.773374,6.10624,-0.651831,1.02932,0,4.43044,-1.86,0.16367,5.85969,-0.754725,0.000689253,0,3.93006,-1.86,0.514224,5.0451,-0.680421,0.589578,0,3.49754,-1.86,0.3525,4.32297,-0.710284,0.312782,0,4.44836,-1.86,0.588748,5.93002,-0.660914,0.721524,0,3.35264,-1.86,0.744353,4.0939,-0.780172,0.954963,0,4.44775,-1.86,0.3012,5.93549,-0.645358,0.228429,0,3.08816,-1.86,0.398836,3.60136,-0.619074,0.402625,0,3.06693,-1.86,0.220823,3.55575,-0.597371,0.0913807,0,3.60281,-1.86,0.0998719,4.49701,-0.699571,-0.111884,0,3.71173,-1.86,0.75234,4.66924,-0.612948,1.01002,0,3.2287,-1.86,0.297742,3.81365,-0.565729,0.228239,0,3.93544,-1.86,0.223268,5.05759,-0.776541,0.0929469,0,4.25413,-1.86,0.169699,5.58267,-0.706743,0.00691593,0,3.61652,-1.86,0.433553,4.50663,-0.634944,0.458234,0,4.56404,-1.86,0.624019,6.07427,-0.791905,0.749251,0,4.18254,-1.86,0.604723,5.48803,-0.601291,0.757456,0,4.34017,-1.86,0.0683716,5.75456,-0.621656,-0.173655,0,
0.16667,3.91242,-3.61688,0.226402,5.01611,-3.65102,0.0975781,3.2301,-1.86,0.849515,3.90693,-0.818362,1.10864,0,4.54678,-1.86,0.773374,6.07628,-0.709364,1.01307,0,4.43044,-1.86,0.16367,5.83796,-0.812754,0.00355002,0,3.93006,-1.86,0.514224,5.03527,-0.770092,0.576111,0,3.49754,-1.86,0.3525,4.33481,-0.803391,0.306223,0,4.44836,-1.86,0.588748,5.90009,-0.731893,0.710396,0,3.35264,-1.86,0.744353,4.113,-0.867514,0.928008,0,4.44775,-1.86,0.3012,5.89941,-0.729949,0.228003,0,3.08816,-1.86,0.398836,3.62926,-0.709677,0.392685,0,3.06693,-1.86,0.220823,3.5639,-0.617282,0.0896826,0,3.60281,-1.86,0.0998719,4.50411,-0.787551,-0.106103,0,3.71173,-1.86,0.75234,4.6699,-0.719674,0.979264,0,3.2287,-1.86,0.297742,3.84079,-0.667245,0.223857,0,3.93544,-1.86,0.223268,5.04957,-0.853612,0.0973662,0,4.25413,-1.86,0.169699,5.57361,-0.742989,0.00897332,0,3.61652,-1.86,0.433553,4.51107,-0.732685,0.445253,0,4.56404,-1.86,0.624019,6.04354,-0.853877,0.738728,0,4.18254,-1.86,0.604723,5.46443,-0.689798,0.738824,0,4.34017,-1.86,0.0683716,5.72474,-0.705124,-0.164068,0,
0.200004,3.93884,-3.616,0.226028,5.03129,-3.65014,0.0972295,3.2301,-1.86,0.849515,3.91536,-0.844985,1.09922,0,4.54678,-1.86,0.773374,6.06091,-0.741002,0.999213,0,4.43044,-1.86,0.16367,5.82346,-0.84984,0.000907391,0,3.93006,-1.86,0.514224,5.03038,-0.825243,0.563272,0,3.49754,-1.86,0.3525,4.34368,-0.860574,0.303183,0,4.44836,-1.86,0.588748,5.88736,-0.764068,0.698585,0,3.35264,-1.86,0.744353,4.11983,-0.883799,0.92335,0,4.44775,-1.86,0.3012,5.88635,-0.765772,0.221148,0,3.08816,-1.86,0.398836,3.64616,-0.754413,0.388633,0,3.06693,-1.86,0.220823,3.57384,-0.651881,0.0899196,0,3.60281,-1.86,0.0998719,4.51224,-0.889288,-0.0989242,0,3.71173,-1.86,0.75234,4.67273,-0.764427,0.960538,0,3.2287,-1.86,0.297742,3.85611,-0.716245,0.219214,0,3.93544,-1.86,0.223268,5.0458,-0.895758,0.0951963,0,4.25413,-1.86,0.169699,5.55207,-0.808537,0.0077499,0,3.61652,-1.86,0.433553,4.51677,-0.800421,0.437895,0,4.56404,-1.86,0.624019,6.03296,-0.877543,0.729416,0,4.18254,-1.86,0.604723,5.46311,-0.707625,0.7347,0,4.34017,-1.86,0.0683716,5.69657,-0.786381,-0.161792,0,
0.233338,3.93884,-3.616,0.226028,5.04379,-3.64928,0.0969464,3.2301,-1.86,0.849515,3.92458,-0.900309,1.08223,0,4.54678,-1.86,0.773374,6.0372,-0.779686,0.988045,0,4.43044,-1.86,0.16367,5.79527,-0.908315,0.00706789,0,3.93006,-1.86,0.514224,5.02035,-0.886373,0.555504,0,3.49754,-1.86,0.3525,4.34949,-0.929617,0.299393,0,4.44836,-1.86,0.588748,5.86042,-0.8177,0.692756,0,3.35264,-1.86,0.744353,4.1236,-0.929219,0.911716,0,4.44775,-1.86,0.3012,5.85721,-0.823734,0.222957,0,3.08816,-1.86,0.398836,3.66112,-0.810818,0.384565,0,3.06693,-1.86,0.220823,3.58913,-0.711382,0.0903385,0,3.60281,-1.86,0.0998719,4.51435,-0.926619,-0.096407,0,3.71173,-1.86,0.75234,4.66931,-0.840256,0.942676,0,3.2287,-1.86,0.297742,3.8696,-0.780433,0.220117,0,3.93544,-1.86,0.223268,5.0312,-0.990637,0.0962815,0,4.25413,-1.86,0.169699,5.52655,-0.88368,0.0123539,0,3.61652,-1.86,0.433553,4.51957,-0.883342,0.430382,0,4.56404,-1.86,0.624019,6.00273,-0.931114,0.724806,0,4.18254,-1.86,0.604723,5.44525,-0.758671,0.730131,0,4.34017,-1.86,0.0683716,5.66938,-0.85706,-0.150224,0,
0.266672,3.96399,-3.61508,0.225623,5.05919,-3.6483,0.0965952,3.2301,-1.86,0.849515,3.93472,-0.933412,1.06613,0,4.54678,-1.86,0.773374,5.98867,-0.882069,0.964354,0,4.43044,-1.86,0.16367,5.76448,-0.986606,0.0114167,0,3.93006,-1.86,0.514224,5.01361,-0.955914,0.544205,0,3.49754,-1.86,0.3525,4.35822,-0.985647,0.295373,0,4.44836,-1.86,0.588748,5.83624,-0.876305,0.682674,0,3.35264,-1.86,0.744353,4.14147,-1.01651,0.886481,0,4.44775,-1.86,0.3012,5.83406,-0.880316,0.221222,0,3.08816,-1.86,0.398836,3.68328,-0.875065,0.377281,0,3.06693,-1.86,0.220823,3.61222,-0.777104,0.0896333,0,3.60281,-1.86,0.0998719,4.51738,-0.9654,-0.0944161,0,3.71173,-1.86,0.75234,4.67171,-0.931478,0.915933,0,3.2287,-1.86,0.297742,3.88779,-0.844621,0.217562,0,3.93544,-1.86,0.223268,5.02945,-1.03227,0.0988081,0,4.25413,-1.86,0.169699,5.50717,-0.953962,0.0146546,0,3.61652,-1.86,0.433553,4.52608,-0.952244,0.421284,0,4.56404,-1.86,0.624019,5.97996,-0.97836,0.715077,0,4.18254,-1.86,0.604723,5.43176,-0.808541,0.716393,0,4.34017,-1.86,0.0683716,5.64754,-0.922683,-0.145293,0,
0.300007,3.97305,-3.61475,0.225128,5.07001,-3.64754,0.0963505,3.2301,-1.86,0.849515,3.95556,-1.02566,1.0307,0,4.54678,-1.86,0.773374,5.94121,-0.978378,0.932483,0,4.43044,-1.86,0.16367,5.71321,-1.11835,0.00689539,0,3.93006,-1.86,0.514224,5.00258,-1.0447,0.525128,0,3.49754,-1.86,0.3525,4.3662,-1.06438,0.288894,0,4.44836,-1.86,0.588748,5.81059,-0.930275,0.669957,0,3.35264,-1.86,0.744353,4.15444,-1.08519,0.865374,0,4.44775,-1.86,0.3012,5.79753,-0.96228,0.212236,0,3.08816,-1.86,0.398836,3.69702,-0.922412,0.372397,0,3.06693,-1.86,0.220823,3.64599,-0.879521,0.0871946,0,3.60281,-1.86,0.0998719,4.51972,-1.04016,-0.0916985,0,3.71173,-1.86,0.75234,4.67191,-1.01689,0.886382,0,3.2287,-1.86,0.297742,3.91889,-0.962816,0.208767,0,3.93544,-1.86,0.223268,5.01813,-1.10619,0.0984105,0,4.25413,-1.86,0.169699,5.47817,-1.04813,0.0139654,0,3.61652,-1.86,0.433553,4.53029,-1.03784,0.410403,0,4.56404,-1.86,0.624019,5.947,-1.038,0.695189,0,4.18254,-1.86,0.604723,5.40485,-0.900909,0.691803,0,4.34017,-1.86,0.0683716,5.61257,-1.01953,-0.14108,0,
