time,pcwx,pcwy,pcwz,pcwHatx,pcwHaty,pcwHatz,p0wx,p0wy,p0wz,p0wHatx,p0wHaty,p0wHatz,converged0,p1wx,p1wy,p1wz,p1wHatx,p1wHaty,p1wHatz,converged1,p2wx,p2wy,p2wz,p2wHatx,p2wHaty,p2wHatz,converged2,p3wx,p3wy,p3wz,p3wHatx,p3wHaty,p3wHatz,converged3,p4wx,p4wy,p4wz,p4wHatx,p4wHaty,p4wHatz,converged4,p5wx,p5wy,p5wz,p5wHatx,p5wHaty,p5wHatz,converged5,p6wx,p6wy,p6wz,p6wHatx,p6wHaty,p6wHatz,converged6,p7wx,p7wy,p7wz,p7wHatx,p7wHaty,p7wHatz,converged7,p8wx,p8wy,p8wz,p8wHatx,p8wHaty,p8wHatz,converged8,p9wx,p9wy,p9wz,p9wHatx,p9wHaty,p9wHatz,converged9,p10wx,p10wy,p10wz,p10wHatx,p10wHaty,p10wHatz,converged10,p11wx,p11wy,p11wz,p11wHatx,p11wHaty,p11wHatz,converged11,p12wx,p12wy,p12wz,p12wHatx,p12wHaty,p12wHatz,converged12,p13wx,p13wy,p13wz,p13wHatx,p13wHaty,p13wHatz,converged13,p14wx,p14wy,p14wz,p14wHatx,p14wHaty,p14wHatz,converged14,p15wx,p15wy,p15wz,p15wHatx,p15wHaty,p15wHatz,converged15,
0.666681,-3.87566,-3.59642,0.293073,-3.13734,-3.96171,0.289458,-3.72184,-1.86,0.851991,-2.94909,-2.07678,0.898948,0,-4.28365,-1.86,0.817542,-3.56256,-2.16771,0.830264,0,-4.45619,-1.86,0.744908,-3.74239,-2.14751,0.768965,0,-4.72593,-1.86,0.516967,-3.9697,-2.26601,0.512912,0,-3.70549,-1.86,0.383171,-2.93045,-2.05444,0.391093,0,-3.58811,-1.86,0.82235,-2.82941,-2.13159,0.854127,0,-4.58478,-1.86,0.546509,-3.83881,-2.2359,0.545858,0,-3.97548,-1.86,0.677197,-3.24041,-2.18501,0.689538,0,-4.28735,-1.86,0.630309,-3.56245,-2.17144,0.637091,0,-4.00123,-1.86,0.178547,-3.2527,-2.10704,0.160788,0,-3.59006,-1.86,0.190575,-2.806,-2.11215,0.180992,0,-4.65691,-1.86,0.367424,-3.92197,-2.21494,0.363571,0,-4.50808,-1.86,0.351914,-3.80527,-2.12218,0.350084,0,-3.86186,-1.86,0.574644,-3.11658,-2.20476,0.580775,0,-4.26336,-1.86,0.495228,-3.51941,-2.16905,0.499153,0,-4.14578,-1.86,0.877788,-3.41255,-2.17663,0.893435,0,
0.700015,-3.87566,-3.59642,0.293073,-3.12486,-3.96121,0.289166,-3.72184,-1.86,0.851991,-2.95248,-2.08268,0.898506,0,-4.28365,-1.86,0.817542,-3.56387,-2.17432,0.829694,0,-4.45619,-1.86,0.744908,-3.74155,-2.16435,0.762606,0,-4.72593,-1.86,0.516967,-3.96705,-2.27126,0.511432,0,-3.70549,-1.86,0.383171,-2.93362,-2.06278,0.391157,0,-3.58811,-1.86,0.82235,-2.83145,-2.14902,0.852246,0,-4.58478,-1.86,0.546509,-3.83947,-2.23841,0.546808,0,-3.97548,-1.86,0.677197,-3.24087,-2.18566,0.691778,0,-4.28735,-1.86,0.630309,-3.56356,-2.17887,0.637051,0,-4.00123,-1.86,0.178547,-3.2549,-2.10717,0.162844,0,-3.59006,-1.86,0.190575,-2.80915,-2.11312,0.186012,0,-4.65691,-1.86,0.367424,-3.92177,-2.21908,0.364724,0,-4.50808,-1.86,0.351914,-3.79736,-2.14194,0.352167,0,-3.86186,-1.86,0.574644,-3.12015,-2.20552,0.582737,0,-4.26336,-1.86,0.495228,-3.52095,-2.16945,0.500461,0,-4.14578,-1.86,0.877788,-3.41707,-2.17089,0.896172,0,
0.733349,-3.84904,-3.59644,0.293051,-3.10947,-3.9606,0.288804,-3.72184,-1.86,0.851991,-2.94941,-2.08638,0.897837,0,-4.28365,-1.86,0.817542,-3.56077,-2.17351,0.831787,0,-4.45619,-1.86,0.744908,-3.73861,-2.16238,0.762086,0,-4.72593,-1.86,0.516967,-3.96324,-2.26889,0.514321,0,-3.70549,-1.86,0.383171,-2.9306,-2.0667,0.391535,0,-3.58811,-1.86,0.82235,-2.8298,-2.16349,0.848881,0,-4.58478,-1.86,0.546509,-3.83551,-2.2371,0.550058,0,-3.97548,-1.86,0.677197,-3.23435,-2.18532,0.692333,0,-4.28735,-1.86,0.630309,-3.55645,-2.17718,0.638609,0,-4.00123,-1.86,0.178547,-3.25159,-2.10687,0.16343,0,-3.59006,-1.86,0.190575,-2.80564,-2.11575,0.187392,0,-4.65691,-1.86,0.367424,-3.92148,-2.21722,0.366787,0,-4.50808,-1.86,0.351914,-3.79425,-2.13949,0.353491,0,-3.86186,-1.86,0.574644,-3.11569,-2.20587,0.584439,0,-4.26336,-1.86,0.495228,-3.5139,-2.16796,0.498868,0,-4.14578,-1.86,0.877788,-3.41682,-2.1723,0.894416,0,
0.766683,-3.84904,-3.59644,0.293051,-3.09719,-3.95993,0.288521,-3.72184,-1.86,0.851991,-2.9542,-2.08664,0.899854,0,-4.28365,-1.86,0.817542,-3.56312,-2.17503,0.836061,0,-4.45619,-1.86,0.744908,-3.74089,-2.16308,0.76334,0,-4.72593,-1.86,0.516967,-3.96557,-2.27074,0.515642,0,-3.70549,-1.86,0.383171,-2.93553,-2.06664,0.394616,0,-3.58811,-1.86,0.82235,-2.8353,-2.16385,0.851327,0,-4.58478,-1.86,0.546509,-3.83877,-2.23831,0.551976,0,-3.97548,-1.86,0.677197,-3.23944,-2.18624,0.694689,0,-4.28735,-1.86,0.630309,-3.56361,-2.17916,0.639776,0,-4.00123,-1.86,0.178547,-3.25631,-2.1071,0.165549,0,-3.59006,-1.86,0.190575,-2.80799,-2.1143,0.185706,0,-4.65691,-1.86,0.367424,-3.92332,-2.21789,0.368285,0,-4.50808,-1.86,0.351914,-3.79966,-2.14303,0.353513,0,-3.86186,-1.86,0.574644,-3.11628,-2.20598,0.586027,0,-4.26336,-1.86,0.495228,-3.51901,-2.16951,0.50095,0,-4.14578,-1.86,0.877788,-3.42374,-2.17426,0.897812,0,
0.800017,-3.82262,-3.59648,0.293026,-3.06965,-3.95868,0.287879,-3.72184,-1.86,0.851991,-2.94204,-2.08615,0.898926,0,-4.28365,-1.86,0.817542,-3.54903,-2.17314,0.833584,0,-4.45619,-1.86,0.744908,-3.73097,-2.1622,0.760707,0,-4.72593,-1.86,0.516967,-3.95132,-2.2696,0.513598,0,-3.70549,-1.86,0.383171,-2.92284,-2.06661,0.39379,0,-3.58811,-1.86,0.82235,-2.82203,-2.16488,0.849933,0,-4.58478,-1.86,0.546509,-3.82527,-2.23741,0.550981,0,-3.97548,-1.86,0.677197,-3.22608,-2.18511,0.693827,0,-4.28735,-1.86,0.630309,-3.55124,-2.1784,0.639313,0,-4.00123,-1.86,0.178547,-3.24424,-2.10635,0.163263,0,-3.59006,-1.86,0.190575,-2.79812,-2.11309,0.183576,0,-4.65691,-1.86,0.367424,-3.90824,-2.21466,0.364516,0,-4.50808,-1.86,0.351914,-3.78633,-2.14249,0.352342,0,-3.86186,-1.86,0.574644,-3.10294,-2.20467,0.583925,0,-4.26336,-1.86,0.495228,-3.50653,-2.16878,0.501656,0,-4.14578,-1.86,0.877788,-3.41386,-2.17368,0.89574,0,
0.833351,-3.82262,-3.59648,0.293026,-3.05431,-3.95801,0.28752,-3.72184,-1.86,0.851991,-2.94273,-2.08579,0.897012,0,-4.28365,-1.86,0.817542,-3.55184,-2.17392,0.831926,0,-4.45619,-1.86,0.744908,-3.7316,-2.16562,0.763054,0,-4.72593,-1.86,0.516967,-3.95355,-2.27374,0.51403,0,-3.70549,-1.86,0.383171,-2.92542,-2.06658,0.392817,0,-3.58811,-1.86,0.82235,-2.82138,-2.16448,0.848073,0,-4.58478,-1.86,0.546509,-3.82731,-2.23962,0.546966,0,-3.97548,-1.86,0.677197,-3.22693,-2.18499,0.692802,0,-4.28735,-1.86,0.630309,-3.55047,-2.17888,0.63985,0,-4.00123,-1.86,0.178547,-3.24621,-2.10652,0.163982,0,-3.59006,-1.86,0.190575,-2.80005,-2.11534,0.183698,0,-4.65691,-1.86,0.367424,-3.90538,-2.21514,0.365137,0,-4.50808,-1.86,0.351914,-3.78633,-2.14391,0.353277,0,-3.86186,-1.86,0.574644,-3.10354,-2.20483,0.584551,0,-4.26336,-1.86,0.495228,-3.50763,-2.1697,0.501583,0,-4.14578,-1.86,0.877788,-3.41502,-2.17725,0.896077,0,
0.866685,-3.7967,-3.59674,0.292949,-3.04285,-3.95767,0.287248,-3.72184,-1.86,0.851991,-2.94684,-2.0859,0.896462,0,-4.28365,-1.86,0.817542,-3.55602,-2.17402,0.830037,0,-4.45619,-1.86,0.744908,-3.73733,-2.16538,0.761319,0,-4.72593,-1.86,0.516967,-3.95586,-2.27645,0.511076,0,-3.70549,-1.86,0.383171,-2.93162,-2.06728,0.392474,0,-3.58811,-1.86,0.82235,-2.82748,-2.1639,0.847193,0,-4.58478,-1.86,0.546509,-3.83074,-2.24125,0.545043,0,-3.97548,-1.86,0.677197,-3.23329,-2.18486,0.690086,0,-4.28735,-1.86,0.630309,-3.55544,-2.17855,0.637517,0,-4.00123,-1.86,0.178547,-3.25299,-2.10701,0.164827,0,-3.59006,-1.86,0.190575,-2.80392,-2.11574,0.185331,0,-4.65691,-1.86,0.367424,-3.90899,-2.21502,0.362658,0,-4.50808,-1.86,0.351914,-3.78996,-2.14372,0.350707,0,-3.86186,-1.86,0.574644,-3.10899,-2.2047,0.581546,0,-4.26336,-1.86,0.495228,-3.51167,-2.16955,0.498587,0,-4.14578,-1.86,0.877788,-3.4214,-2.17615,0.891809,0,
0.90002,-3.78704,-3.59683,0.292593,-3.03203,-3.95728,0.286992,-3.72184,-1.86,0.851991,-2.95142,-2.08698,0.898969,0,-4.28365,-1.86,0.817542,-3.56071,-2.17419,0.83153,0,-4.45619,-1.86,0.744908,-3.74163,-2.16494,0.761965,0,-4.72593,-1.86,0.516967,-3.95984,-2.27399,0.513291,0,-3.70549,-1.86,0.383171,-2.94023,-2.06769,0.393117,0,-3.58811,-1.86,0.82235,-2.83395,-2.16464,0.846546,0,-4.58478,-1.86,0.546509,-3.83502,-2.23987,0.546669,0,-3.97548,-1.86,0.677197,-3.23479,-2.18499,0.691294,0,-4.28735,-1.86,0.630309,-3.56004,-2.17902,0.638915,0,-4.00123,-1.86,0.178547,-3.25621,-2.10701,0.165478,0,-3.59006,-1.86,0.190575,-2.80755,-2.11564,0.188337,0,-4.65691,-1.86,0.367424,-3.91273,-2.21617,0.363358,0,-4.50808,-1.86,0.351914,-3.79489,-2.14355,0.352163,0,-3.86186,-1.86,0.574644,-3.11291,-2.20536,0.583459,0,-4.26336,-1.86,0.495228,-3.51347,-2.16935,0.502814,0,-4.14578,-1.86,0.877788,-3.4253,-2.17668,0.893796,0,
0.933353,-3.76065,-3.5972,0.292559,-3.01635,-3.95674,0.286622,-3.72184,-1.86,0.851991,-2.94943,-2.08637,0.89703,0,-4.28365,-1.86,0.817542,-3.55578,-2.1732,0.834697,0,-4.45619,-1.86,0.744908,-3.74031,-2.16183,0.75855,0,-4.72593,-1.86,0.516967,-3.96042,-2.2715,0.509454,0,-3.70549,-1.86,0.383171,-2.93897,-2.06814,0.390337,0,-3.58811,-1.86,0.82235,-2.83058,-2.16487,0.845255,0,-4.58478,-1.86,0.546509,-3.83323,-2.23702,0.545093,0,-3.97548,-1.86,0.677197,-3.23064,-2.18398,0.68868,0,-4.28735,-1.86,0.630309,-3.55611,-2.17688,0.636323,0,-4.00123,-1.86,0.178547,-3.25363,-2.10685,0.162753,0,-3.59006,-1.86,0.190575,-2.80846,-2.115,0.186952,0,-4.65691,-1.86,0.367424,-3.91244,-2.21574,0.365863,0,-4.50808,-1.86,0.351914,-3.79624,-2.14342,0.352077,0,-3.86186,-1.86,0.574644,-3.11048,-2.20431,0.578054,0,-4.26336,-1.86,0.495228,-3.51054,-2.1682,0.502203,0,-4.14578,-1.86,0.877788,-3.42316,-2.1749,0.891656,0,
0.966688,-3.76065,-3.5972,0.292559,-3.00454,-3.95632,0.286343,-3.72184,-1.86,0.851991,-2.95249,-2.08639,0.897093,0,-4.28365,-1.86,0.817542,-3.5578,-2.17279,0.833608,0,-4.45619,-1.86,0.744908,-3.74241,-2.16146,0.757432,0,-4.72593,-1.86,0.516967,-3.96075,-2.2714,0.507628,0,-3.70549,-1.86,0.383171,-2.94202,-2.06799,0.39042,0,-3.58811,-1.86,0.82235,-2.83126,-2.16424,0.844969,0,-4.58478,-1.86,0.546509,-3.835,-2.23631,0.544636,0,-3.97548,-1.86,0.677197,-3.23177,-2.18423,0.689305,0,-4.28735,-1.86,0.630309,-3.56063,-2.17731,0.635468,0,-4.00123,-1.86,0.178547,-3.2583,-2.10742,0.161778,0,-3.59006,-1.86,0.190575,-2.81096,-2.11592,0.187728,0,-4.65691,-1.86,0.367424,-3.91308,-2.216,0.364589,0,-4.50808,-1.86,0.351914,-3.79574,-2.14281,0.349049,0,-3.86186,-1.86,0.574644,-3.1108,-2.20481,0.580955,0,-4.26336,-1.86,0.495228,-3.51185,-2.16797,0.500309,0,-4.14578,-1.86,0.877788,-3.42569,-2.17483,0.891139,0,
1.00002,-3.73513,-3.59741,0.292505,-2.97799,-3.95523,0.28572,-3.72184,-1.86,0.851991,-2.94002,-2.0851,0.895007,0,-4.28365,-1.86,0.817542,-3.54533,-2.17095,0.829868,0,-4.45619,-1.86,0.744908,-3.72971,-2.16054,0.759691,0,-4.72593,-1.86,0.516967,-3.95016,-2.26913,0.503365,0,-3.70549,-1.86,0.383171,-2.92952,-2.06711,0.389468,0,-3.58811,-1.86,0.82235,-2.81949,-2.16285,0.844154,0,-4.58478,-1.86,0.546509,-3.82451,-2.23582,0.542775,0,-3.97548,-1.86,0.677197,-3.21821,-2.1829,0.6872,0,-4.28735,-1.86,0.630309,-3.54795,-2.1758,0.630999,0,-4.00123,-1.86,0.178547,-3.24771,-2.10681,0.160181,0,-3.59006,-1.86,0.190575,-2.79783,-2.11501,0.186081,0,-4.65691,-1.86,0.367424,-3.90091,-2.21366,0.363078,0,-4.50808,-1.86,0.351914,-3.78297,-2.1399,0.346809,0,-3.86186,-1.86,0.574644,-3.09515,-2.20359,0.57941,0,-4.26336,-1.86,0.495228,-3.49826,-2.16691,0.499379,0,-4.14578,-1.86,0.877788,-3.41393,-2.1741,0.891178,0,
1.03336,-3.72616,-3.59749,0.292125,-2.96267,-3.95461,0.28536,-3.72184,-1.86,0.851991,-2.93864,-2.08551,0.89619,0,-4.28365,-1.86,0.817542,-3.54346,-2.17226,0.831445,0,-4.45619,-1.86,0.744908,-3.72818,-2.16134,0.758962,0,-4.72593,-1.86,0.516967,-3.94299,-2.27055,0.500767,0,-3.70549,-1.86,0.383171,-2.92679,-2.06723,0.390751,0,-3.58811,-1.86,0.82235,-2.81651,-2.16447,0.84708,0,-4.58478,-1.86,0.546509,-3.82042,-2.23769,0.541767,0,-3.97548,-1.86,0.677197,-3.21775,-2.18279,0.686002,0,-4.28735,-1.86,0.630309,-3.54452,-2.17612,0.632146,0,-4.00123,-1.86,0.178547,-3.24707,-2.1068,0.160075,0,-3.59006,-1.86,0.190575,-2.79544,-2.11523,0.186581,0,-4.65691,-1.86,0.367424,-3.90006,-2.21637,0.361857,0,-4.50808,-1.86,0.351914,-3.78044,-2.14106,0.348718,0,-3.86186,-1.86,0.574644,-3.09408,-2.20373,0.580442,0,-4.26336,-1.86,0.495228,-3.49496,-2.16706,0.499924,0,-4.14578,-1.86,0.877788,-3.40892,-2.17411,0.892943,0,
1.06669,-3.69982,-3.59745,0.292122,-2.96793,-3.95483,0.285484,-3.72184,-1.86,0.851991,-2.95554,-2.08651,0.895976,0,-4.28365,-1.86,0.817542,-3.55978,-2.17139,0.82935,0,-4.45619,-1.86,0.744908,-3.74482,-2.1608,0.758781,0,-4.72593,-1.86,0.516967,-3.96213,-2.26728,0.500458,0,-3.70549,-1.86,0.383171,-2.9473,-2.06828,0.392107,0,-3.58811,-1.86,0.82235,-2.83246,-2.16363,0.84142,0,-4.58478,-1.86,0.546509,-3.84085,-2.23688,0.542983,0,-3.97548,-1.86,0.677197,-3.23355,-2.18271,0.682979,0,-4.28735,-1.86,0.630309,-3.56151,-2.17589,0.633584,0,-4.00123,-1.86,0.178547,-3.26386,-2.10757,0.159441,0,-3.59006,-1.86,0.190575,-2.81549,-2.11625,0.181452,0,-4.65691,-1.86,0.367424,-3.91803,-2.21702,0.361,0,-4.50808,-1.86,0.351914,-3.79853,-2.14105,0.347826,0,-3.86186,-1.86,0.574644,-3.11181,-2.20439,0.578319,0,-4.26336,-1.86,0.495228,-3.51327,-2.16786,0.499712,0,-4.14578,-1.86,0.877788,-3.42752,-2.1746,0.892247,0,
1.10002,-3.69982,-3.59745,0.292122,-2.94065,-3.95346,0.284851,-3.72184,-1.86,0.851991,-2.94647,-2.08511,0.894566,0,-4.28365,-1.86,0.817542,-3.55125,-2.17159,0.828243,0,-4.45619,-1.86,0.744908,-3.73667,-2.16105,0.758233,0,-4.72593,-1.86,0.516967,-3.94966,-2.26789,0.50222,1,-3.70549,-1.86,0.383171,-2.93666,-2.06762,0.39293,0,-3.58811,-1.86,0.82235,-2.8199,-2.16165,0.839549,0,-4.58478,-1.86,0.546509,-3.82948,-2.23669,0.541212,1,-3.97548,-1.86,0.677197,-3.2205,-2.18177,0.681477,0,-4.28735,-1.86,0.630309,-3.55335,-2.17605,0.63062,0,-4.00123,-1.86,0.178547,-3.25529,-2.10759,0.157258,0,-3.59006,-1.86,0.190575,-2.80549,-2.11566,0.177526,0,-4.65691,-1.86,0.367424,-3.90721,-2.21529,0.360786,1,-4.50808,-1.86,0.351914,-3.78806,-2.141,0.347569,0,-3.86186,-1.86,0.574644,-3.10111,-2.20368,0.577364,1,-4.26336,-1.86,0.495228,-3.50532,-2.16828,0.496848,1,-4.14578,-1.86,0.877788,-3.41408,-2.17269,0.888863,0,
1.13336,-3.67472,-3.59755,0.29211,-2.92546,-3.95267,0.2845,-3.72184,-1.86,0.851991,-2.94915,-2.08541,0.894576,0,-4.28365,-1.86,0.817542,-3.5511,-2.17244,0.826626,0,-4.45619,-1.86,0.744908,-3.7362,-2.1631,0.755462,0,-4.72593,-1.86,0.516967,-3.95076,-2.27012,0.499014,1,-3.70549,-1.86,0.383171,-2.93849,-2.06774,0.391787,0,-3.58811,-1.86,0.82235,-2.82182,-2.16152,0.839013,0,-4.58478,-1.86,0.546509,-3.82936,-2.23806,0.539543,1,-3.97548,-1.86,0.677197,-3.22241,-2.18206,0.68083,0,-4.28735,-1.86,0.630309,-3.55377,-2.1773,0.62732,0,-4.00123,-1.86,0.178547,-3.2565,-2.10759,0.16015,0,-3.59006,-1.86,0.190575,-2.80657,-2.11619,0.179839,1,-4.65691,-1.86,0.367424,-3.90683,-2.21722,0.360078,1,-4.50808,-1.86,0.351914,-3.78838,-2.14328,0.346192,0,-3.86186,-1.86,0.574644,-3.10214,-2.20384,0.577878,1,-4.26336,-1.86,0.495228,-3.50995,-2.17082,0.493577,1,-4.14578,-1.86,0.877788,-3.41918,-2.17466,0.889108,0,
1.16669,-3.6653,-3.59756,0.29179,-2.91456,-3.95226,0.284243,-3.72184,-1.86,0.851991,-2.95158,-2.08535,0.89336,0,-4.28365,-1.86,0.817542,-3.55219,-2.17154,0.827517,1,-4.45619,-1.86,0.744908,-3.73708,-2.16107,0.754606,1,-4.72593,-1.86,0.516967,-3.95111,-2.27207,0.500349,1,-3.70549,-1.86,0.383171,-2.94296,-2.06811,0.39156,0,-3.58811,-1.86,0.82235,-2.82537,-2.16228,0.839118,0,-4.58478,-1.86,0.546509,-3.83406,-2.23887,0.537345,1,-3.97548,-1.86,0.677197,-3.22433,-2.18181,0.680278,1,-4.28735,-1.86,0.630309,-3.55643,-2.17666,0.626147,1,-4.00123,-1.86,0.178547,-3.25899,-2.10751,0.158875,1,-3.59006,-1.86,0.190575,-2.80962,-2.11662,0.179279,1,-4.65691,-1.86,0.367424,-3.90871,-2.2167,0.359498,1,-4.50808,-1.86,0.351914,-3.79064,-2.14329,0.346251,1,-3.86186,-1.86,0.574644,-3.10293,-2.20323,0.575034,1,-4.26336,-1.86,0.495228,-3.51157,-2.17125,0.494202,1,-4.14578,-1.86,0.877788,-3.41945,-2.17433,0.888483,0,
1.20003,-3.6653,-3.59756,0.29179,-2.90443,-3.95179,0.284007,-3.72184,-1.86,0.851991,-2.95615,-2.08572,0.893909,1,-4.28365,-1.86,0.817542,-3.55542,-2.17064,0.827022,1,-4.45619,-1.86,0.744908,-3.74022,-2.15991,0.75633,1,-4.72593,-1.86,0.516967,-3.95434,-2.26933,0.501994,1,-3.70549,-1.86,0.383171,-2.94701,-2.06822,0.387989,1,-3.58811,-1.86,0.82235,-2.82795,-2.16263,0.83911,1,-4.58478,-1.86,0.546509,-3.83597,-2.23889,0.536156,1,-3.97548,-1.86,0.677197,-3.22696,-2.18176,0.680375,1,-4.28735,-1.86,0.630309,-3.56009,-2.17645,0.628999,1,-4.00123,-1.86,0.178547,-3.26005,-2.10708,0.158612,1,-3.59006,-1.86,0.190575,-2.81346,-2.11697,0.176735,1,-4.65691,-1.86,0.367424,-3.91156,-2.21531,0.361534,1,-4.50808,-1.86,0.351914,-3.79438,-2.14233,0.34703,1,-3.86186,-1.86,0.574644,-3.106,-2.20366,0.576509,1,-4.26336,-1.86,0.495228,-3.51508,-2.16868,0.494578,1,-4.14578,-1.86,0.877788,-3.42296,-2.17364,0.889511,1,
1.23336,-3.64052,-3.59758,0.291829,-2.88001,-3.95037,0.283446,-3.72184,-1.86,0.851991,-2.95149,-2.08593,0.895639,1,-4.28365,-1.86,0.817542,-3.55224,-2.17301,0.82854,1,-4.45619,-1.86,0.744908,-3.73662,-2.16174,0.755065,1,-4.72593,-1.86,0.516967,-3.94865,-2.27132,0.505913,1,-3.70549,-1.86,0.383171,-2.94081,-2.06786,0.391198,1,-3.58811,-1.86,0.82235,-2.8258,-2.16218,0.841366,1,-4.58478,-1.86,0.546509,-3.82948,-2.23675,0.536081,1,-3.97548,-1.86,0.677197,-3.22133,-2.18226,0.681372,1,-4.28735,-1.86,0.630309,-3.55288,-2.17679,0.631642,1,-4.00123,-1.86,0.178547,-3.25267,-2.10689,0.160451,1,-3.59006,-1.86,0.190575,-2.80408,-2.11592,0.180367,1,-4.65691,-1.86,0.367424,-3.90472,-2.21569,0.361354,1,-4.50808,-1.86,0.351914,-3.78905,-2.14319,0.343792,1,-3.86186,-1.86,0.574644,-3.09614,-2.20315,0.576587,1,-4.26336,-1.86,0.495228,-3.50611,-2.16772,0.494674,1,-4.14578,-1.86,0.877788,-3.41667,-2.17423,0.889774,1,
1.26669,-3.63106,-3.59758,0.291574,-2.86983,-3.94985,0.283211,-3.72184,-1.86,0.851991,-2.9529,-2.08533,0.89315,1,-4.28365,-1.86,0.817542,-3.55438,-2.1735,0.825659,1,-4.45619,-1.86,0.744908,-3.74151,-2.166,0.756745,1,-4.72593,-1.86,0.516967,-3.94841,-2.27395,0.50525,1,-3.70549,-1.86,0.383171,-2.94524,-2.06835,0.392814,1,-3.58811,-1.86,0.82235,-2.82964,-2.16273,0.838726,1,-4.58478,-1.86,0.546509,-3.83199,-2.23698,0.534844,1,-3.97548,-1.86,0.677197,-3.22464,-2.18178,0.679634,1,-4.28735,-1.86,0.630309,-3.55872,-2.17734,0.627788,1,-4.00123,-1.86,0.178547,-3.25837,-2.10747,0.158609,1,-3.59006,-1.86,0.190575,-2.80822,-2.11626,0.182075,1,-4.65691,-1.86,0.367424,-3.90819,-2.21752,0.360743,1,-4.50808,-1.86,0.351914,-3.79144,-2.14475,0.341821,1,-3.86186,-1.86,0.574644,-3.09935,-2.20312,0.576052,1,-4.26336,-1.86,0.495228,-3.5072,-2.16616,0.489945,1,-4.14578,-1.86,0.877788,-3.42002,-2.17375,0.888073,1,
1.30003,-3.6054,-3.59767,0.291634,-2.8449,-3.94888,0.282625,-3.72184,-1.86,0.851991,-2.9422,-2.08446,0.89239,1,-4.28365,-1.86,0.817542,-3.54364,-2.17011,0.826332,1,-4.45619,-1.86,0.744908,-3.72869,-2.16196,0.755848,1,-4.72593,-1.86,0.516967,-3.94107,-2.26869,0.505656,1,-3.70549,-1.86,0.383171,-2.93473,-2.06766,0.391979,1,-3.58811,-1.86,0.82235,-2.81664,-2.16161,0.837644,1,-4.58478,-1.86,0.546509,-3.82062,-2.2338,0.537764,1,-3.97548,-1.86,0.677197,-3.21355,-2.1805,0.678263,1,-4.28735,-1.86,0.630309,-3.54787,-2.17575,0.626422,1,-4.00123,-1.86,0.178547,-3.24777,-2.10657,0.158989,1,-3.59006,-1.86,0.190575,-2.79931,-2.11569,0.179812,1,-4.65691,-1.86,0.367424,-3.89699,-2.2147,0.359266,1,-4.50808,-1.86,0.351914,-3.78368,-2.14221,0.337079,1,-3.86186,-1.86,0.574644,-3.08979,-2.2019,0.571367,1,-4.26336,-1.86,0.495228,-3.49555,-2.16503,0.489201,1,-4.14578,-1.86,0.877788,-3.40849,-2.17192,0.88758,1,
1.33336,-3.59627,-3.59767,0.291315,-2.8295,-3.94816,0.282266,-3.72184,-1.86,0.851991,-2.94355,-2.08378,0.890009,1,-4.28365,-1.86,0.817542,-3.54318,-2.16946,0.82463,1,-4.45619,-1.86,0.744908,-3.7282,-2.15948,0.758568,1,-4.72593,-1.86,0.516967,-3.93578,-2.26802,0.505826,1,-3.70549,-1.86,0.383171,-2.933,-2.06992,0.389988,1,-3.58811,-1.86,0.82235,-2.81468,-2.16151,0.838256,1,-4.58478,-1.86,0.546509,-3.81952,-2.23359,0.537291,1,-3.97548,-1.86,0.677197,-3.2123,-2.18037,0.678249,1,-4.28735,-1.86,0.630309,-3.54467,-2.17433,0.62896,1,-4.00123,-1.86,0.178547,-3.2446,-2.10593,0.158214,1,-3.59006,-1.86,0.190575,-2.798,-2.11587,0.179795,1,-4.65691,-1.86,0.367424,-3.89482,-2.21299,0.359906,1,-4.50808,-1.86,0.351914,-3.78114,-2.14329,0.336334,1,-3.86186,-1.86,0.574644,-3.08816,-2.20217,0.573844,1,-4.26336,-1.86,0.495228,-3.49309,-2.16464,0.489173,1,-4.14578,-1.86,0.877788,-3.40781,-2.17128,0.885875,1,
1.3667,-3.57023,-3.5976,0.291358,-2.83538,-3.9486,0.282398,-3.72184,-1.86,0.851991,-2.96408,-2.0852,0.891081,1,-4.28365,-1.86,0.817542,-3.56222,-2.17072,0.8261,1,-4.45619,-1.86,0.744908,-3.7481,-2.16024,0.75635,1,-4.72593,-1.86,0.516967,-3.95425,-2.26505,0.507134,1,-3.70549,-1.86,0.383171,-2.95322,-2.07113,0.390491,1,-3.58811,-1.86,0.82235,-2.83459,-2.16287,0.839313,1,-4.58478,-1.86,0.546509,-3.83496,-2.23286,0.538976,1,-3.97548,-1.86,0.677197,-3.23099,-2.18126,0.678687,1,-4.28735,-1.86,0.630309,-3.56313,-2.17426,0.629772,1,-4.00123,-1.86,0.178547,-3.26257,-2.10661,0.159284,1,-3.59006,-1.86,0.190575,-2.81661,-2.11705,0.180221,1,-4.65691,-1.86,0.367424,-3.91384,-2.21307,0.360372,1,-4.50808,-1.86,0.351914,-3.79987,-2.14086,0.336231,1,-3.86186,-1.86,0.574644,-3.10622,-2.20313,0.574899,1,-4.26336,-1.86,0.495228,-3.509,-2.1644,0.487156,1,-4.14578,-1.86,0.877788,-3.42792,-2.17296,0.887151,1,
