time,px,py,pz,qw,qx,qy,qz,pxHat,pyHat,pzHat,qwHat,qxHat,qyHat,qzHat,
163.96,0.882632,-3.52113,0.227465,0.999323,-0.0130649,-0.00754871,-0.0335495,0.812687,-4.44156,0.129425,0.994395,0.0130891,0.0143547,-0.10393,
164.02,0.910213,-3.52298,0.227906,0.999359,-0.0130732,-0.00753438,-0.0324536,0.839052,-4.44713,0.128582,0.994509,0.013105,0.0143402,-0.102828,
164.08,0.929708,-3.52432,0.227776,0.999422,-0.0130279,-0.00752889,-0.0304766,0.865563,-4.45266,0.127736,0.994721,0.0131347,0.014313,-0.100766,
164.137,0.956369,-3.52594,0.228199,0.999476,-0.0130415,-0.00750528,-0.0286662,0.891072,-4.45787,0.126925,0.994907,0.0131613,0.0142885,-0.0989118,
164.159,0.966523,-3.52652,0.228359,0.999488,-0.0130447,-0.00749975,-0.0282424,0.900796,-4.45982,0.126617,0.994953,0.013168,0.0142823,-0.0984446,
164.26,1.00491,-3.52876,0.228331,0.999537,-0.0130842,-0.0075443,-0.0264093,0.945241,-4.46868,0.125211,0.995145,0.0131962,0.0142563,-0.0964818,
164.32,1.02796,-3.52995,0.227511,0.999586,-0.0132927,-0.00760876,-0.0243784,0.971754,-4.47386,0.124375,0.995343,0.0132257,0.014229,-0.0944223,
164.38,1.05555,-3.53129,0.22795,0.999617,-0.0133029,-0.00759086,-0.0230327,0.9982,-4.47892,0.123545,0.995475,0.0132458,0.0142103,-0.0930142,
164.438,1.08221,-3.53252,0.228371,0.999668,-0.0133204,-0.0075601,-0.0207227,1.02376,-4.48373,0.122744,0.995688,0.0132787,0.0141795,-0.0907078,
164.46,1.08838,-3.53281,0.227165,0.999686,-0.0135011,-0.0076076,-0.0197095,1.03357,-4.48553,0.122439,0.995784,0.0132937,0.0141655,-0.0896529,
164.518,1.11111,-3.53374,0.226395,0.999737,-0.0136582,-0.0076043,-0.016785,1.0594,-4.4902,0.121635,0.996055,0.0133373,0.0141244,-0.0865812,
164.541,1.1218,-3.5341,0.226563,0.999754,-0.0136664,-0.00758954,-0.0157049,1.06967,-4.492,0.121318,0.996152,0.0133531,0.0141094,-0.0854635,
164.601,1.14964,-3.53497,0.226997,0.999784,-0.0136818,-0.00756169,-0.0136686,1.09643,-4.49661,0.120492,0.996332,0.0133832,0.014081,-0.0833418,
164.661,1.14964,-3.53497,0.226997,0.999784,-0.0136818,-0.00756169,-0.0136686,1.12322,-4.50112,0.119669,0.996484,0.0134091,0.0140562,-0.0815038,
164.721,1.19642,-3.53607,0.225583,0.999825,-0.0134781,-0.00770363,-0.0104237,1.1498,-4.50549,0.118855,0.996627,0.0134341,0.0140324,-0.079731,
164.781,1.22424,-3.53665,0.22602,0.99984,-0.0134895,-0.0076837,-0.00894617,1.17657,-4.50979,0.118038,0.996748,0.0134555,0.0140118,-0.0782077,
164.838,1.2513,-3.53713,0.226442,0.999851,-0.0135,-0.00766519,-0.00757471,1.20261,-4.51389,0.117246,0.996857,0.0134753,0.0139928,-0.0768028,
164.861,1.2582,-3.53728,0.225351,0.999853,-0.0136518,-0.00766998,-0.00701336,1.2128,-4.51546,0.116937,0.996906,0.0134842,0.0139842,-0.0761671,
164.921,1.2582,-3.53728,0.225351,0.999853,-0.0136518,-0.00766998,-0.00701336,1.2396,-4.51957,0.116125,0.997032,0.0135076,0.0139617,-0.0744989,
164.981,1.28213,-3.53762,0.22469,0.999863,-0.0136654,-0.00763289,-0.00542644,1.2664,-4.52359,0.115315,0.997194,0.0135383,0.0139318,-0.072299,
165.041,1.33391,-3.53805,0.224652,0.999878,-0.0136961,-0.00755073,-4.83202e-05,1.2938,-4.52757,0.114492,0.997429,0.0135845,0.0138868,-0.0689863,
165.101,1.35845,-3.538,0.223981,0.999879,-0.0134208,-0.00741249,0.00269048,1.3208,-4.53132,0.113685,0.997614,0.0136226,0.0138494,-0.0662486,
165.159,1.38181,-3.53784,0.223394,0.999876,-0.0131899,-0.00732959,0.0045695,1.34685,-4.53478,0.112911,0.997736,0.0136485,0.013824,-0.0643836,
165.182,1.39251,-3.53774,0.223549,0.999872,-0.0131956,-0.00731933,0.00534698,1.35719,-4.53612,0.112605,0.997787,0.0136594,0.0138132,-0.063595,
165.242,1.4205,-3.53744,0.223955,0.999866,-0.0132025,-0.00730677,0.00629868,1.38424,-4.53957,0.111806,0.997852,0.0136736,0.0137991,-0.0625671,
165.3,1.44449,-3.53704,0.223264,0.999855,-0.0129005,-0.00716773,0.00846551,1.41063,-4.54288,0.111027,0.997974,0.0137009,0.013772,-0.0605896,
165.322,1.45222,-3.53684,0.222304,0.99985,-0.0126502,-0.00707326,0.00947598,1.42057,-4.54409,0.110735,0.998022,0.0137121,0.0137608,-0.0597807,
165.382,1.48031,-3.5363,0.222695,0.999824,-0.0126672,-0.00704269,0.0118908,1.44775,-4.54735,0.109938,0.998167,0.0137459,0.0137271,-0.0573236,
165.442,1.50844,-3.53562,0.223083,0.999784,-0.0126883,-0.00700454,0.0148995,1.47499,-4.55048,0.109143,0.998337,0.0137878,0.013685,-0.0542757,
165.499,1.53191,-3.53484,0.222364,0.999736,-0.0125726,-0.00702884,0.0179115,1.50097,-4.5533,0.10839,0.998493,0.0138282,0.0136442,-0.0513224,
165.522,1.53953,-3.53447,0.221416,0.999717,-0.0124191,-0.00706864,0.0190007,1.51086,-4.55431,0.108105,0.998543,0.0138414,0.0136307,-0.0503515,
165.622,1.58661,-3.53267,0.22206,0.999582,-0.0124623,-0.00699219,0.025144,1.55653,-4.55891,0.106791,0.998837,0.0139263,0.0135441,-0.0441171,
165.682,1.60932,-3.53142,0.221771,0.999506,-0.0123833,-0.00701084,0.0280337,1.58367,-4.56131,0.10602,0.998971,0.0139688,0.0135002,-0.0409745,
165.742,1.60932,-3.53142,0.221771,0.999506,-0.0123833,-0.00701084,0.0280337,1.61085,-4.56353,0.105253,0.998993,0.013976,0.0134928,-0.0404447,
165.8,1.66142,-3.52834,0.221485,0.999457,-0.0123126,-0.00712159,0.0297186,1.63724,-4.56566,0.104509,0.999038,0.0139912,0.0134769,-0.0393141,
165.822,1.67159,-3.52773,0.221622,0.999436,-0.0123176,-0.00711301,0.0304148,1.64715,-4.56644,0.10423,0.999065,0.0140004,0.0134674,-0.038637,
165.923,1.67159,-3.52773,0.221622,0.999436,-0.0123176,-0.00711301,0.0304148,1.69321,-4.56999,0.102936,0.999083,0.0140069,0.0134606,-0.0381481,
165.983,1.74031,-3.52291,0.220702,0.999406,-0.0114886,-0.0075531,0.0315985,1.72041,-4.57206,0.102173,0.999106,0.0140149,0.0134523,-0.0375589,
166.043,1.76809,-3.52115,0.221102,0.999396,-0.011491,-0.00754944,0.0319171,1.74747,-4.57409,0.101415,0.999118,0.0140195,0.0134476,-0.0372192,
166.101,1.76809,-3.52115,0.221102,0.999396,-0.011491,-0.00754944,0.0319171,1.77391,-4.57605,0.100674,0.999108,0.0140159,0.0134513,-0.0374867,
166.123,1.80062,-3.51812,0.219754,0.99941,-0.00999416,-0.00994928,0.0313042,1.7837,-4.57678,0.1004,0.999104,0.0140141,0.0134531,-0.0376141,
166.181,1.8246,-3.51623,0.219447,0.999393,-0.00935564,-0.0106294,0.0318416,1.81,-4.57875,0.0996631,0.99912,0.0140201,0.0134469,-0.0371699,
166.204,1.83531,-3.51555,0.219668,0.999391,-0.00935627,-0.0106289,0.0319015,1.82042,-4.57953,0.0993712,0.999123,0.0140211,0.0134458,-0.0370947,
166.264,1.86351,-3.51374,0.220252,0.999405,-0.00935137,-0.0106332,0.0314404,1.84789,-4.58156,0.0986022,0.999107,0.0140152,0.013452,-0.0375334,
166.324,1.88868,-3.51129,0.220413,0.999414,-0.00777376,-0.00989087,0.0318374,1.87553,-4.58363,0.0978278,0.999132,0.0140243,0.0134425,-0.0368589,
166.383,1.88868,-3.51129,0.220413,0.999414,-0.00777376,-0.00989087,0.0318374,1.90321,-4.58566,0.0970533,0.99914,0.0140274,0.0134393,-0.0366317,
166.443,1.94186,-3.50735,0.220833,0.999403,-0.0069909,-0.00944851,0.0324961,1.93082,-4.58768,0.0962811,0.999159,0.0140345,0.0134319,-0.036101,
166.501,1.94186,-3.50735,0.220833,0.999403,-0.0069909,-0.00944851,0.0324961,1.95761,-4.58961,0.0955327,0.999164,0.0140364,0.0134299,-0.0359618,
166.524,1.96936,-3.50556,0.221341,0.999399,-0.006992,-0.0094477,0.0326119,1.96828,-4.59037,0.0952347,0.999161,0.014035,0.0134314,-0.0360643,
166.584,2.00137,-3.50303,0.220134,0.999387,-0.00713996,-0.00930453,0.0329918,1.99542,-4.59232,0.0944765,0.999166,0.0140371,0.0134291,-0.0359053,
166.644,2.00137,-3.50303,0.220134,0.999387,-0.00713996,-0.00930453,0.0329918,2.02301,-4.5943,0.0937058,0.999197,0.0140485,0.0134172,-0.0350557,
166.704,2.05488,-3.49922,0.220201,0.99935,-0.00714622,-0.00913724,0.0341324,2.05076,-4.59624,0.0929324,0.999203,0.0140511,0.0134145,-0.0348658,
166.764,2.08057,-3.49726,0.219723,0.999335,-0.00708543,-0.0089221,0.0346522,2.07846,-4.59816,0.0921604,0.999218,0.0140568,0.0134085,-0.0344392,
166.822,2.10823,-3.49534,0.220204,0.999305,-0.00709293,-0.00891614,0.0354927,2.10542,-4.60001,0.0914098,0.999247,0.0140681,0.0133967,-0.0336011,
166.845,2.11924,-3.49456,0.220395,0.999302,-0.00709373,-0.0089155,0.0355826,2.11615,-4.60073,0.0911118,0.999251,0.0140697,0.013395,-0.0334798,
166.905,2.14783,-3.49251,0.220891,0.99931,-0.00709168,-0.00891713,0.0353533,2.14404,-4.60259,0.0903369,0.999244,0.0140669,0.0133979,-0.033687,
166.963,2.17521,-3.49057,0.221367,0.999302,-0.00709381,-0.00891544,0.0355914,2.17075,-4.60438,0.0895943,0.999251,0.0140699,0.0133948,-0.0334661,
166.985,2.17988,-3.49016,0.220826,0.999293,-0.0069598,-0.00874253,0.0358868,2.18101,-4.60507,0.0893093,0.99926,0.0140734,0.0133911,-0.0332011,
167.044,2.20919,-3.48805,0.221325,0.999274,-0.00696455,-0.00873875,0.0364295,2.20956,-4.60696,0.0885166,0.999279,0.014081,0.0133831,-0.0326365,
167.104,2.23703,-3.48601,0.221798,0.999265,-0.00696664,-0.00873707,0.0366694,2.23678,-4.60873,0.0877616,0.999287,0.0140845,0.0133794,-0.0323746,
167.162,2.2614,-3.48421,0.220893,0.999255,-0.00647739,-0.00834677,0.037116,2.26325,-4.61043,0.0870279,0.999301,0.0140903,0.0133733,-0.0319386,
167.184,2.26922,-3.48365,0.219749,0.999253,-0.00595138,-0.00795033,0.0373577,2.27304,-4.61106,0.0867567,0.999309,0.0140935,0.0133699,-0.0317004,
167.285,2.31597,-3.48014,0.220473,0.999179,-0.0059667,-0.00793885,0.039284,2.31632,-4.6152,0.0855176,0.999343,0.0141082,0.0133544,-0.0306018,
167.345,2.34312,-3.478,0.220892,0.999188,-0.00596491,-0.00794019,0.0390595,2.34172,-4.61784,0.0847844,0.999308,0.0140931,0.0133704,-0.031733,
167.405,2.36471,-3.47635,0.220431,0.99923,-0.00565315,-0.00775377,0.0380561,2.36688,-4.62021,0.0840655,0.999254,0.0140712,0.0133934,-0.0333643,
167.463,2.3929,-3.4742,0.220857,0.999196,-0.00565996,-0.00774879,0.0389347,2.39181,-4.62316,0.0833354,0.999231,0.014062,0.0134031,-0.0340566,
167.485,2.3929,-3.4742,0.220857,0.999196,-0.00565996,-0.00774879,0.0389347,2.4011,-4.6242,0.083065,0.999229,0.0140611,0.0134041,-0.0341238,
167.543,2.42802,-3.47109,0.219899,0.999162,-0.00562906,-0.00718892,0.0398872,2.42468,-4.627,0.0823744,0.999197,0.0140488,0.013417,-0.0350401,
167.566,2.43752,-3.47005,0.218547,0.999168,-0.00558308,-0.00664819,0.0398385,2.43451,-4.62811,0.0820881,0.999179,0.0140419,0.0134241,-0.0355488,
167.626,2.46557,-3.4678,0.218909,0.999115,-0.00559178,-0.00664087,0.0411464,2.45855,-4.63101,0.0813822,0.999177,0.014041,0.0134251,-0.0356214,
167.686,2.49439,-3.46542,0.219279,0.999099,-0.00559441,-0.00663865,0.041543,2.48399,-4.63366,0.0806478,0.999163,0.0140357,0.0134306,-0.0360096,
167.746,2.51966,-3.46312,0.218208,0.99912,-0.00558086,-0.00609864,0.041116,2.51011,-4.63572,0.079913,0.999144,0.0140287,0.0134379,-0.0365304,
167.805,2.54483,-3.46089,0.21709,0.999098,-0.00552419,-0.00555685,0.0417315,2.53634,-4.6377,0.0791776,0.999163,0.0140357,0.0134306,-0.0360112,
167.864,2.57203,-3.45861,0.217381,0.999089,-0.00552546,-0.00555559,0.0419595,2.56347,-4.63969,0.0784184,0.99917,0.0140385,0.0134276,-0.0358002,
167.886,2.58261,-3.45772,0.217494,0.999091,-0.00552509,-0.00555595,0.0418937,2.57439,-4.64045,0.0781142,0.999167,0.0140373,0.0134289,-0.0358924,
167.946,2.60869,-3.45531,0.21629,0.99909,-0.00550451,-0.00505041,0.0420021,2.60313,-4.64267,0.0773067,0.999152,0.0140318,0.0134346,-0.0362993,
168.006,2.63358,-3.45307,0.215179,0.99905,-0.00542584,-0.00470154,0.0429738,2.63088,-4.64446,0.0765374,0.999173,0.0140395,0.0134266,-0.0357288,
168.066,2.66106,-3.45154,0.215204,0.99896,-0.00889579,-0.00492489,0.0444436,2.65937,-4.64606,0.0757547,0.99921,0.0140536,0.0134119,-0.0346783,
168.126,2.68819,-3.44985,0.21511,0.998879,-0.0120806,-0.00510811,0.0454916,2.68781,-4.64829,0.0749549,0.999224,0.0140591,0.0134061,-0.0342677,
168.184,2.68819,-3.44985,0.21511,0.998879,-0.0120806,-0.00510811,0.0454916,2.71412,-4.65124,0.0741892,0.999185,0.0140441,0.0134219,-0.0353907,
168.207,2.72306,-3.44726,0.21328,0.998839,-0.0149943,-0.00512038,0.0454866,2.7245,-4.6525,0.0738842,0.999164,0.0140362,0.0134301,-0.0359748,
168.267,2.74838,-3.44493,0.212369,0.998805,-0.0150752,-0.00498875,0.0462232,2.75003,-4.65597,0.0731236,0.999136,0.0140259,0.0134408,-0.036741,
168.325,2.77322,-3.4427,0.211469,0.998839,-0.0152575,-0.00444064,0.0454845,2.7743,-4.65921,0.0724022,0.999068,0.0140017,0.0134661,-0.0385421,
168.347,2.78244,-3.44174,0.21032,0.998869,-0.0145747,-0.00403352,0.0450792,2.7838,-4.6605,0.0721192,0.99904,0.0139918,0.0134764,-0.0392739,
168.407,2.78244,-3.44174,0.21032,0.998869,-0.0145747,-0.00403352,0.0450792,2.81114,-4.66264,0.0713505,0.999005,0.0139799,0.0134886,-0.040151,
168.464,2.83414,-3.43678,0.208556,0.998947,-0.0126113,-0.0035254,0.0439658,2.83764,-4.66476,0.0706038,0.998994,0.0139762,0.0134926,-0.040431,
168.487,2.84333,-3.43581,0.207576,0.998968,-0.0115475,-0.00332325,0.0438013,2.8477,-4.66557,0.0703201,0.998987,0.013974,0.0134948,-0.0405944,
168.545,2.86858,-3.43344,0.206816,0.998998,-0.010572,-0.00316773,0.0433764,2.87427,-4.66773,0.0695711,0.998967,0.0139675,0.0135015,-0.0410732,
168.566,2.87849,-3.43244,0.205847,0.999012,-0.00965006,-0.00297586,0.0432687,2.88437,-4.66855,0.0692859,0.998961,0.0139654,0.0135037,-0.0412243,
168.624,2.90441,-3.43006,0.205069,0.999032,-0.00883503,-0.00282157,0.042992,2.91111,-4.67075,0.0685309,0.998948,0.0139612,0.013508,-0.0415348,
168.647,2.91469,-3.42905,0.204165,0.99906,-0.00804856,-0.00270657,0.0425008,2.92179,-4.67164,0.0682289,0.99893,0.0139554,0.0135141,-0.0419697,
168.707,2.94109,-3.42671,0.203466,0.999212,-0.00736479,-0.00261204,0.0389043,2.94919,-4.67394,0.0674541,0.998769,0.0139057,0.0135652,-0.0456351,
168.767,2.96793,-3.42452,0.202756,0.999309,-0.00662701,-0.00256548,0.0364847,2.97675,-4.67645,0.0666688,0.998646,0.0138701,0.0136015,-0.0482491,
168.825,2.99372,-3.42263,0.20204,0.999438,-0.00608414,-0.00253511,0.0328547,3.00323,-4.679,0.0659101,0.998461,0.0138197,0.0136528,-0.0519458,
168.847,3.00354,-3.42203,0.201189,0.999501,-0.00569208,-0.00254391,0.0309661,3.0133,-4.68005,0.0656194,0.998365,0.0137948,0.0136779,-0.0537641,
168.905,3.02886,-3.4205,0.200582,0.999611,-0.00534827,-0.00254567,0.0272617,3.03962,-4.68288,0.0648569,0.998147,0.0137412,0.0137318,-0.0576674,
168.928,3.03859,-3.42001,0.199847,0.999654,-0.00501512,-0.00256731,0.0256858,3.05013,-4.6841,0.06455,0.998055,0.0137197,0.0137533,-0.0592308,
168.988,3.03859,-3.42001,0.199847,0.999654,-0.00501512,-0.00256731,0.0256858,3.07724,-4.68732,0.063756,0.997738,0.0136488,0.0138236,-0.0643569,
169.048,3.06481,-3.4187,0.1993,0.999772,-0.00472493,-0.00260218,0.0206705,3.10462,-4.69085,0.0629454,0.997423,0.0135834,0.0138879,-0.0690659,
169.108,3.11863,-3.41695,0.198162,0.99992,-0.00466547,-0.0024368,0.0114672,3.13191,-4.69464,0.0621301,0.997122,0.0135245,0.0139452,-0.0732871,
169.168,3.11863,-3.41695,0.198162,0.99992,-0.00466547,-0.0024368,0.0114672,3.15895,-4.69863,0.0613156,0.996765,0.0134586,0.0140089,-0.0779921,
169.226,3.1714,-3.41611,0.197076,0.999983,-0.00417258,-0.00246648,0.00310326,3.18555,-4.7028,0.0605066,0.996477,0.0134079,0.0140574,-0.0815917,
169.249,3.18161,-3.41613,0.196401,0.999987,-0.00396256,-0.00247046,0.00183074,3.19603,-4.70453,0.0601857,0.996381,0.0133915,0.014073,-0.0827529,
169.308,3.20831,-3.4161,0.195925,0.99999,-0.00376777,-0.00246013,0.000451193,3.22328,-4.70907,0.0593494,0.996267,0.0133723,0.0140913,-0.0841117,
169.368,3.23545,-3.41614,0.195418,0.99999,-0.00357616,-0.0023859,-0.000900732,3.25066,-4.71372,0.0585066,0.996163,0.013355,0.0141077,-0.0853371,
169.428,3.26258,-3.41627,0.194908,0.999989,-0.00346386,-0.00228186,-0.00197138,3.27806,-4.71844,0.0576615,0.996078,0.0133411,0.0141208,-0.0863161,
169.488,3.28989,-3.41645,0.194398,0.999987,-0.00328593,-0.0021688,-0.00339118,3.30563,-4.72324,0.0568095,0.995963,0.0133223,0.0141386,-0.0876406,
169.546,3.31621,-3.41671,0.193837,0.99998,-0.00311842,-0.00200916,-0.00513959,3.33192,-4.7279,0.0559948,0.995814,0.0132984,0.014161,-0.0893189,
169.569,3.3265,-3.4169,0.193186,0.999978,-0.0029991,-0.0018102,-0.00566059,3.34236,-4.72978,0.0556703,0.995771,0.0132918,0.0141673,-0.0897886,
169.629,3.35336,-3.41727,0.192663,0.999971,-0.00290039,-0.00160559,-0.0068267,3.36939,-4.73468,0.0548292,0.995664,0.0132749,0.014183,-0.0909714,
169.687,3.37924,-3.4177,0.192158,0.99996,-0.00283519,-0.00139775,-0.00835997,3.39567,-4.73952,0.0540094,0.995519,0.0132525,0.014204,-0.0925432,
169.709,3.3889,-3.41796,0.19153,0.999955,-0.00274612,-0.00118975,-0.00897522,3.40573,-4.7414,0.0536949,0.995459,0.0132433,0.0142126,-0.0931876,
169.769,3.3889,-3.41796,0.19153,0.999955,-0.00274612,-0.00118975,-0.00897522,3.43253,-4.74645,0.0528553,0.995303,0.0132197,0.0142345,-0.0948377,
169.827,3.44138,-3.41917,0.190509,0.999921,-0.00257506,-0.000907939,-0.0122966,3.45907,-4.75155,0.0520217,0.995121,0.0131927,0.0142596,-0.0967278,
169.849,3.44138,-3.41917,0.190509,0.999921,-0.00257506,-0.000907939,-0.0122966,3.46886,-4.75346,0.0517129,0.995057,0.0131832,0.0142684,-0.0973916,
169.907,3.47715,-3.42023,0.189273,0.999905,-0.00237279,-0.000775561,-0.01353,3.49482,-4.75858,0.0508932,0.99498,0.013172,0.0142787,-0.0981715,
169.93,3.47715,-3.42023,0.189273,0.999905,-0.00237279,-0.000775561,-0.01353,3.50512,-4.76063,0.0505675,0.994956,0.0131685,0.0142819,-0.0984166,
169.987,3.51332,-3.42139,0.188096,0.999877,-0.00242155,-0.000757444,-0.0154523,3.53123,-4.76584,0.0497413,0.994783,0.0131435,0.0143049,-0.100151,
170.01,3.52254,-3.42177,0.187519,0.999867,-0.00246164,-0.00081729,-0.0160767,3.54105,-4.76783,0.0494297,0.994712,0.0131335,0.0143141,-0.100849,
170.069,3.54858,-3.42266,0.187072,0.999851,-0.00247305,-0.000894276,-0.0170328,3.56769,-4.77328,0.0485829,0.994605,0.0131183,0.014328,-0.101904,
170.127,3.57434,-3.4236,0.186574,0.999836,-0.00251953,-0.000994847,-0.0179263,3.59354,-4.77788,0.0477813,0.994566,0.0131129,0.0143329,-0.102277,
170.149,3.58364,-3.42401,0.186024,0.999827,-0.00252506,-0.00110675,-0.0183915,3.60345,-4.77969,0.0474725,0.994537,0.0131088,0.0143367,-0.102565,
170.207,3.60902,-3.425,0.185612,0.999798,-0.00251634,-0.00123398,-0.0199116,3.62867,-4.78452,0.0466804,0.99439,0.0130885,0.0143553,-0.103975,
170.229,3.6177,-3.4254,0.185134,0.999791,-0.00247835,-0.00139964,-0.0202503,3.63824,-4.78635,0.0463799,0.99436,0.0130843,0.0143591,-0.10426,
170.287,3.64358,-3.4265,0.184719,0.999766,-0.00239142,-0.00160282,-0.0214427,3.66319,-4.79122,0.0455937,0.994256,0.01307,0.0143721,-0.105255,
170.31,3.65347,-3.427,0.184213,0.999752,-0.00236709,-0.0018176,-0.0220499,3.67323,-4.79324,0.0452754,0.994197,0.013062,0.0143794,-0.105807,
170.37,3.68019,-3.42826,0.183822,0.999737,-0.00232277,-0.00205201,-0.0227133,3.69883,-4.79855,0.0444595,0.994119,0.0130514,0.014389,-0.106537,
170.428,3.70566,-3.42948,0.183471,0.999723,-0.00218338,-0.00229815,-0.0233254,3.72337,-4.80359,0.0436788,0.994062,0.0130437,0.0143959,-0.107067,
170.45,3.7154,-3.43003,0.183006,0.999714,-0.00199575,-0.00257277,-0.023704,3.73332,-4.80561,0.0433632,0.994036,0.0130403,0.0143991,-0.107306,
170.508,3.74067,-3.4313,0.182737,0.999676,-0.00182927,-0.00278947,-0.0252306,3.75806,-4.8109,0.0425698,0.993868,0.0130179,0.0144194,-0.108853,
170.53,3.75058,-3.43192,0.182274,0.999661,-0.00174223,-0.00302408,-0.0258168,3.76787,-4.81307,0.0422533,0.993803,0.0130093,0.0144271,-0.109443,
170.588,3.77646,-3.43337,0.182,0.999614,-0.00166302,-0.00319551,-0.0275522,3.79311,-4.81872,0.041437,0.993602,0.012983,0.0144508,-0.111255,
170.611,3.78656,-3.43408,0.181575,0.999596,-0.00151515,-0.00337373,-0.0281864,3.80334,-4.82101,0.0411061,0.993524,0.0129729,0.0144598,-0.111946,
170.67,3.81356,-3.43575,0.181308,0.999588,-0.00133771,-0.00355389,-0.0284447,3.8293,-4.82666,0.040271,0.993511,0.0129711,0.0144614,-0.112069,
170.73,3.8402,-3.43742,0.181081,0.999576,-0.00116973,-0.00376218,-0.0288636,3.85513,-4.83238,0.0394373,0.993481,0.0129673,0.0144648,-0.112327,
170.788,3.86525,-3.43902,0.180898,0.99956,-0.000976847,-0.00394434,-0.0293714,3.88077,-4.83758,0.0386235,0.99349,0.0129685,0.0144638,-0.112251,
170.81,3.86525,-3.43902,0.180898,0.99956,-0.000976847,-0.00394434,-0.0293714,3.89068,-4.8397,0.0383059,0.99349,0.0129684,0.0144638,-0.112253,
170.868,3.89914,-3.44144,0.180369,0.999524,-0.000626947,-0.00435068,-0.0305261,3.91654,-4.84543,0.0374709,0.99342,0.0129595,0.0144718,-0.112869,
170.891,3.89914,-3.44144,0.180369,0.999524,-0.000626947,-0.00435068,-0.0305261,3.92688,-4.84757,0.0371414,0.993387,0.0129552,0.0144756,-0.113158,
170.951,3.9087,-3.44231,0.179998,0.999506,-0.000376676,-0.00457775,-0.0310824,3.95384,-4.85368,0.0362675,0.993266,0.0129399,0.0144894,-0.114213,
171.011,3.96216,-3.44629,0.179643,0.999419,3.35026e-05,-0.00495019,-0.0337185,3.98097,-4.85915,0.0354072,0.993198,0.0129313,0.014497,-0.114802,
171.071,3.98877,-3.44834,0.179499,0.999395,0.000268153,-0.00515515,-0.0344005,4.00731,-4.86575,0.0345348,0.993108,0.0129199,0.0145072,-0.115579,
171.131,4.01513,-3.45042,0.17936,0.999337,0.000411933,-0.00534776,-0.0360025,4.03387,-4.87181,0.0336724,0.992979,0.0129038,0.0145215,-0.116684,
171.189,4.04058,-3.45251,0.179213,0.999294,0.00058894,-0.00552862,-0.0371653,4.05998,-4.87714,0.0328426,0.992942,0.0128992,0.0145256,-0.116995,
171.212,4.05048,-3.45354,0.178851,0.999285,0.000830065,-0.00573163,-0.0373587,4.07034,-4.87961,0.0325033,0.992918,0.0128961,0.0145283,-0.117207,
171.271,4.07595,-3.45569,0.178728,0.999259,0.00107362,-0.00589587,-0.0380191,4.09611,-4.88577,0.0316582,0.992841,0.0128867,0.0145367,-0.117849,
171.372,4.12143,-3.45943,0.178822,0.999244,0.00118152,-0.00603704,-0.0383919,4.14081,-4.89652,0.0301908,0.992802,0.0128819,0.0145409,-0.118178,
171.432,4.1473,-3.46169,0.178726,0.999237,0.00112513,-0.00613334,-0.0385463,4.1672,-4.90288,0.029324,0.992791,0.0128805,0.0145422,-0.118274,
171.49,4.1473,-3.46169,0.178726,0.999237,0.00112513,-0.00613334,-0.0385463,4.19301,-4.90911,0.0284759,0.992778,0.0128789,0.0145436,-0.118381,
171.511,4.18141,-3.46489,0.178271,0.999235,0.00118283,-0.00637068,-0.038573,4.20269,-4.91145,0.0281578,0.992795,0.012881,0.0145417,-0.118237,
171.569,4.20664,-3.46712,0.178182,0.99924,0.00122776,-0.00647427,-0.0384069,4.22841,-4.91765,0.027313,0.99282,0.012884,0.014539,-0.118032,
171.591,4.21535,-3.46809,0.177854,0.999244,0.0012329,-0.00658714,-0.0382852,4.2381,-4.91999,0.0269947,0.992832,0.0128855,0.0145377,-0.117933,
171.649,4.24033,-3.4703,0.177793,0.999314,0.00111336,-0.00666077,-0.0364257,4.26368,-4.92614,0.0261548,0.993048,0.0129123,0.0145139,-0.116098,
171.672,4.24977,-3.47129,0.177478,0.999339,0.00118049,-0.00677091,-0.035686,4.27397,-4.92858,0.025818,0.99313,0.0129227,0.0145047,-0.115391,
171.732,4.27566,-3.47343,0.177419,0.999414,0.00126448,-0.00686484,-0.0335009,4.30026,-4.93476,0.0249589,0.993381,0.0129544,0.0144763,-0.113214,
171.79,4.30116,-3.47538,0.177381,0.999498,0.00145272,-0.00697136,-0.0308597,4.32636,-4.94078,0.0241097,0.99368,0.012993,0.0144417,-0.110561,
171.812,4.31008,-3.47622,0.177052,0.999528,0.00152157,-0.00704475,-0.0298718,4.33611,-4.94297,0.0237938,0.993784,0.0130067,0.0144294,-0.109618,
171.872,4.3366,-3.47812,0.177002,0.999587,0.00142885,-0.00709202,-0.0278059,4.3629,-4.94895,0.0229279,0.994012,0.013037,0.014402,-0.10753,
171.93,4.3366,-3.47812,0.177002,0.999587,0.00142885,-0.00709202,-0.0278059,4.38914,-4.95468,0.0220832,0.994082,0.0130465,0.0143935,-0.106877,
171.953,4.37192,-3.48059,0.176658,0.999615,0.00164468,-0.0071044,-0.0267659,4.3996,-4.95695,0.021747,0.994109,0.0130501,0.0143902,-0.106628,
172.013,4.3992,-3.48229,0.176587,0.999621,0.00182106,-0.00706157,-0.0265445,4.42692,-4.96287,0.020869,0.994121,0.0130517,0.0143887,-0.106519,
