time,px,py,pz,qw,qx,qy,qz,pxHat,pyHat,pzHat,qwHat,qxHat,qyHat,qzHat,mode,
547.534,7.66337,-1.43388,0.111589,0.709269,0.0172537,-0.00583125,0.704703,8.51451,-2.06649,0.0148009,0.717236,0.0174679,-0.00268284,0.696606,0,
547.557,7.66337,-1.43388,0.111589,0.709269,0.0172537,-0.00583125,0.704703,8.51483,-2.05569,0.0151056,0.716433,0.0174648,-0.00270297,0.697432,0,
547.617,7.66314,-1.42323,0.111565,0.7084,0.0174444,-0.00583569,0.705572,8.51557,-2.02859,0.0158714,0.713756,0.0174543,-0.00276985,0.700171,0,
547.675,7.66258,-1.37,0.112654,0.70503,0.0178052,-0.00590587,0.708929,8.51609,-2.00177,0.0166334,0.712986,0.0174513,-0.00278903,0.700955,0,
547.697,7.66216,-1.35982,0.112594,0.704933,0.0179945,-0.00590795,0.709021,8.51627,-1.99182,0.0169166,0.712928,0.0174511,-0.00279047,0.701014,0,
547.757,7.66169,-1.33253,0.11319,0.704235,0.0181468,-0.00594869,0.70971,8.51674,-1.96412,0.017705,0.712275,0.0174485,-0.00280672,0.701678,0,
547.815,7.66112,-1.30576,0.113732,0.703335,0.0182889,-0.00595097,0.710599,8.51715,-1.93724,0.0184711,0.71138,0.0174449,-0.00282896,0.702585,0,
547.838,7.66064,-1.29502,0.113702,0.702964,0.0184416,-0.00591222,0.710962,8.51729,-1.92646,0.0187788,0.710995,0.0174433,-0.00283851,0.702975,0,
547.898,7.66003,-1.26756,0.114299,0.702903,0.0185584,-0.00583863,0.71102,8.51761,-1.89864,0.0195737,0.710887,0.0174429,-0.00284119,0.703084,0,
547.957,7.65941,-1.23986,0.11489,0.702264,0.0186519,-0.00572775,0.71165,8.51793,-1.87062,0.0203746,0.710249,0.0174403,-0.00285702,0.703729,0,
548.017,7.65874,-1.21177,0.115447,0.701648,0.0187413,-0.00558635,0.712256,8.5182,-1.84253,0.0211786,0.709603,0.0174377,-0.00287302,0.70438,0,
548.077,7.65803,-1.18393,0.115981,0.701108,0.0188095,-0.00543608,0.712786,8.51841,-1.81463,0.0219779,0.709026,0.0174353,-0.00288731,0.704961,0,
548.135,7.65728,-1.15736,0.116451,0.7009,0.0188372,-0.00525145,0.712991,8.51857,-1.78804,0.0227408,0.708775,0.0174343,-0.00289351,0.705214,0,
548.158,7.65675,-1.14609,0.116354,0.700869,0.0188432,-0.00506751,0.713023,8.51863,-1.77723,0.023051,0.708727,0.0174341,-0.00289469,0.705261,0,
548.218,7.65594,-1.11849,0.116848,0.700505,0.0188244,-0.0048856,0.713382,8.51878,-1.74959,0.0238444,0.708365,0.0174326,-0.00290364,0.705625,0,
548.276,7.6551,-1.09174,0.117293,0.699394,0.0187953,-0.00471687,0.714473,8.51889,-1.72284,0.0246129,0.70724,0.0174279,-0.0029314,0.706752,0,
548.298,7.6545,-1.08095,0.11716,0.699165,0.0187754,-0.00448329,0.7147,8.5189,-1.71253,0.0249098,0.706963,0.0174268,-0.00293824,0.70703,0,
548.358,7.65357,-1.05338,0.117641,0.698818,0.0187575,-0.00427733,0.715041,8.5189,-1.68467,0.0257123,0.706569,0.0174252,-0.00294795,0.707424,0,
548.418,7.65357,-1.05338,0.117641,0.698818,0.0187575,-0.00427733,0.715041,8.51888,-1.65679,0.0265162,0.705632,0.0174212,-0.00297102,0.708359,0,
548.476,7.65256,-1.02549,0.118081,0.697897,0.0187282,-0.00408141,0.715941,8.51878,-1.62986,0.0272942,0.704627,0.017417,-0.00299571,0.709358,0,
548.499,7.65075,-0.987495,0.118297,0.696646,0.0186699,-0.00370649,0.717163,8.51871,-1.61922,0.0276021,0.704289,0.0174156,-0.00300399,0.709693,0,
548.559,7.64957,-0.960092,0.118714,0.696216,0.0186564,-0.00355829,0.717581,8.51851,-1.59152,0.0284044,0.703809,0.0174135,-0.00301578,0.71017,0,
548.618,7.64831,-0.93263,0.119093,0.695385,0.0186325,-0.00343322,0.718388,8.51827,-1.56399,0.0292027,0.702968,0.01741,-0.00303638,0.711002,0,
548.678,7.64696,-0.905208,0.119468,0.693959,0.0185809,-0.00337083,0.719767,8.51797,-1.53642,0.0300033,0.701518,0.0174037,-0.00307186,0.712433,0,
548.736,7.64548,-0.878448,0.119812,0.692495,0.0185022,-0.00335107,0.721178,8.51756,-1.5095,0.0307872,0.699989,0.0173971,-0.00310915,0.713935,0,
548.759,7.6445,-0.867596,0.119613,0.69193,0.0184293,-0.00331644,0.721722,8.51735,-1.49887,0.0310978,0.699404,0.0173946,-0.00312339,0.714508,0,
548.818,7.64285,-0.840424,0.119967,0.690577,0.0184067,-0.00329797,0.723017,8.51678,-1.47155,0.0318967,0.697995,0.0173884,-0.00315767,0.715885,0,
548.839,7.64189,-0.830786,0.119743,0.689946,0.0184177,-0.00323971,0.723619,8.51653,-1.46187,0.0321806,0.697359,0.0173856,-0.0031731,0.716504,0,
548.897,7.64015,-0.804046,0.120102,0.68859,0.0184176,-0.00319597,0.72491,8.51581,-1.43485,0.032974,0.69592,0.0173792,-0.00320797,0.717902,0,
548.919,7.63908,-0.79353,0.119906,0.688049,0.0184551,-0.003161,0.725422,8.51549,-1.42447,0.0332797,0.695361,0.0173767,-0.0032215,0.718443,0,
548.979,7.63714,-0.766339,0.120279,0.686994,0.0184988,-0.00315885,0.726421,8.5146,-1.39702,0.0340887,0.694233,0.0173716,-0.00324876,0.719534,0,
549.037,7.63511,-0.739708,0.120628,0.688675,0.01854,-0.00313036,0.724827,8.51365,-1.37019,0.0348814,0.695847,0.0173788,-0.00320974,0.717973,0,
549.06,7.63396,-0.728962,0.120438,0.689544,0.0185522,-0.00312694,0.724,8.51332,-1.35964,0.0351921,0.696694,0.0173826,-0.00318923,0.717151,0,
549.12,7.63205,-0.701598,0.120816,0.693235,0.018566,-0.00305364,0.720466,8.51253,-1.33208,0.0360022,0.700465,0.0173992,-0.00309756,0.713468,0,
549.18,7.63039,-0.674185,0.121194,0.6944,0.0185474,-0.00306646,0.719344,8.51203,-1.30443,0.0368091,0.701786,0.0174049,-0.00306529,0.712168,0,
549.24,7.62881,-0.647072,0.12156,0.694348,0.0185359,-0.00310751,0.719394,8.51164,-1.27701,0.0376073,0.70173,0.0174047,-0.00306667,0.712224,0,
549.3,7.62721,-0.619572,0.121937,0.69413,0.0185203,-0.00315607,0.719604,8.51123,-1.24919,0.0384171,0.701426,0.0174033,-0.0030741,0.712524,0,
549.358,7.62562,-0.593055,0.122276,0.693415,0.0184451,-0.00322721,0.720296,8.51082,-1.22235,0.0391992,0.70062,0.0173999,-0.00309377,0.713316,0,
549.381,7.62452,-0.582262,0.122078,0.6932,0.0183733,-0.00330275,0.720503,8.51063,-1.21161,0.0395123,0.700321,0.0173986,-0.00310106,0.713609,0,
549.44,7.62285,-0.555186,0.122434,0.692476,0.0182551,-0.00337251,0.721202,8.51012,-1.18424,0.0403113,0.699498,0.017395,-0.00312111,0.714416,0,
549.498,7.62109,-0.528431,0.122773,0.692051,0.0181276,-0.00341209,0.721613,8.50956,-1.15727,0.0410999,0.698983,0.0173927,-0.00313365,0.71492,0,
549.52,7.61994,-0.518098,0.122558,0.691906,0.0179873,-0.00341628,0.721756,8.50933,-1.14715,0.0413961,0.698799,0.0173919,-0.00313811,0.715099,0,
549.58,7.61994,-0.518098,0.122558,0.691906,0.0179873,-0.00341628,0.721756,8.5087,-1.11912,0.0422169,0.697861,0.0173878,-0.00316092,0.716015,0,
549.638,7.61617,-0.463475,0.123225,0.692735,0.0177844,-0.00347223,0.720965,8.50802,-1.0925,0.0429977,0.699474,0.0173949,-0.0031217,0.71444,0,
549.661,7.61499,-0.452582,0.123025,0.693288,0.0177445,-0.00346655,0.720434,8.5078,-1.08184,0.0433094,0.700035,0.0173973,-0.00310802,0.71389,0,
549.72,7.61327,-0.425806,0.123347,0.695474,0.0177708,-0.00338346,0.718324,8.50728,-1.05493,0.0440955,0.702272,0.017407,-0.00305341,0.711689,0,
549.821,7.61094,-0.379083,0.124243,0.698625,0.0179256,-0.00328213,0.715256,8.50668,-1.00877,0.0454377,0.705489,0.0174206,-0.00297453,0.708501,0,
549.881,7.60947,-0.351837,0.124559,0.700722,0.0181324,-0.00320617,0.713197,8.50657,-0.981474,0.0462265,0.70761,0.0174295,-0.00292228,0.706382,0,
549.939,7.60819,-0.325616,0.124876,0.702181,0.0183395,-0.00314426,0.711755,8.50662,-0.954864,0.0469921,0.709119,0.0174357,-0.002885,0.704867,0,
549.962,7.60718,-0.315281,0.124666,0.702712,0.0185471,-0.00311218,0.711226,8.50669,-0.944428,0.0472915,0.709645,0.0174378,-0.00287198,0.704338,0,
550.021,7.60602,-0.288378,0.124996,0.702449,0.0187311,-0.003111,0.71148,8.5069,-0.917448,0.0480645,0.709401,0.0174368,-0.00287803,0.704584,0,
550.121,7.60452,-0.241631,0.125942,0.702738,0.01884,-0.00314048,0.711192,8.50723,-0.870999,0.0493961,0.709622,0.0174377,-0.00287255,0.704361,0,
550.181,7.60329,-0.214238,0.126289,0.70259,0.0189224,-0.00318507,0.711336,8.50744,-0.84337,0.0501878,0.709443,0.017437,-0.00287699,0.704542,0,
550.239,7.60211,-0.188137,0.126619,0.702609,0.0189893,-0.00321065,0.711315,8.50763,-0.816744,0.050951,0.70943,0.017437,-0.0028773,0.704554,0,
550.262,7.60106,-0.177606,0.126411,0.702715,0.0190507,-0.00325179,0.711209,8.50771,-0.806054,0.0512575,0.70951,0.0174373,-0.00287533,0.704474,0,
550.321,7.59985,-0.150766,0.126748,0.703117,0.0191446,-0.00329284,0.710809,8.50791,-0.779045,0.0520316,0.709911,0.0174389,-0.00286539,0.704069,0,
550.422,7.59843,-0.104564,0.127701,0.702621,0.0192364,-0.00329967,0.711296,8.5083,-0.733091,0.0533476,0.70944,0.017437,-0.00287705,0.704544,0,
550.482,7.59722,-0.0775633,0.128079,0.702556,0.019326,-0.00331554,0.711358,8.5085,-0.705505,0.0541383,0.709376,0.0174367,-0.00287865,0.704609,0,
550.54,7.59598,-0.0519694,0.128418,0.702512,0.019384,-0.00334662,0.7114,8.50869,-0.679289,0.0548899,0.709359,0.0174367,-0.00287907,0.704626,0,
550.563,7.59486,-0.0415162,0.128219,0.702416,0.0194614,-0.00340005,0.711492,8.50876,-0.668583,0.0551968,0.709311,0.0174365,-0.00288025,0.704674,0,
550.622,7.5936,-0.0146241,0.128582,0.702078,0.0195561,-0.00344187,0.711823,8.50895,-0.641425,0.0559755,0.709002,0.0174352,-0.00288791,0.704985,0,
550.723,7.59201,0.0322297,0.129598,0.702186,0.0196987,-0.0034942,0.711712,8.50923,-0.594733,0.0573151,0.709139,0.0174358,-0.0028845,0.704847,0,
550.782,7.59072,0.0591884,0.129969,0.702071,0.0198588,-0.00356613,0.711821,8.5094,-0.567385,0.0580996,0.709065,0.0174355,-0.00288635,0.704922,0,
550.84,7.58948,0.0852013,0.130342,0.70213,0.0200062,-0.0036228,0.711758,8.50957,-0.540735,0.0588641,0.709155,0.0174358,-0.00288412,0.704831,0,
550.862,7.5884,0.0948759,0.130113,0.702135,0.0201087,-0.00366757,0.71175,8.50963,-0.530781,0.0591495,0.70919,0.017436,-0.00288324,0.704796,0,
550.92,7.58724,0.120951,0.130523,0.702341,0.0202345,-0.00371314,0.711543,8.50981,-0.503968,0.0599185,0.709427,0.0174369,-0.00287738,0.704557,0,
550.943,7.58624,0.130797,0.130321,0.702414,0.0203447,-0.00376152,0.711468,8.50988,-0.493635,0.0602147,0.709534,0.0174374,-0.00287474,0.70445,0,
551.001,7.58512,0.157089,0.130743,0.702648,0.0204369,-0.00381678,0.711234,8.51008,-0.466732,0.0609858,0.709807,0.0174385,-0.00286797,0.704175,0,
551.023,7.58414,0.166691,0.130534,0.702666,0.0205,-0.00387602,0.711214,8.51016,-0.456803,0.0612702,0.709857,0.0174387,-0.00286675,0.704125,0,
